,Year,Sea level contribution (mm),Sea level contribution uncertainty (mm),location
59,1996.91666666667,0.640037406343375,0.622816495305903,Antarctica
60,1997.0,0.65835844310512,0.628101192323692,Antarctica
61,1997.08333333333,0.678036309071344,0.633683464618019,Antarctica
62,1997.16666666667,0.691994820149911,0.639361201581017,Antarctica
63,1997.25,0.697433200099278,0.644853042038644,Antarctica
64,1997.33333333333,0.69837578487315,0.650048816096342,Antarctica
65,1997.41666666667,0.696398917911517,0.654647504530125,Antarctica
66,1997.5,0.699977249879361,0.659778449004911,Antarctica
67,1997.58333333333,0.703660594381511,0.665275605563578,Antarctica
68,1997.66666666667,0.711278725578739,0.6707314869929,Antarctica
69,1997.75,0.723792439892483,0.67598772762,Antarctica
70,1997.83333333333,0.727229723138517,0.680953711972758,Antarctica
71,1997.91666666667,0.735318025354356,0.685769263817969,Antarctica
72,1998.0,0.748102674861508,0.690499693225697,Antarctica
73,1998.08333333333,0.751367639484072,0.695462509247078,Antarctica
74,1998.16666666667,0.750167116202758,0.700509911101986,Antarctica
75,1998.25,0.750950869785142,0.705502139267783,Antarctica
76,1998.33333333333,0.742903279130711,0.710071946138558,Antarctica
77,1998.41666666667,0.730500365389344,0.7140166107457,Antarctica
78,1998.5,0.720923140334364,0.718157045222442,Antarctica
79,1998.58333333333,0.713668576410808,0.722648792449731,Antarctica
80,1998.66666666667,0.713914791970697,0.727280898622175,Antarctica
81,1998.75,0.724535678416006,0.731822443993042,Antarctica
82,1998.83333333333,0.738731948755208,0.736198082267469,Antarctica
83,1998.91666666667,0.771016155367569,0.740408756818711,Antarctica
84,1999.0,0.810405034828017,0.744393810558483,Antarctica
85,1999.08333333333,0.844594035600967,0.74860239395065,Antarctica
86,1999.16666666667,0.883655955896255,0.752899445954447,Antarctica
87,1999.25,0.908764036705808,0.757230958254355,Antarctica
88,1999.33333333333,0.924264767916758,0.76147608969045,Antarctica
89,1999.41666666667,0.934171863301372,0.765482642186153,Antarctica
90,1999.5,0.945435855158747,0.769397682103075,Antarctica
91,1999.58333333333,0.956655218974075,0.773577317039017,Antarctica
92,1999.66666666667,0.964049627360758,0.777875084211292,Antarctica
93,1999.75,0.980617833862947,0.782166384619286,Antarctica
94,1999.83333333333,0.994881938115269,0.786434124077597,Antarctica
95,1999.91666666667,1.01385943852451,0.79058845706055,Antarctica
96,2000.0,1.02908584546958,0.794544756024486,Antarctica
97,2000.08333333333,1.038746314808,0.798627516390703,Antarctica
98,2000.16666666667,1.04689452748183,0.802756604405686,Antarctica
99,2000.25,1.04792000229353,0.806895873101589,Antarctica
100,2000.33333333333,1.04898034779389,0.810955030842844,Antarctica
101,2000.41666666667,1.04960797911368,0.814645207253958,Antarctica
102,2000.5,1.0537026402586,0.818251245206642,Antarctica
103,2000.58333333333,1.05822398225163,0.822161030200419,Antarctica
104,2000.66666666667,1.06337325259207,0.826142593293461,Antarctica
105,2000.75,1.07741231389511,0.83008920636573,Antarctica
106,2000.83333333333,1.08370990840108,0.833925635237245,Antarctica
107,2000.91666666667,1.09655528362023,0.83764259770863,Antarctica
108,2001.0,1.10760813780664,0.841309503300639,Antarctica
109,2001.08333333333,1.1241463111905,0.844961275583583,Antarctica
110,2001.16666666667,1.13907944406098,0.848631404974197,Antarctica
111,2001.25,1.15203564759307,0.852305663834697,Antarctica
112,2001.33333333333,1.16301017554658,0.855884567129406,Antarctica
113,2001.41666666667,1.16483038479338,0.859121239585658,Antarctica
114,2001.5,1.16267672942138,0.862231749255461,Antarctica
115,2001.58333333333,1.16302017647544,0.865412741824119,Antarctica
116,2001.66666666667,1.16058846330034,0.86851113590077,Antarctica
117,2001.75,1.15969044616568,0.871576539500317,Antarctica
118,2001.83333333333,1.15799399783991,0.874623646753992,Antarctica
119,2001.91666666667,1.16305096154459,0.877760255846836,Antarctica
120,2002.0,1.16588472654702,0.880818344932506,Antarctica
121,2002.08333333333,1.1665896891243,0.883918395865433,Antarctica
122,2002.16666666667,1.1596110117181,0.88706671320025,Antarctica
123,2002.25,1.14972782302426,0.890158342571194,Antarctica
124,2002.33333333333,1.1427682262352,0.893131904735547,Antarctica
125,2002.41666666667,1.13671670380072,0.8959221691616,Antarctica
126,2002.5,1.14540556536038,0.89955675461752,Antarctica
127,2002.58333333333,1.15479791017279,0.908635382384694,Antarctica
128,2002.66666666667,1.16977393864533,0.917744834174439,Antarctica
129,2002.75,1.18972472672366,0.926606012227606,Antarctica
130,2002.83333333333,1.20956414469492,0.935322226074333,Antarctica
131,2002.91666666667,1.2293779193294,0.944125842123719,Antarctica
132,2003.0,1.24642365530095,0.949681027955403,Antarctica
133,2003.08333333333,1.26030582766259,0.955253874672353,Antarctica
134,2003.16666666667,1.2714584707727,0.960740211601819,Antarctica
135,2003.25,1.28122381929908,0.966082819399897,Antarctica
136,2003.33333333333,1.28991883203272,0.971249145399869,Antarctica
137,2003.41666666667,1.29918397510622,0.97630275990183,Antarctica
138,2003.5,1.31228259554836,0.98158734055408,Antarctica
139,2003.58333333333,1.33212818242129,0.987002850777089,Antarctica
140,2003.66666666667,1.36224327491547,0.992749152595781,Antarctica
141,2003.75,1.40093228521769,0.998399279313,Antarctica
142,2003.83333333333,1.44419011421212,1.00368882312111,Antarctica
143,2003.91666666667,1.48338165434444,1.00916473690653,Antarctica
144,2004.0,1.51311587561408,1.01516463277869,Antarctica
145,2004.08333333333,1.54384867100686,1.02102437589369,Antarctica
146,2004.16666666667,1.57776770846571,1.02647909160474,Antarctica
147,2004.25,1.61159487801142,1.03167502416301,Antarctica
148,2004.33333333333,1.6367632028929,1.03711149204568,Antarctica
149,2004.41666666667,1.64718724927993,1.04290422300739,Antarctica
150,2004.5,1.6464982438251,1.04839260814475,Antarctica
151,2004.58333333333,1.64163692514383,1.05374607157748,Antarctica
152,2004.66666666667,1.64339864881781,1.05922261964159,Antarctica
153,2004.75,1.65636519902894,1.06446468216669,Antarctica
154,2004.83333333333,1.6789546791561,1.06957438194131,Antarctica
155,2004.91666666667,1.70701959746423,1.07462388674044,Antarctica
156,2005.0,1.73231512235519,1.07963664647969,Antarctica
157,2005.08333333333,1.75689665247476,1.08462582667283,Antarctica
158,2005.16666666667,1.78454839440179,1.08936000756696,Antarctica
159,2005.25,1.8116452204221,1.09378948288943,Antarctica
160,2005.33333333333,1.82600310395523,1.09830234107328,Antarctica
161,2005.41666666667,1.82285039306589,1.10233630506524,Antarctica
162,2005.5,1.81148668270593,1.10614283922972,Antarctica
163,2005.58333333333,1.79788431601129,1.10995386024995,Antarctica
164,2005.66666666667,1.78528314035941,1.11414899545869,Antarctica
165,2005.75,1.7782937538121,1.11843623952736,Antarctica
166,2005.83333333333,1.77589929454806,1.12268700378641,Antarctica
167,2005.91666666667,1.7769487231379,1.12699994382044,Antarctica
168,2006.0,1.77923738747817,1.13131829180631,Antarctica
169,2006.08333333333,1.78251039878783,1.13557029498538,Antarctica
170,2006.16666666667,1.79110818831028,1.13970922868941,Antarctica
171,2006.25,1.80170233864453,1.14374440434187,Antarctica
172,2006.33333333333,1.81121153171202,1.1475830508531,Antarctica
173,2006.41666666667,1.82131210516598,1.15114007762805,Antarctica
174,2006.5,1.83229088076106,1.15456405407299,Antarctica
175,2006.58333333333,1.85046067322756,1.15816973207357,Antarctica
176,2006.66666666667,1.87796151122895,1.16209782001667,Antarctica
177,2006.75,1.915770016442,1.16595256662241,Antarctica
178,2006.83333333333,1.95855054023445,1.1695638532656,Antarctica
179,2006.91666666667,2.00135711480502,1.17318875495157,Antarctica
180,2007.0,2.04410096358325,1.1769884374961,Antarctica
181,2007.08333333333,2.09222941821664,1.18090414718777,Antarctica
182,2007.16666666667,2.14166481848924,1.18476874914163,Antarctica
183,2007.25,2.18160882497556,1.18851728173499,Antarctica
184,2007.33333333333,2.21661158003195,1.19197734235376,Antarctica
185,2007.41666666667,2.25335550745054,1.19531130237461,Antarctica
186,2007.5,2.28986873690517,1.1986746062685,Antarctica
187,2007.58333333333,2.33142455947755,1.20239239932807,Antarctica
188,2007.66666666667,2.38136689790868,1.20617220436234,Antarctica
189,2007.75,2.44027245870686,1.20953659334933,Antarctica
190,2007.83333333333,2.50220215200596,1.21251469543901,Antarctica
191,2007.91666666667,2.56358491474656,1.21541903165896,Antarctica
192,2008.0,2.62109377644753,1.21841443935696,Antarctica
193,2008.08333333333,2.67791283568189,1.22154418512748,Antarctica
194,2008.16666666667,2.73387705828566,1.22488862644416,Antarctica
195,2008.25,2.78269241097728,1.22826023344189,Antarctica
196,2008.33333333333,2.82099226574539,1.2316494265784,Antarctica
197,2008.41666666667,2.84924677404717,1.23510582912886,Antarctica
198,2008.5,2.87002305444356,1.23881649058181,Antarctica
199,2008.58333333333,2.88872102968481,1.24272964025865,Antarctica
200,2008.66666666667,2.90479643044997,1.24678396798318,Antarctica
201,2008.75,2.92010115905344,1.25093718309702,Antarctica
202,2008.83333333333,2.93088055590803,1.25498021795623,Antarctica
203,2008.91666666667,2.93746187065811,1.25859120280286,Antarctica
204,2009.0,2.93742359786725,1.26180173961797,Antarctica
205,2009.08333333333,2.94057820020931,1.26506855726009,Antarctica
206,2009.16666666667,2.95237225073161,1.26818530263214,Antarctica
207,2009.25,2.96776683740081,1.27118971976491,Antarctica
208,2009.33333333333,2.98330979145883,1.27397704086183,Antarctica
209,2009.41666666667,2.99569492820175,1.27662403341534,Antarctica
210,2009.5,3.00757933145028,1.2793164286175,Antarctica
211,2009.58333333333,3.02515180716058,1.28237055073072,Antarctica
212,2009.66666666667,3.04863177238044,1.28554937070766,Antarctica
213,2009.75,3.07575587597469,1.28861676244174,Antarctica
214,2009.83333333333,3.10386432240906,1.29156584238693,Antarctica
215,2009.91666666667,3.14154925976636,1.29483404293591,Antarctica
216,2010.0,3.18506013377306,1.29862572522996,Antarctica
217,2010.08333333333,3.23847081845272,1.30314914132741,Antarctica
218,2010.16666666667,3.30030567873003,1.30787547308784,Antarctica
219,2010.25,3.36114266078997,1.31234616253142,Antarctica
220,2010.33333333333,3.41990791862972,1.31639903973372,Antarctica
221,2010.41666666667,3.47157827788397,1.3203665861677,Antarctica
222,2010.5,3.5220061801105,1.32476007495904,Antarctica
223,2010.58333333333,3.57251863643936,1.32965657289127,Antarctica
224,2010.66666666667,3.62479463304242,1.33463418849976,Antarctica
225,2010.75,3.67820835036606,1.33920743976292,Antarctica
226,2010.83333333333,3.73109591542294,1.34337752402666,Antarctica
227,2010.91666666667,3.78021270405261,1.34710298599835,Antarctica
228,2011.0,3.82223451062822,1.3503662879898,Antarctica
229,2011.08333333333,3.86319975912878,1.35359720344888,Antarctica
230,2011.16666666667,3.90790375928,1.35664973923418,Antarctica
231,2011.25,3.95338334747475,1.35965228424111,Antarctica
232,2011.33333333333,3.99866041697903,1.36264268426647,Antarctica
233,2011.41666666667,4.03797376997117,1.36614975341514,Antarctica
234,2011.5,4.06551177509931,1.36973349133943,Antarctica
235,2011.58333333333,4.08653030258072,1.37309493530586,Antarctica
236,2011.66666666667,4.10581019319086,1.37638020619434,Antarctica
237,2011.75,4.12822829572431,1.37988176393884,Antarctica
238,2011.83333333333,4.15913290936475,1.38370062077268,Antarctica
239,2011.91666666667,4.19353934643586,1.38773487601404,Antarctica
240,2012.0,4.23330540569192,1.39183164705124,Antarctica
241,2012.08333333333,4.28453503956147,1.39580123696246,Antarctica
242,2012.16666666667,4.34593413849553,1.39923122179653,Antarctica
243,2012.25,4.40611616901856,1.40307152774853,Antarctica
244,2012.33333333333,4.45899291591511,1.40739744929033,Antarctica
245,2012.41666666667,4.50197330354581,1.41153812006584,Antarctica
246,2012.5,4.53718311164322,1.41536797023222,Antarctica
247,2012.58333333333,4.57748831395603,1.41891679427498,Antarctica
248,2012.66666666667,4.62010419381997,1.42270757999481,Antarctica
249,2012.75,4.66474083315981,1.42657176074166,Antarctica
250,2012.83333333333,4.71400175781197,1.43040219672923,Antarctica
251,2012.91666666667,4.76383451161006,1.43427061988941,Antarctica
252,2013.0,4.81496306882531,1.4381306304004,Antarctica
253,2013.08333333333,4.87199907681814,1.44166757017572,Antarctica
254,2013.16666666667,4.93460457597089,1.44479306458709,Antarctica
255,2013.25,4.99189950418042,1.44779290702853,Antarctica
256,2013.33333333333,5.0452905301937,1.45044186031426,Antarctica
257,2013.41666666667,5.09356792591922,1.45295528338531,Antarctica
258,2013.5,5.13967319584108,1.45542116310418,Antarctica
259,2013.58333333333,5.19425189383642,1.45818782114159,Antarctica
260,2013.66666666667,5.259530570129,1.46107791770765,Antarctica
261,2013.75,5.33661558762306,1.46357845953319,Antarctica
262,2013.83333333333,5.41879088059853,1.46595721766113,Antarctica
263,2013.91666666667,5.49317568108256,1.46864448475233,Antarctica
264,2014.0,5.56427328114864,1.47148329730262,Antarctica
265,2014.08333333333,5.63734561018703,1.47459600624199,Antarctica
266,2014.16666666667,5.70640936412636,1.477722792046,Antarctica
267,2014.25,5.76705170162225,1.48091583197049,Antarctica
268,2014.33333333333,5.82112618852422,1.48408016038241,Antarctica
269,2014.41666666667,5.86935756071636,1.4871027057642,Antarctica
270,2014.5,5.91545162952786,1.49003154164446,Antarctica
271,2014.58333333333,5.96477831207686,1.49307039814048,Antarctica
272,2014.66666666667,6.02031644033022,1.49626972105311,Antarctica
273,2014.75,6.0839216993692,1.4995035228278,Antarctica
274,2014.83333333333,6.15140201385883,1.50267132098762,Antarctica
275,2014.91666666667,6.21720029227753,1.50558210351096,Antarctica
276,2015.0,6.29118237049689,1.50838355678036,Antarctica
277,2015.08333333333,6.36904983804195,1.51105696931581,Antarctica
278,2015.16666666667,6.4519382441777,1.51352715964898,Antarctica
279,2015.25,6.53388145175211,1.51603906284514,Antarctica
280,2015.33333333333,6.6094684508462,1.51893422808826,Antarctica
281,2015.41666666667,6.66952774503622,1.52218124357084,Antarctica
282,2015.5,6.72341289236028,1.52552035682295,Antarctica
283,2015.58333333333,6.77288631370839,1.52894448838128,Antarctica
284,2015.66666666667,6.81921636073706,1.5323648596382,Antarctica
285,2015.75,6.86501650099778,1.53573412629748,Antarctica
286,2015.83333333333,6.914623130259,1.53906753071124,Antarctica
287,2015.91666666667,6.97124932308283,1.54241209046746,Antarctica
288,2016.0,6.99906239792383,1.54775444800764,Antarctica
289,2016.08333333333,6.99008756574086,1.55219511840563,Antarctica
290,2016.16666666667,6.98111273355792,1.55662508777666,Antarctica
291,2016.25,6.97273769447481,1.56099333746773,Antarctica
292,2016.33333333333,6.9643626553917,1.5653512022666,Antarctica
293,2016.41666666667,6.95598761630861,1.56969875023559,Antarctica
294,2016.5,6.9476125772255,1.57403604873139,Antarctica
295,2016.58333333333,6.98721674389217,1.57237356899064,Antarctica
296,2016.66666666667,7.02682091055883,1.57072122465149,Antarctica
297,2016.75,7.0664250772255,1.56907892745677,Antarctica
298,2016.83333333333,7.10602924389217,1.56744659020118,Antarctica
299,2016.91666666667,7.14563341055883,1.56582412671539,Antarctica
300,2017.0,7.1852375772255,1.56421145185036,Antarctica
301,2017.08333333333,7.22484174389217,1.5626084814619,Antarctica
302,2017.16666666667,7.26444591055883,1.56101513239563,Antarctica
303,2017.25,7.3040500772255,1.55943132247213,Antarctica
304,2017.33333333333,7.34365424389217,1.55785697047241,Antarctica
305,2017.41666666667,7.38325841055883,1.55629199612353,Antarctica
