,Year,Sea level contribution (mm),Sea level contribution uncertainty (mm),location
101,1988.41666666667,,,Greenland
102,1988.5,,,Greenland
103,1988.58333333333,,,Greenland
104,1988.66666666667,,,Greenland
105,1988.75,,,Greenland
106,1988.83333333333,,,Greenland
107,1988.91666666667,,,Greenland
108,1989.0,,,Greenland
109,1989.08333333333,,,Greenland
110,1989.16666666667,,,Greenland
111,1989.25,,,Greenland
112,1989.33333333333,,,Greenland
113,1989.41666666667,,,Greenland
114,1989.5,,,Greenland
115,1989.58333333333,,,Greenland
116,1989.66666666667,,,Greenland
117,1989.75,,,Greenland
118,1989.83333333333,,,Greenland
119,1989.91666666667,,,Greenland
120,1990.0,,,Greenland
121,1990.08333333333,,,Greenland
122,1990.16666666667,,,Greenland
123,1990.25,,,Greenland
124,1990.33333333333,,,Greenland
125,1990.41666666667,,,Greenland
126,1990.5,,,Greenland
127,1990.58333333333,,,Greenland
128,1990.66666666667,,,Greenland
129,1990.75,,,Greenland
130,1990.83333333333,,,Greenland
131,1990.91666666667,,,Greenland
132,1991.0,,,Greenland
133,1991.08333333333,,,Greenland
134,1991.16666666667,,,Greenland
135,1991.25,,,Greenland
136,1991.33333333333,,,Greenland
137,1991.41666666667,,,Greenland
138,1991.5,,,Greenland
139,1991.58333333333,,,Greenland
140,1991.66666666667,,,Greenland
141,1991.75,,,Greenland
142,1991.83333333333,,,Greenland
143,1991.91666666667,,,Greenland
144,1992.0,-0.0183333333333333,0.0452257710865207,Greenland
145,1992.08333333333,-0.0366666666666667,0.0639588988393385,Greenland
146,1992.16666666667,-0.055,0.0783333333333334,Greenland
147,1992.25,-0.0733333333333333,0.0904515421730414,Greenland
148,1992.33333333333,-0.0916666666666667,0.101127898484305,Greenland
149,1992.41666666667,-0.11,0.110780062385892,Greenland
150,1992.5,-0.128333333333333,0.119656143146069,Greenland
151,1992.58333333333,-0.146666666666667,0.127917797678677,Greenland
152,1992.66666666667,-0.165,0.135677313259562,Greenland
153,1992.75,-0.183333333333333,0.143016445570793,Greenland
154,1992.83333333333,-0.201666666666667,0.149996913548493,Greenland
155,1992.91666666667,-0.22,0.156666666666667,Greenland
156,1993.0,-0.202523148148148,0.163086094843416,Greenland
157,1993.08333333333,-0.185046296296296,0.169262235061773,Greenland
158,1993.16666666667,-0.167569444444444,0.17522081527301,Greenland
159,1993.25,-0.150092592592593,0.180983325176022,Greenland
160,1993.33333333333,-0.132615740740741,0.186567933682616,Greenland
161,1993.41666666667,-0.115138888888889,0.19199016580396,Greenland
162,1993.5,-0.0976620370370371,0.197263411843817,Greenland
163,1993.58333333333,-0.0801851851851852,0.202399317042066,Greenland
164,1993.66666666667,-0.0627083333333334,0.207408084282956,Greenland
165,1993.75,-0.0452314814814815,0.212298712461374,Greenland
166,1993.83333333333,-0.0277546296296297,0.21707918647256,Greenland
167,1993.91666666667,-0.0102777777777778,0.221756630309941,Greenland
168,1994.0,0.00749999999999995,0.226337431666198,Greenland
169,1994.08333333333,0.0252777777777777,0.230827344264241,Greenland
170,1994.16666666667,0.0430555555555555,0.235231572597969,Greenland
171,1994.25,0.0608333333333333,0.239554842643068,Greenland
172,1994.33333333333,0.0786111111111111,0.24380146127654,Greenland
173,1994.41666666667,0.0963888888888888,0.247975366533467,Greenland
174,1994.5,0.114166666666667,0.252080170370933,Greenland
175,1994.58333333333,0.131944444444444,0.256119195260859,Greenland
176,1994.66666666667,0.149722222222222,0.260095505666479,Greenland
177,1994.75,0.1675,0.264011935250535,Greenland
178,1994.83333333333,0.185277777777778,0.26787111050198,Greenland
179,1994.91666666667,0.203055555555555,0.271675471341075,Greenland
180,1995.0,0.241597222222222,0.275414110202737,Greenland
181,1995.08333333333,0.280138888888889,0.279102673704742,Greenland
182,1995.16666666667,0.318680555555555,0.282743121648443,Greenland
183,1995.25,0.357222222222222,0.286337289240987,Greenland
184,1995.33333333333,0.395763888888889,0.289886897910628,Greenland
185,1995.41666666667,0.434305555555555,0.293393564944116,Greenland
186,1995.5,0.472847222222222,0.296858812099267,Greenland
187,1995.58333333333,0.511388888888889,0.300284073322842,Greenland
188,1995.66666666667,0.549930555555556,0.303670701684783,Greenland
189,1995.75,0.588472222222222,0.307019975623898,Greenland
190,1995.83333333333,0.627013888888889,0.31033310458678,Greenland
191,1995.91666666667,0.656773203926818,0.316401631291545,Greenland
192,1996.0,0.641323791855671,0.322350314777639,Greenland
193,1996.08333333333,0.625874379784525,0.328191192128209,Greenland
194,1996.16666666667,0.610424967713378,0.333929920408201,Greenland
195,1996.25,0.594975555642231,0.339571678585125,Greenland
196,1996.33333333333,0.579526143571084,0.345121222254459,Greenland
197,1996.41666666667,0.564076731499937,0.350582930565228,Greenland
198,1996.5,0.5305618654876,0.355877291318704,Greenland
199,1996.58333333333,0.497046999475263,0.361094034496516,Greenland
200,1996.66666666667,0.463532133462925,0.366236476912943,Greenland
201,1996.75,0.430017267450588,0.371307705675816,Greenland
202,1996.83333333333,0.396502401438251,0.37631059985984,Greenland
203,1996.91666666667,0.362987535425913,0.381247849619517,Greenland
204,1997.0,0.349664559485013,0.386126665021116,Greenland
205,1997.08333333333,0.336341583544112,0.390944599708389,Greenland
206,1997.16666666667,0.323018607603212,0.39570387746644,Greenland
207,1997.25,0.309695631662312,0.400406589909305,Greenland
208,1997.33333333333,0.296372655721411,0.405054707223137,Greenland
209,1997.41666666667,0.283049679780511,0.409650087812079,Greenland
210,1997.5,0.280740369148875,0.414412156795127,Greenland
211,1997.58333333333,0.278431058517239,0.419120122345292,Greenland
212,1997.66666666667,0.276121747885604,0.423775787663567,Greenland
213,1997.75,0.273812437253968,0.42838085795822,Greenland
214,1997.83333333333,0.271503126622333,0.432936947742006,Greenland
215,1997.91666666667,0.269193815990697,0.437445587445237,Greenland
216,1998.0,0.298897446305292,0.441908229421509,Greenland
217,1998.08333333333,0.328601076619886,0.4463262534129,Greenland
218,1998.16666666667,0.358304706934481,0.450700971532945,Greenland
219,1998.25,0.388008337249076,0.455033632818372,Greenland
220,1998.33333333333,0.41771196756367,0.459325427394379,Greenland
221,1998.41666666667,0.447415597878265,0.463577490292802,Greenland
222,1998.5,0.486501554864476,0.468194849588363,Greenland
223,1998.58333333333,0.525587511850687,0.472767114820783,Greenland
224,1998.66666666667,0.564673468836898,0.477295581931013,Greenland
225,1998.75,0.603759425823109,0.481781485951631,Greenland
226,1998.83333333333,0.64284538280932,0.486226004940766,Greenland
227,1998.91666666667,0.681931339795531,0.490630263595261,Greenland
228,1999.0,0.693692068778482,0.494999003017868,Greenland
229,1999.08333333333,0.705452797761434,0.49932952087956,Greenland
230,1999.16666666667,0.717213526744385,0.503622803152258,Greenland
231,1999.25,0.728974255727336,0.507879794132495,Greenland
232,1999.33333333333,0.740734984710288,0.512101398866663,Greenland
233,1999.41666666667,0.752495713693239,0.516288485397768,Greenland
234,1999.5,0.753753765223029,0.519962293242532,Greenland
235,1999.58333333333,0.75501181675282,0.523610325178701,Greenland
236,1999.66666666667,0.756269868282611,0.527233116252627,Greenland
237,1999.75,0.757527919812401,0.530831183252424,Greenland
238,1999.83333333333,0.758785971342192,0.534405025568511,Greenland
239,1999.91666666667,0.760044022871982,0.537955126002711,Greenland
240,2000.0,0.764130692261961,0.541485309145665,Greenland
241,2000.08333333333,0.768217361651939,0.54499262604971,Greenland
242,2000.16666666667,0.772304031041917,0.548477515379202,Greenland
243,2000.25,0.776390700431895,0.551940401949818,Greenland
244,2000.33333333333,0.780477369821873,0.555381697333024,Greenland
245,2000.41666666667,0.784564039211852,0.558801800427033,Greenland
246,2000.5,0.796266141051568,0.562363197813605,Greenland
247,2000.58333333333,0.807968242891285,0.565902182669226,Greenland
248,2000.66666666667,0.819670344731001,0.569419172880967,Greenland
249,2000.75,0.831372446570718,0.572914573509083,Greenland
250,2000.83333333333,0.843074548410434,0.576388777331538,Greenland
251,2000.91666666667,0.854776650250151,0.579842165359156,Greenland
252,2001.0,0.867192806563945,0.58326887871422,Greenland
253,2001.08333333333,0.879608962877739,0.586675577320798,Greenland
254,2001.16666666667,0.892025119191533,0.590062607841608,Greenland
255,2001.25,0.904441275505328,0.593430307046234,Greenland
256,2001.33333333333,0.916857431819122,0.596779002201934,Greenland
257,2001.41666666667,0.929273588132916,0.600109011444824,Greenland
258,2001.5,0.936806761069632,0.603420644132625,Greenland
259,2001.58333333333,0.944339934006348,0.606714201180078,Greenland
260,2001.66666666667,0.951873106943064,0.609989975378062,Greenland
261,2001.75,0.95940627987978,0.613248251697367,Greenland
262,2001.83333333333,0.966939452816497,0.616489307578018,Greenland
263,2001.91666666667,0.974472625753213,0.619713413204985,Greenland
264,2002.0,1.00083052893198,0.622920831771037,Greenland
265,2002.08333333333,1.02718843211075,0.62611181972749,Greenland
266,2002.16666666667,1.05354633528952,0.629286627023503,Greenland
267,2002.25,1.07990423846829,0.632445497334565,Greenland
268,2002.33333333333,1.10626214164706,0.635588668280763,Greenland
269,2002.41666666667,1.13262004482583,0.638716371635377,Greenland
270,2002.5,1.16676093287297,0.642126308437564,Greenland
271,2002.58333333333,1.19465028768575,0.644487141906932,Greenland
272,2002.66666666667,1.22253964249853,0.646839358866697,Greenland
273,2002.75,1.25042899731131,0.649183052978735,Greenland
274,2002.83333333333,1.27831835212409,0.651518316220276,Greenland
275,2002.91666666667,1.30620770693687,0.653845238926014,Greenland
276,2003.0,1.34170414857676,0.655625175852346,Greenland
277,2003.08333333333,1.37720059021664,0.657400293547716,Greenland
278,2003.16666666667,1.41269703185652,0.659170630946059,Greenland
279,2003.25,1.44908298375558,0.660896420779372,Greenland
280,2003.33333333333,1.48546893565464,0.662617715803118,Greenland
281,2003.41666666667,1.5218548875537,0.664334550955541,Greenland
282,2003.5,1.55853114392577,0.66621910211648,Greenland
283,2003.58333333333,1.59520740029785,0.668098337414843,Greenland
284,2003.66666666667,1.63756786997826,0.670307000415559,Greenland
285,2003.75,1.67992833965868,0.67250840972863,Greenland
286,2003.83333333333,1.72228880933909,0.674702636355719,Greenland
287,2003.91666666667,1.76464927901951,0.676889750147676,Greenland
288,2004.0,1.80726468090706,0.679063941120011,Greenland
289,2004.08333333333,1.84988008279462,0.681231193064367,Greenland
290,2004.16666666667,1.89249548468217,0.683391571998339,Greenland
291,2004.25,1.93511088656973,0.685545142899298,Greenland
292,2004.33333333333,1.97772628845728,0.687691969727202,Greenland
293,2004.41666666667,2.02034169034484,0.68983211544675,Greenland
294,2004.5,2.06328944682126,0.691753200012971,Greenland
295,2004.58333333333,2.10623720329768,0.693668964243488,Greenland
296,2004.66666666667,2.14918495977411,0.695579452098092,Greenland
297,2004.75,2.19213271625053,0.697484706934517,Greenland
298,2004.83333333333,2.23508047272695,0.699384771519925,Greenland
299,2004.91666666667,2.27802822920338,0.7012796880421,Greenland
300,2005.0,2.32057187483464,0.703153853985836,Greenland
301,2005.08333333333,2.36311552046591,0.705023037843333,Greenland
302,2005.16666666667,2.40565916609718,0.706887279136178,Greenland
303,2005.25,2.44820281172845,0.708746616866181,Greenland
304,2005.33333333333,2.49074645735971,0.710601089524894,Greenland
305,2005.41666666667,2.53329010299098,0.712450735102908,Greenland
306,2005.5,2.57616411317995,0.714371728392304,Greenland
307,2005.58333333333,2.61903812336893,0.716287569837521,Greenland
308,2005.66666666667,2.6619121335579,0.718198300667215,Greenland
309,2005.75,2.70478614374687,0.720103961563057,Greenland
310,2005.83333333333,2.74766015393584,0.722004592669841,Greenland
311,2005.91666666667,2.79053416412482,0.723900233605348,Greenland
312,2006.0,2.83943191521232,0.725800131911804,Greenland
313,2006.08333333333,2.88832966629982,0.727695069897075,Greenland
314,2006.16666666667,2.93722741738732,0.729585086211214,Greenland
315,2006.25,2.98612516847482,0.731470219004944,Greenland
316,2006.33333333333,3.03502291956232,0.733350505938638,Greenland
317,2006.41666666667,3.08392067064983,0.735225984191101,Greenland
318,2006.5,3.13600476770996,0.736966481171765,Greenland
319,2006.58333333333,3.18808886477009,0.738702877286677,Greenland
320,2006.66666666667,3.24017296183022,0.740435201386682,Greenland
321,2006.75,3.29225705889036,0.742163481985914,Greenland
322,2006.83333333333,3.34434115595049,0.743887747267273,Greenland
323,2006.91666666667,3.39642525301063,0.745608025087779,Greenland
324,2007.0,3.45167623443656,0.747304113943048,Greenland
325,2007.08333333333,3.50692721586249,0.74899636204531,Greenland
326,2007.16666666667,3.56217819728842,0.750684795368878,Greenland
327,2007.25,3.61742917871435,0.752369439596611,Greenland
328,2007.33333333333,3.67268016014028,0.754050320124475,Greenland
329,2007.41666666667,3.72793114156621,0.755727462066007,Greenland
330,2007.5,3.78327041641317,0.757572361048227,Greenland
331,2007.58333333333,3.83860969126012,0.759412778090836,Greenland
332,2007.66666666667,3.89394896610707,0.761248745700837,Greenland
333,2007.75,3.94928824095402,0.763080295994172,Greenland
334,2007.83333333333,4.00462751580097,0.76490746070228,Greenland
335,2007.91666666667,4.05911716710022,0.766426999342571,Greenland
336,2008.0,4.11189601031486,0.767942217137031,Greenland
337,2008.08333333333,4.16467485352949,0.769454451154466,Greenland
338,2008.16666666667,4.21745369674413,0.770963718952781,Greenland
339,2008.25,4.27023253995877,0.772470037918354,Greenland
340,2008.33333333333,4.3230113831734,0.773973425268378,Greenland
341,2008.41666666667,4.37579022638804,0.77547389805315,Greenland
342,2008.5,4.4276302553442,0.777022889767145,Greenland
343,2008.58333333333,4.47947028430036,0.778568799710355,Greenland
344,2008.66666666667,4.53131031325652,0.780111646203773,Greenland
345,2008.75,4.58315034221268,0.78165144738758,Greenland
346,2008.83333333333,4.63499037116884,0.783188221223632,Greenland
347,2008.91666666667,4.686830400125,0.784721985497905,Greenland
348,2009.0,4.74249206797331,0.786270021896226,Greenland
349,2009.08333333333,4.79815373582163,0.787815016448411,Greenland
350,2009.16666666667,4.85381540366995,0.789356987015714,Greenland
351,2009.25,4.90947707151827,0.790895951285278,Greenland
352,2009.33333333333,4.96513873936659,0.792431926772491,Greenland
353,2009.41666666667,5.0208004072149,0.79396493082332,Greenland
354,2009.5,5.07739916059784,0.795338004493948,Greenland
355,2009.58333333333,5.13399791398079,0.79670871176833,Greenland
356,2009.66666666667,5.19059666736372,0.79807706483941,Greenland
357,2009.75,5.24757499233561,0.79949710948452,Greenland
358,2009.83333333333,5.3045533173075,0.80091463635366,Greenland
359,2009.91666666667,5.35971714667681,0.802006271837439,Greenland
360,2010.0,5.42319325662688,0.803126116573278,Greenland
361,2010.08333333333,5.49816939107453,0.804446099461162,Greenland
362,2010.16666666667,5.57314552552219,0.805763919988032,Greenland
363,2010.25,5.64812165996984,0.807079588746167,Greenland
364,2010.33333333333,5.72309779441749,0.80839311624165,Greenland
365,2010.41666666667,5.79807392886514,0.809704512895345,Greenland
366,2010.5,5.87455541807657,0.811291235562144,Greenland
367,2010.58333333333,5.95103690728799,0.812874860969886,Greenland
368,2010.66666666667,6.02751839649941,0.814455407185484,Greenland
369,2010.75,6.10399988571084,0.816032892100884,Greenland
370,2010.83333333333,6.18048137492226,0.81760733343543,Greenland
371,2010.91666666667,6.25696286413368,0.819178748738184,Greenland
372,2011.0,6.33711878531481,0.820939831249202,Greenland
373,2011.08333333333,6.41727470649594,0.822697143959234,Greenland
374,2011.16666666667,6.49743062767707,0.824450710974217,Greenland
375,2011.25,6.57758654885819,0.826200556144271,Greenland
376,2011.33333333333,6.65774247003932,0.827946703067483,Greenland
377,2011.41666666667,6.73789839122045,0.829689175093617,Greenland
378,2011.5,6.81731660003585,0.831299798839468,Greenland
379,2011.58333333333,6.89673480885125,0.832907308068284,Greenland
380,2011.66666666667,6.97615301766665,0.834511720778426,Greenland
381,2011.75,7.05557122648205,0.836113054795572,Greenland
382,2011.83333333333,7.13498943529745,0.837711327775027,Greenland
383,2011.91666666667,7.21440764411285,0.839306557203989,Greenland
384,2012.0,7.29106037116611,0.841020489524544,Greenland
385,2012.08333333333,7.36771309821937,0.842730936084937,Greenland
386,2012.16666666667,7.44436582527264,0.844437918066855,Greenland
387,2012.25,7.5210185523259,0.846141456438328,Greenland
388,2012.33333333333,7.59767127937916,0.847841571956734,Greenland
389,2012.41666666667,7.67432400643242,0.849538285171749,Greenland
390,2012.5,7.75197011194147,0.851550148459934,Greenland
391,2012.58333333333,7.82961621745052,0.85355726973163,Greenland
392,2012.66666666667,7.90726232295957,0.855559682360789,Greenland
393,2012.75,7.98490842846861,0.857557419331716,Greenland
394,2012.83333333333,8.06255453397766,0.859550513245412,Greenland
395,2012.91666666667,8.14020063948671,0.861538996325779,Greenland
396,2013.0,8.19394682986333,0.863377318474951,Greenland
397,2013.08333333333,8.24769302023994,0.865211734735471,Greenland
398,2013.16666666667,8.30143921061655,0.867042269898607,Greenland
399,2013.25,8.35518540099317,0.868868948494476,Greenland
400,2013.33333333333,8.40893159136978,0.870691794795876,Greenland
401,2013.41666666667,8.46267778174639,0.872510832822051,Greenland
402,2013.5,8.5107234930867,0.873921507191605,Greenland
403,2013.58333333333,8.55876920442701,0.875329908133078,Greenland
404,2013.66666666667,8.60681491576732,0.876736046602671,Greenland
405,2013.75,8.65486062710763,0.878139933468863,Greenland
406,2013.83333333333,8.70290633844794,0.879541579513394,Greenland
407,2013.91666666667,8.75095204978824,0.880940995432233,Greenland
408,2014.0,8.79942712385883,0.88230697786032,Greenland
409,2014.08333333333,8.84956554042267,0.883353737212723,Greenland
410,2014.16666666667,8.89970395698651,0.884399257640098,Greenland
411,2014.25,8.94984237355035,0.885443543531167,Greenland
412,2014.33333333333,8.9999807901142,0.8864865992488,Greenland
413,2014.41666666667,9.05011920667804,0.887528429130232,Greenland
414,2014.5,9.10025762324188,0.888569037487268,Greenland
415,2014.58333333333,9.15039603980573,0.889608428606498,Greenland
416,2014.66666666667,9.20053445636957,0.890646606749499,Greenland
417,2014.75,9.25067287293341,0.891683576153037,Greenland
418,2014.83333333333,9.30081128949725,0.892719341029274,Greenland
419,2014.91666666667,9.3509497060611,0.893753905565965,Greenland
420,2015.0,9.40288876579107,0.894819650622475,Greenland
421,2015.08333333333,9.45394027371421,0.895854875461007,Greenland
422,2015.16666666667,9.50499178163735,0.896888905402661,Greenland
423,2015.25,9.55024682054086,0.898123670786784,Greenland
424,2015.33333333333,9.59584999188377,0.899380373687472,Greenland
425,2015.41666666667,9.64145316322667,0.900635323047518,Greenland
426,2015.5,9.6872820875367,0.901915620050297,Greenland
427,2015.58333333333,9.73311101184674,0.90319410220645,Greenland
428,2015.66666666667,9.77893993615677,0.904470777211912,Greenland
429,2015.75,9.8247688604668,0.905745652708377,Greenland
430,2015.83333333333,9.87059778477684,0.907018736283837,Greenland
431,2015.91666666667,9.91642670908687,0.908290035473104,Greenland
432,2016.0,9.96997726562606,0.909667634210928,Greenland
433,2016.08333333333,10.0235278221652,0.91104314986837,Greenland
434,2016.16666666667,10.0770783787044,0.912416591866486,Greenland
435,2016.25,10.1306289352436,0.913787969555536,Greenland
436,2016.33333333333,10.1841794917828,0.915157292215717,Greenland
437,2016.41666666667,10.237730048322,0.916524569057904,Greenland
438,2016.5,10.2912806048612,0.91788980922437,Greenland
439,2016.58333333333,10.353642511574,0.919399613020805,Greenland
440,2016.66666666667,10.4160044182869,0.92090694153517,Greenland
441,2016.75,10.4783663249998,0.922411806902164,Greenland
442,2016.83333333333,10.5407282317127,0.923914221157663,Greenland
443,2016.91666666667,10.6030901384256,0.925414196239838,Greenland
444,2017.0,10.6226695337789,0.927392211968725,Greenland
445,2017.08333333333,10.6422489291321,0.929366017798298,Greenland
446,2017.16666666667,10.6618283244854,0.931335640495028,Greenland
447,2017.25,10.6814077198387,0.933301106542955,Greenland
448,2017.33333333333,10.7009871151919,0.93526244214783,Greenland
449,2017.41666666667,10.7205665105452,0.937219673241201,Greenland
450,2017.5,10.7401459058985,0.939172825484406,Greenland
451,2017.58333333333,10.7597253012517,0.941121924272505,Greenland
452,2017.66666666667,10.779304696605,0.943066994738127,Greenland
453,2017.75,10.7988840919583,0.945008061755254,Greenland
454,2017.83333333333,10.8184634873115,0.946945149942931,Greenland
455,2017.91666666667,10.8380428826648,0.948878283668912,Greenland
456,2018.0,10.8555068602231,0.950357181328253,Greenland
457,2018.08333333333,10.8887938972601,0.951447979502238,Greenland
458,2018.16666666667,10.9220809342972,0.952537528549715,Greenland
459,2018.25,10.9553679713342,0.953625832752189,Greenland
460,2018.33333333333,10.9886550083712,0.954712896366763,Greenland
461,2018.41666666667,11.0219420454083,0.95579872362633,Greenland
462,2018.5,11.0552290824453,0.956883318739766,Greenland
463,2018.58333333333,11.0885161194823,0.957966685892123,Greenland
464,2018.66666666667,11.1218031565194,0.959048829244812,Greenland
465,2018.75,11.1550901935564,0.960129752935796,Greenland
466,2018.83333333333,11.1883772305935,0.96120946107977,Greenland
467,2018.91666666667,11.2216642676305,0.962287957768343,Greenland
0,1992.0,-0.0122453703703704,0.0200589088711944,Antarctica
1,1992.08333333333,-0.0318750123147119,0.138972197237274,Antarctica
2,1992.16666666667,-0.0545833333333333,0.147402274594206,Antarctica
3,1992.25,-0.0294300575597958,0.163952796133517,Antarctica
4,1992.33333333333,-0.0262797363342986,0.180589936156383,Antarctica
5,1992.41666666667,-0.0209998025160667,0.19605180884051,Antarctica
6,1992.5,-0.0203726379571651,0.210488928383867,Antarctica
7,1992.58333333333,-0.0251621476111635,0.224055740965959,Antarctica
8,1992.66666666667,-0.0318382162467692,0.236881149921362,Antarctica
9,1992.75,-0.0362804961323122,0.249068789715059,Antarctica
10,1992.83333333333,-0.0336950717832667,0.261244068755116,Antarctica
11,1992.91666666667,-0.0372716002144053,0.273839655732989,Antarctica
12,1993.0,-0.0455001231854658,0.286456802885425,Antarctica
13,1993.08333333333,-0.057042699916212,0.298576158765494,Antarctica
14,1993.16666666667,-0.0658885152438981,0.30976340202415,Antarctica
15,1993.25,-0.0733043473138536,0.320228978103228,Antarctica
16,1993.33333333333,-0.0742463747948072,0.330094399952058,Antarctica
17,1993.41666666667,-0.0618832265843003,0.339813710878414,Antarctica
18,1993.5,-0.0447119384652789,0.349698558140047,Antarctica
19,1993.58333333333,-0.0209654595680486,0.359646333787544,Antarctica
20,1993.66666666667,0.00489050267500731,0.368949999696481,Antarctica
21,1993.75,0.036547579165635,0.377309211016522,Antarctica
22,1993.83333333333,0.0647165953910811,0.385139526278886,Antarctica
23,1993.91666666667,0.0897801023052853,0.392753266285822,Antarctica
24,1994.0,0.116723789487497,0.400337343216542,Antarctica
25,1994.08333333333,0.149972039127186,0.407843665867019,Antarctica
26,1994.16666666667,0.178184420494956,0.415285966399397,Antarctica
27,1994.25,0.20733584131938,0.422436576999503,Antarctica
28,1994.33333333333,0.234560139135809,0.429148498595839,Antarctica
29,1994.41666666667,0.26046275671518,0.435477826952333,Antarctica
30,1994.5,0.288088890472053,0.442227055097639,Antarctica
31,1994.58333333333,0.317061298207378,0.449298993434461,Antarctica
32,1994.66666666667,0.345917748321983,0.456264055476458,Antarctica
33,1994.75,0.379527182189747,0.463036308172053,Antarctica
34,1994.83333333333,0.4126834585087,0.469641237160272,Antarctica
35,1994.91666666667,0.445470326259331,0.476169289809128,Antarctica
36,1995.0,0.475174692237103,0.482731528754422,Antarctica
37,1995.08333333333,0.499515611181367,0.489367403671489,Antarctica
38,1995.16666666667,0.512326966654061,0.496423557130117,Antarctica
39,1995.25,0.523018702344664,0.503411059302036,Antarctica
40,1995.33333333333,0.526654406124994,0.50988185207273,Antarctica
41,1995.41666666667,0.52763034923595,0.515693813849544,Antarctica
42,1995.5,0.530304872198653,0.521864418424075,Antarctica
43,1995.58333333333,0.537155850806883,0.52863849282033,Antarctica
44,1995.66666666667,0.5421750679434,0.535424044555542,Antarctica
45,1995.75,0.547613099168575,0.542009112438931,Antarctica
46,1995.83333333333,0.558665129648247,0.548289760382886,Antarctica
47,1995.91666666667,0.568395962217286,0.554375271092783,Antarctica
48,1996.0,0.578410025364664,0.560374352713392,Antarctica
49,1996.08333333333,0.587724059529419,0.566353863928964,Antarctica
50,1996.16666666667,0.596782914900964,0.572528671076467,Antarctica
51,1996.25,0.599946713356847,0.578647510873486,Antarctica
52,1996.33333333333,0.599422759102811,0.5842711361478,Antarctica
53,1996.41666666667,0.596591883770953,0.589298727889775,Antarctica
54,1996.5,0.595167914053214,0.594647386192883,Antarctica
55,1996.58333333333,0.593160761052178,0.600352939723605,Antarctica
56,1996.66666666667,0.593766035575636,0.606319364389997,Antarctica
57,1996.75,0.607131481035686,0.612085531143333,Antarctica
58,1996.83333333333,0.62391462068622,0.61752435841382,Antarctica
