# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# surge -> sea surface height correction due to air pressure and wind [m]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
# predicted_linear_without_wind -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and mean nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
# predicted_broken_linear -> fitted sea surface height based on broken linear model [mm relative to NAP(2005)] 
# predicted_broken_linear_ci_025 -> fitted sea surface height based on broken linear model, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_broken_linear_ci_975']  -> fitted sea surface height based on broken linear model, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_broken_linear_pi_025']  -> fitted sea surface height based on broken linear model, 2.5% prediction interval [mm relative to NAP(2005)] 
# predicted_broken_linear_pi_975']  -> fitted sea surface height based on broken linear model, 97.5% prediction interval [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide_linear  -> fitted nodal tide based on linear model  [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide_broken_linear  -> fitted nodal tide based on broken linear model with wind [mm relative to NAP(2005)]
t,year,height,u2,v2,surge_mm,station,height - surge,height - surge anomaly,predicted_linear_with_wind,predicted_linear_without_wind,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,predicted_broken_linear,predicted_broken_linear_ci_025,predicted_broken_linear_ci_975,predicted_broken_linear_pi_025,predicted_broken_linear_pi_975,sea_surface_height_due_to_tide_linear,sea_surface_height_due_to_tide_broken_linear,date
1936-01-01,1936.0,-68.2,6.343871,2.392497,44.512700279247234,10001,-112.71270027924723,-68.2,-107.55339683429732,-107.81464926840039,-98.0310762209187,-104.428995484451,-91.63315695738642,-141.6169442087756,-54.44520823306181,-107.70906085785735,-116.12435203728307,-99.29376967843163,-147.17689576659288,-68.24122594912183,-8.758906328622476,-7.870954466492007,1936-01-01
1937-01-01,1937.0,-79.4,6.343871,2.392497,44.512700279247234,10001,-123.91270027924725,-79.4,-108.14176693934805,-108.40387995788707,-96.16601555056998,-102.4758294221593,-89.85620167898067,-139.73903780570294,-52.592993295437026,-108.49357828592169,-116.99982875321936,-99.98732781862401,-147.98090744048827,-69.0062491313551,-11.266694290788061,-10.432889767763516,1937-01-01
1938-01-01,1938.0,-72.4,6.343871,2.392497,44.512700279247234,10001,-116.91270027924725,-72.4,-107.37837041135363,-107.72137905303899,-94.30095488022128,-100.52407991707574,-88.07782984336683,-137.86150816615344,-50.74040159428912,-108.10048006245235,-116.66385359255867,-99.53710653234603,-147.60015389610328,-68.60080622880142,-12.502750658618856,-11.817209417501354,1938-01-01
1939-01-01,1939.0,-102.6,6.343871,2.392497,44.512700279247234,10001,-147.11270027924724,-102.6,-105.13885657033485,-105.62762630996039,-92.43589420987259,-98.57380698974731,-86.29798142999786,-135.98435561375643,-48.887432805988745,-106.37351067986278,-114.9354275459363,-97.81159381378924,-145.8728687400925,-66.87415261963304,-12.327555188219163,-11.867657908118943,1939-01-01
1940-01-01,1940.0,-98.0,6.343871,2.392497,44.512700279247234,10001,-142.51270027924724,-98.0,-101.46549193346603,-102.14239697142804,-90.57083353952386,-96.62507298813959,-84.51659409090813,-134.10758046270803,-47.0340866163397,-103.30697574920893,-111.79855714533777,-94.8153943530801,-142.79114753178231,-63.822803966635554,-10.760883122365723,-10.578540850672283,1940-01-01
1941-01-01,1941.0,-130.2,6.343871,2.392497,44.512700279247234,10001,-174.71270027924723,-130.2,-96.56238936890806,-97.44252963026119,-88.70577286917516,-94.67794259615052,-82.73360314219981,-132.23118301773104,-45.18036272061927,-99.04638475609845,-107.40683552178179,-90.68593399041511,-138.5025630271132,-59.590206485083684,-7.979573053877781,-8.095367730768988,1941-01-01
1942-01-01,1942.0,-115.8,6.343871,2.392497,44.512700279247234,10001,-160.31270027924722,-115.8,-90.77246879283699,-91.84196551859476,-86.84071219882644,-92.73248282684884,-80.94894157080404,-130.35516357403554,-43.326260823617325,-93.87202663260662,-102.06520625281584,-85.6788470123974,-133.29310042617158,-54.45095283904166,-4.297566214890243,-4.698427480484341,1942-01-01
1943-01-01,1943.0,-69.2,6.343871,2.392497,44.512700279247234,10001,-113.71270027924723,-69.2,-84.53874997810017,-85.75631229443772,-84.97565152847774,-90.78876299803127,-79.16254005892421,-128.47952241728103,-41.471780639674456,-88.16733205758725,-96.19073370034945,-80.14393041482504,-127.5534697289782,-48.78119438619629,-0.13047026341209067,-0.7711507786721206,1943-01-01
1944-01-01,1944.0,-63.4,6.343871,2.392497,44.512700279247234,10001,-107.91270027924723,-63.4,-78.35434656066526,-79.6559321990423,-83.11059085812902,-88.84685468752903,-77.374327028729,-126.60425982353931,-39.61692189271873,-82.37559360049188,-90.25759356224205,-74.49359363874171,-121.73316962018232,-43.01801758080144,4.051352559304416,3.2431698052160542,1944-01-01
1945-01-01,1945.0,-73.6,6.343871,2.392497,44.512700279247234,10001,-118.11270027924724,-73.6,-72.70680568581346,-74.01284977379571,-81.24553018778032,-86.9068316655601,-75.58422871000053,-124.7293760592591,-37.76168431630153,-76.9499289358183,-84.73531031036785,-69.16454756126876,-116.28826939262794,-37.611588479008674,7.775877711872113,6.891416596682449,1945-01-01
1946-01-01,1946.0,-81.2,6.343871,2.392497,44.512700279247234,10001,-125.71270027924723,-81.2,-68.02307597368669,-69.24747194447102,-79.3804695174316,-84.96876980132303,-73.79216923354018,-122.85487138123132,-35.906067653631894,-72.30213504579511,-80.03164385522992,-64.5726262363603,-111.62945599680592,-32.974814094784314,10.622698268517917,9.76179261349846,1946-01-01
1947-01-01,1947.0,-133.8,6.343871,2.392497,44.512700279247234,10001,-178.31270027924725,-133.8,-64.62131556205681,-65.68113445976674,-77.5154088470829,-83.03274694098026,-71.99807075318553,-120.98074603655587,-34.05007165760993,-68.75620650895544,-76.44955043116417,-61.06286258674671,-108.07643549422545,-29.43597752368543,12.270478480543293,11.530303277130963,1947-01-01
1948-01-01,1948.0,-65.2,4.387522,5.4108086,44.512700279247234,10001,-109.71270027924723,-65.2,-78.25162979189517,-63.49983101952667,-75.65034817673418,-81.09884275419334,-70.20185359927503,-119.10700026260952,-32.19369609085885,-66.51176451211876,-74.16170050700454,-58.86182851723298,-105.82352340783,-27.200005616407523,12.533224648104461,11.997327400760463,1948-01-01
1949-01-01,1949.0,-53.2,8.470212,1.8927959,44.512700279247234,10001,-97.71270027924723,-53.2,-46.525410243117456,-62.73321917848281,-73.78528750638547,-79.16713854646761,-68.40343646630333,-117.23363428701504,-30.336940725755902,-65.6215245473369,-73.20082660026829,-58.04222249440552,-104.91959939023795,-26.323449704435852,11.381279216469416,11.110149492335161,1949-01-01
1950-01-01,1950.0,-47.6,5.701431,2.4221733,44.512700279247234,10001,-92.11270027924724,-47.6,-67.69868847996422,-63.25127274061443,-71.92022683603678,-77.23771703475508,-66.60273663731847,-115.36064832761161,-28.479805344461944,-65.98534613446361,-73.46278785049006,-58.50790441843717,-105.26390264263046,-26.706789626296775,8.9446683816589,8.968910032001281,1950-01-01
1951-01-01,1951.0,-60.8,3.2752788,4.516599,49.47566954444528,10001,-110.27566954444528,-65.76296926519805,-88.09890605792387,-64.77895850614253,-70.05516616568806,-75.31066208406703,-64.7996702473091,-113.48804259242624,-26.62228973894989,-67.36153620874879,-74.72000512902196,-60.00306728847561,-106.61761766881442,-28.105454748683158,5.4984253434518955,5.815302084508918,1951-01-01
1952-01-01,1952.0,-41.4,5.917683,-0.6884091,56.66853834129354,10001,-98.06853834129353,-53.555838062046305,-68.96640738172056,-66.92728072881461,-68.19010549533935,-73.38605840327948,-62.99415258739923,-111.61581727964685,-24.764393711031865,-69.39413030009491,-76.64342291769029,-62.144837682499535,-108.62989345317001,-30.158367147019824,1.431545848100924,2.005290119955609,1952-01-01
1953-01-01,1953.0,-82.4,5.0347652,1.0267215,15.5784172173238,10001,-97.97841721732381,-53.46571693807657,-78.67907874080979,-69.23718913078481,-66.32504482499064,-71.46399119888534,-61.186098451095944,-109.74397257759614,-22.906117072385136,-71.6530721324497,-78.83147999194516,-64.47466427295423,-110.87580031581231,-32.430343949087074,-2.796919826548188,-2.031069585606341,1953-01-01
1954-01-01,1954.0,-50.8,10.093402,3.14278,68.50306398790224,10001,-119.30306398790223,-74.79036370865501,-45.036115515829664,-71.23139434436277,-64.45998415464192,-69.54454578616928,-59.37542252311455,-107.87250866470711,-21.04745964457672,-73.68275635865642,-80.84584447278088,-66.51966824453196,-112.90268366709739,-34.462829050215454,-6.709682312805047,-5.838171685020244,1954-01-01
1955-01-01,1955.0,-44.4,4.944992,-1.8953387,51.5616427466579,10001,-95.9616427466579,-51.44894246741067,-81.4244731328342,-72.46824209665593,-62.59492348429321,-67.6278071581561,-57.56203981043031,-106.00142570949959,-19.18842125908683,-75.05345515458822,-82.25489760740192,-67.85201270177453,-114.28040558601828,-35.82650472315817,-9.865087337777084,-8.986288354159226,1955-01-01
1956-01-01,1956.0,-104.6,3.6171985,0.18946528,30.53416661152234,10001,-135.13416661152235,-90.6214663322751,-92.10319322915979,-72.5915650718917,-60.7298628139445,-65.71385951370983,-55.745866114179165,-104.13072387055814,-17.32900175733085,-75.409823879886,-82.68393330516584,-68.13571445460617,-114.65017982475005,-36.169467935021956,-11.906967585691767,-11.120074952664181,1956-01-01
1957-01-01,1957.0,-69.0,4.207589,0.55456275,44.25011948121018,10001,-113.25011948121018,-68.73741920196295,-86.6527098760281,-71.37088540707848,-58.86480214359579,-63.80278574732601,-53.926818539865565,-102.26040329651127,-15.469200990680307,-74.51101071387814,-81.86548438984329,-67.15653703791298,-113.76634347006741,-35.25567795768886,-12.604845193557427,-11.998679659863491,1957-01-01
1958-01-01,1958.0,-54.8,4.355206,0.36970612,50.244994088815965,10001,-105.04499408881597,-60.53229380956873,-82.68822977737415,-68.72742995190298,-56.99974147324708,-61.89466690444069,-52.104816042053464,-100.39046412601189,-13.60901882048227,-72.25784287915198,-79.6791551410484,-64.83653061725556,-111.52575270940977,-32.98993304889419,-11.879947011060837,-11.52292969834451,1958-01-01
1959-01-01,1959.0,-99.2,1.0946395,2.77509,3.68467322640018,10001,-102.88467322640018,-58.37197294715295,-103.27580160069263,-64.74302181237695,-55.13468080289838,-59.98958160744466,-50.2797799983521,-98.52090648771907,-11.748455118077686,-68.70402079940341,-76.17164826686796,-61.23639333193885,-107.98071015506974,-29.427331443737067,-9.814096144213703,-9.746525491803114,1959-01-01
1960-01-01,1960.0,-62.8,0.7090475,1.9344361,41.95229312980066,10001,-104.75229312980065,-60.23959285055342,-100.4008248381654,-59.650844542500025,-53.26962013254967,-58.08760545899296,-48.45163480610638,-96.65173050028113,-9.887509764818205,-64.05005664754326,-71.55239238350813,-56.54772091157838,-103.33335982133222,-24.766753473754292,-6.640476147015681,-6.869979213150138,1960-01-01
1961-01-01,1961.0,-1.8,5.7542934,1.3151058,67.35112569562777,10001,-69.15112569562777,-24.63842541638054,-57.464101545280656,-53.80912147865484,-51.40455946220096,-56.18881043058278,-46.62030849381914,-94.78293627232,-8.026182652081914,-58.620641472313295,-66.1650948459928,-51.076188098633786,-97.91201003407642,-19.32927291055018,-2.717310355849395,-3.21798191112736,1961-01-01
1962-01-01,1962.0,-50.8,5.877581,0.13498433,51.5117014487563,10001,-102.3117014487563,-57.79900116950906,-49.759054522202916,-47.66068116998549,-49.539498791852246,-54.29326424566909,-44.7857333380354,-92.91452390241689,-6.164473681287603,-52.82799559597837,-60.44001302690736,-45.215978165049385,-92.13239326490913,-13.523597927047618,1.512572680141059,0.7972460920003983,1962-01-01
1963-01-01,1963.0,-110.6,0.2810497,1.9679369,17.28540473549034,10001,-127.88540473549034,-83.3727044562431,-85.19950406066827,-41.68297296928108,-47.674438121503535,-52.40102976772635,-42.94784647528072,-91.04649347909933,-4.302382763907737,-47.12533911826284,-54.83591643025523,-39.414761806270455,-86.44894359741625,-7.8017346391094335,5.571723608166559,4.7224846965087455,1963-01-01
1964-01-01,1964.0,-89.0,0.65730476,-0.2056845,13.013922997726121,10001,-102.01392299772613,-57.501222718478886,-76.16038258113927,-36.334174789966006,-45.80937745115482,-50.51216440456711,-41.10659049774254,-89.17884508082946,-2.4399098214801924,-41.95573455775636,-49.78291140397222,-34.128557711540495,-81.30236801133941,-2.6091011041733125,9.001964514802738,8.11467138380805,1964-01-01
1965-01-01,1965.0,-26.2,5.784757,-1.8158886,72.53830094298674,10001,-98.73830094298674,-54.2256006637395,-33.977025361115146,-32.00147613275436,-43.94431678080611,-48.6267195408244,-39.26191402078782,-87.31157877599365,-0.5770547856185715,-37.70207603342401,-45.63523488472026,-29.76891718212775,-77.06992936718584,1.6657773003378225,11.416105899335488,10.590912034933229,1965-01-01
1966-01-01,1966.0,3.2,7.028076,0.6606671,64.7687129171131,10001,-61.5687129171131,-17.056012637865873,-23.22217562732254,-28.95737395129222,-42.079256110457415,-46.74474001072647,-37.41377221018836,-85.44469462289356,1.286182401978735,-34.643869972788785,-42.637971164487396,-26.649768781090174,-74.02404925897031,4.736309313392731,12.541650808118726,11.871700222361268,1966-01-01
1967-01-01,1967.0,21.6,12.765246,3.800848,89.96837095064043,10001,-68.36837095064044,-23.8556706713932,18.385828257360426,-27.32891447443775,-40.2141954401087,-44.86626362309068,-35.562127257126726,-83.57819266973831,3.1498017895209003,-32.92568573768516,-40.90764379021386,-24.943727685156453,-72.30340178497528,6.452030309604972,12.251553012294302,11.812466584257724,1967-01-01
1968-01-01,1968.0,-42.6,3.7755845,0.19227672,37.42534376177016,10001,-80.02534376177016,-35.512643482522925,-45.30887514491859,-27.083352823979546,-38.34913476975999,-42.99132074980834,-33.706948789711646,-81.71207295463819,5.013803415118211,-32.540837312936034,-40.425725650108475,-24.65594897576359,-71.89899187890065,6.817317253028577,10.578557390073604,10.419897135799673,1968-01-01
1969-01-01,1969.0,-54.0,1.925209,0.5998935,24.531611050542843,10001,-78.53161105054284,-34.01891077129561,-60.18958985461251,-28.031849102868012,-36.48407409941128,-41.11993398797589,-31.84821421084667,-79.84633550559965,6.878187306777086,-33.332137992378854,-41.04447447931997,-25.61980150543773,-72.65608744861336,5.9918114638556474,7.711503838506237,7.851178583149671,1969-01-01
1970-01-01,1970.0,-24.2,8.131738,1.78897,60.892150350048915,10001,-85.09215035004891,-40.579450070801684,-17.771867475866323,-29.850783756860057,-34.61901342906257,-39.252117904276545,-29.985908953848593,-77.9809803405215,8.74295348239636,-35.00964287682258,-42.50408622304845,-27.51519953059671,-74.29143952385073,4.27215377020557,3.9740119118352943,4.396255825498768,1970-01-01
1971-01-01,1971.0,-77.4,2.8745146,1.1014508,23.294608895603062,10001,-100.69460889560307,-56.181908616355834,-58.154715212770725,-32.11828623155492,-32.75395275871386,-37.38787886827732,-28.120026649150397,-76.11600746719262,10.608101949764901,-37.18337649400439,-44.45886576275757,-29.907887225251212,-76.42398824826256,2.0572352602537833,-0.21204783553847006,0.445104335109785,1971-01-01
1972-01-01,1972.0,-94.6,2.5584815,3.7007034,1.9636791721088003,10001,-96.56367917210879,-52.05097889286156,-64.05818463426348,-34.36185374138746,-30.888892088365143,-35.52721497905967,-26.250569197670615,-74.2514168832909,12.473632706560618,-39.40735140034563,-46.509314035699006,-32.30538876499226,-78.61616086993598,-0.19854193075528315,-4.37417261804991,-3.5562884444386382,1972-01-01
1973-01-01,1973.0,-31.6,9.520682,-0.97213364,60.149976785664634,10001,-91.74997678566464,-47.2372765064174,-13.233606568663033,-36.11168516733634,-29.02383141801643,-33.67011608714599,-24.377546748886875,-72.3872085763836,14.33954574035074,-41.2299091512522,-48.23824038446708,-34.22157791803732,-80.42186717101868,-2.037951131485727,-8.04256131667768,-7.156264068552378,1973-01-01
1974-01-01,1974.0,-27.0,11.503461,2.554668,82.45366496391182,10001,-109.45366496391182,-64.94096468466458,-1.296467933347839,-36.95371000318749,-27.15877074766772,-31.81656391113436,-22.50097758420108,-70.52338252392887,16.20584102859343,-42.24470138740419,-49.251600236246055,-35.23780253856233,-81.43640329261092,-3.052999482197471,-10.803143425207734,-9.948474177911548,1974-01-01
1975-01-01,1975.0,-63.8,4.674917,0.19217925,25.99796401209206,10001,-89.79796401209205,-45.285263732844825,-49.37019748962357,-36.576326691681714,-25.293710077319023,-29.966532245932488,-20.62088790870556,-68.65993869327889,18.072518538640846,-42.13655653119021,-49.22450638269733,-35.04860667968309,-81.34283026188493,-2.9302828004954975,-12.344317386380862,-11.61774719490474,1975-01-01
1976-01-01,1976.0,-86.2,3.363256,-0.70991033,12.120448529875821,10001,-98.32044852987582,-53.80774825062859,-56.58210922442093,-34.80557474643283,-23.42864940697031,-28.11998725710805,-18.737311556832573,-66.79687704168401,19.939578227743393,-40.71705487577429,-47.94707330627103,-33.487036445277546,-79.94926145728083,-1.4848482942677492,-12.492122713810874,-11.975663412695992,1976-01-01
1977-01-01,1977.0,-32.0,7.2231917,2.5798526,64.56709918891367,10001,-96.56709918891367,-52.05439890966644,-26.683812250331577,-31.624770595502838,-21.5635887366216,-26.27688785375656,-16.85028961948664,-64.93419751629861,21.807020043055406,-37.94579651764061,-45.35881667764743,-30.532776357633786,-77.21214005305717,1.320547017775958,-11.22987583555978,-10.981822927769493,1977-01-01
1978-01-01,1978.0,-41.2,8.551636,1.0163754,45.81714352669366,10001,-87.01714352669367,-42.50444324744643,-11.676523466822013,-27.17639074473204,-19.69852806627289,-24.437186130518093,-14.959870002027685,-63.071900054187864,23.674843921642083,-33.934961508167994,-41.5612114957392,-26.308711520596788,-73.242118052767,5.372195036431009,-8.700053257467879,-8.748405791504057,1978-01-01
1979-01-01,1979.0,-27.0,5.7002463,2.3869617,42.76876099457528,10001,-69.76876099457527,-25.256060715328047,-27.37941196336794,-21.74598969818215,-17.833467395924178,-22.600827868018527,-13.066106923829828,-61.209984582336205,25.543049790487853,-28.93664749571812,-36.80456808912853,-21.06872690230771,-68.2914063085084,10.41811131707216,-5.188209483596891,-5.527509652261353,1979-01-01
1980-01-01,1980.0,-3.0,6.4064636,-0.81895745,36.26444801497264,10001,-39.26444801497264,5.248252264274591,-14.620153818146223,-15.729967905384427,-15.968406725575466,-20.767753080105415,-11.169060371045518,-59.34845101765694,27.411637566506013,-23.314414125793636,-31.45241593733607,-15.176412314251202,-62.724056857406296,16.09522860581902,-1.0907449634780657,-1.6826941555440467,1980-01-01
1981-01-01,1981.0,25.4,9.316558,0.50175446,68.63466792301368,10001,-43.23466792301368,1.2780323562335525,12.15207463943608,-9.590827938292172,-14.103346055226762,-18.937896595803707,-9.268795514649817,-57.487299267003166,29.28060715654964,-17.502246133878263,-25.93146128739255,-9.073030980363972,-56.9730522423544,21.968559974597877,3.1298377309352934,2.3520559631641493,1981-01-01
1982-01-01,1982.0,2.6,5.4549103,3.2701206,42.68743629917804,10001,-40.08743629917804,4.425263980069195,-11.337755398371538,-3.804969370769413,-12.23828538487805,-17.111188663914724,-7.365382105841375,-55.62652922718004,31.149958457423946,-11.955567184515939,-20.677079560123637,-3.2340548089082386,-51.48982631335963,27.578691944327755,6.99713902577915,6.121317039319296,1982-01-01
1983-01-01,1983.0,37.8,12.008881,2.519624,77.5262754646575,10001,-39.726275464657505,4.786424814589729,41.53030009167596,1.1910849702987392,-10.37322471452934,-15.287555568582679,-5.458893860476,-53.76614078495852,33.01969135589985,-7.099833784657626,-16.082879385853218,1.8832118165379637,-46.69261058828485,32.4929430189696,10.074636094168408,9.199632565970433,1983-01-01
1984-01-01,1984.0,-17.6,6.145271,3.6726425,33.20698289184696,10001,-50.806982891846964,-6.29428261259973,2.138973868861071,5.049961653777025,-8.508164044180635,-13.466920244898265,-3.549407843463004,-51.90613381709014,34.88980572872886,-3.28251174916744,-12.459484040611976,5.894460542277095,-42.919737777064796,36.354714278729915,12.01495550496779,11.239536728253443,1984-01-01
1985-01-01,1985.0,-17.2,6.0918846,2.5837,36.82287417167118,10001,-54.02287417167118,-9.510173892423946,4.527680398567319,7.552646527499071,-6.643103373831924,-11.649202884629844,-1.6370038630340034,-50.04650819032325,36.7603014426594,-0.7338558897616551,-10.004835849007474,8.537124069484165,-40.392952401828346,38.92524062230503,12.59908310601094,12.010774714452053,1985-01-01
1986-01-01,1986.0,-19.4,5.628788,3.2792351,44.08160791024654,10001,-63.48160791024654,-18.968907630999304,1.6538942440383733,8.633206008268523,-4.778042703483213,-9.834321523392914,0.2782361164264877,-48.187263761420645,38.631178354454214,0.45908006790730865,-8.78715314811309,9.705313283927707,-39.19423877722496,40.11239891303958,11.761085314101493,11.42629279891384,1986-01-01
1987-01-01,1987.0,-29.2,3.2245307,1.6494709,15.128419867123238,10001,-44.32841986712324,0.18428041212399648,-15.61822580667984,8.386229355405689,-2.9129820331345013,-8.022192601913632,2.19622853564463,-46.32840037717831,40.5024363109093,0.36226970039375844,-8.741286761847732,9.46582616263525,-39.258023168411505,39.982562569199025,9.595551388559766,9.552064558193111,1987-01-01
1988-01-01,1988.0,44.8,12.714699,2.842232,72.4916058965464,10001,-27.691605896546406,16.821094382700828,51.11839631124803,7.056151878916918,-1.04792136278579,-6.212731495441394,4.116888769869814,-44.469917874445564,42.37407514887398,-0.8127329013505444,-9.678465885650139,8.05300008294905,-40.379058079430706,38.75359227672962,6.346916639392084,6.599644083241632,1988-01-01
1989-01-01,1989.0,6.4,7.2957067,2.775037,50.47893720821912,10001,-44.07893720821912,0.4337630710281122,9.4706749466336,5.009664228458675,0.8171393075629144,-4.405853006756558,6.040131621882388,-42.61181608014646,44.246094695272284,-2.7326723652661586,-11.307978475081974,5.842633744549658,-42.23493485269499,36.76959012216267,2.38187171625495,2.9022867461188415,1989-01-01
1990-01-01,1990.0,40.4,12.639977,7.651902,95.7599401974794,10001,-55.359940197479396,-10.847239918232162,43.522922539639424,2.69432207311781,2.6821999779116257,-2.601471819550745,7.965871775373996,-40.7540948113025,46.118494767125746,-4.980208341130818,-13.267688922393074,3.3072722401314367,-44.42098928083182,34.46057259857018,-1.8520277117648205,-1.1226671029529958,1990-01-01
1991-01-01,1991.0,-59.4,4.0877404,0.39182273,22.65435892413144,10001,-82.05435892413144,-37.54165864488421,-17.547483131632692,0.5880281171729749,4.5472606482603375,-0.7995029101887257,9.8940242067094,-38.89675387505656,47.99127517157724,-7.101022921358343,-15.15948787934658,0.9574420366298941,-46.49431834364825,32.29227250093157,-5.876878940388551,-5.020899556387697,1991-01-01
1992-01-01,1992.0,-14.6,8.080558,1.6115795,46.83831246967208,10001,-61.438312469672084,-16.92561219042485,9.37941099079827,-0.8549113151043635,6.412321318609042,1.0001380830358793,11.824504554182205,-37.039793068698174,49.86443570591625,-8.655101914994095,-16.58690295541739,-0.7233008745708007,-48.022681653829224,30.712477823841038,-9.238375645344785,-8.352396423230628,1992-01-01
1993-01-01,1993.0,-17.0,7.881514,1.9583648,34.68360777263556,10001,-51.68360777263556,-7.170907493388327,7.390841569853122,-1.2550662459753,8.277381988957753,2.7975345330808876,13.757229444834618,-35.1832121796899,51.73797615760542,-9.26640158528248,-17.194646982851303,-1.3381561877136594,-48.63326508534753,30.10046191478257,-11.557087848894628,-10.74111396672618,1993-01-01
1994-01-01,1994.0,23.8,10.574744,3.7801545,68.8655630761643,10001,-45.06556307616431,-0.5528627969170721,27.118448323644287,-0.35071132004122063,10.142442659306464,4.592768538897066,15.692116779715864,-33.32701098569525,53.611896304308175,-7.567947125510793,-15.344909872294949,0.20901562127336248,-46.904622332161786,31.768728081140203,-12.571290195639437,-11.917424957129668,1994-01-01
1995-01-01,1995.0,26.6,7.594569,0.72313374,49.251063340493104,10001,-22.651063340493103,21.86163693875413,9.342355257706958,1.9726318655119712,12.007503329655176,6.385920680204566,17.629085979105785,-31.471189254607463,55.48619591391781,-4.524309646662482,-12.231442315521566,3.182823022196601,-43.84723884482977,34.79861955150481,-12.166504282765153,-11.748552928456535,1995-01-01
1996-01-01,1996.0,-81.4,-0.990271,0.8824538,-26.035986366377,10001,-55.364013633623,-10.851313354375776,-49.18199632069055,5.669272975874627,13.872564000003884,8.177069810272222,19.568058189735545,-29.615746744579866,57.36087474458763,-0.15455063107834294,-7.828062995297578,7.518961733140892,-39.47090421012364,39.161802947966954,-10.388420445081396,-10.253559363047572,1996-01-01
1997-01-01,1997.0,-27.8,4.6699576,4.208534,11.475338051123279,10001,-39.27533805112328,5.237362228123953,-4.516295462218046,10.538510249252475,15.737624670352591,9.966292884297417,21.508956456407766,-27.760683204057212,59.23593254476239,5.372582061275954,-2.2742538837820314,13.01941800633394,-33.938573692775755,44.68373781532767,-7.437740444382445,-7.6011921208684505,1997-01-01
1998-01-01,1998.0,51.0,9.973238,3.038884,82.25271604630132,10001,-31.252716046301316,13.259984232945918,40.41910685106896,16.247284770154337,17.602685340701303,11.753664820734294,23.451705860668312,-25.90599837180839,61.11136905321099,11.757701659569534,4.140184824825712,19.375218494313355,-27.547761440059354,51.06316475919842,-3.647523196159479,-4.090837972750052,1998-01-01
1999-01-01,1999.0,45.8,10.110547,3.0341625,75.79455677742462,10001,-29.99455677742462,14.518143501822614,47.677976950785755,22.367774597241258,19.467746011050014,13.539258392773316,25.396233629326712,-24.051691976960253,62.98718399906028,18.604575856237584,11.014321091148876,26.194830621326293,-20.69561287292292,57.904764585398084,0.554409358248543,-0.11872922625717175,1999-01-01
2000-01-01,2000.0,41.4,9.257247,9.211353,67.13565440928957,10001,-25.735654409289573,18.77704586995766,44.807477072634256,28.42568529695661,21.332806681398722,15.32314414711896,27.342469215678484,-22.197763739032673,64.86337710183011,25.464851650952493,17.89070048876699,33.039002813138,-13.832230080091083,64.76193338199607,4.693762785284994,3.866781118282564,2000-01-01
2001-01-01,2001.0,48.0,6.036207,2.3643658,54.404297856953384,10001,-6.404297856953384,38.10840242229385,30.04392200918741,33.95378607405426,23.19786735174743,17.105390347228482,29.290344356266377,-20.344213367974763,66.73994807146963,31.888663333872184,24.315081881583744,39.462244786160625,-7.408308594803568,71.18563526254793,8.303306289703743,7.41582735102708,2001-01-01
2002-01-01,2002.0,34.2,5.41819,5.158049,27.492367051243797,10001,6.707632948756206,51.22033322800344,28.78329174343137,38.54464859177279,25.06292802209614,18.88606293824825,31.23979310594403,-18.491040564202283,68.61689660839457,37.47541121644149,29.891217468951588,45.0596049639314,-1.8236073660644507,76.77442979894744,10.975611534743377,10.127809783421215,2002-01-01
2003-01-01,2003.0,21.2,2.4190142,1.9189583,12.90319383980488,10001,8.29680616019512,52.80950643944236,11.649261188336594,41.89663557105668,26.927988692444853,20.665225531001898,33.190751853887804,-16.63824501863623,70.49422240352594,41.91897944484013,34.323384448068396,49.51457444161187,2.617758979011512,81.22019991066875,12.40904124134837,11.696612561644677,2003-01-01
