# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and tide [mm relative to NAP(2005)]
# predicted_linear -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and 0 nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
index,year,height,u2,v2,predicted_linear_with_wind,predicted_linear,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,date
126,1988,55.833333333333336,7.3239822,0.3801851,57.25494118929955,18.42237250199365,8.751240133768007,4.206784387692131,13.295695879843883,-37.53887436351449,55.0413546310505,1988-01-01
127,1989,17.833333333333332,3.806406,0.5001768,17.290239506404333,16.223187441268614,10.612002295111282,6.008750466691821,15.215254123530741,-35.68392138656212,56.90792597678468,1989-01-01
128,1990,54.333333333333336,8.797221,1.2276878,71.41492928084602,13.620928021344376,12.472764456454563,7.809015359828251,17.136513553080874,-33.829213663057395,58.77474257596652,1990-01-01
129,1991,-48.0,2.5177867,0.22128223,-0.9506157924638252,11.126792676611945,14.333526617797837,9.607644398640339,19.059408836955335,-31.97475109680552,60.64180433240119,1991-01-01
130,1992,-2.6666666666666665,4.6363235,0.46046934,21.619879747214622,9.23977530311413,16.19428877914111,11.404701246268804,20.983876312013418,-30.120533587769962,62.509111146052184,1992-01-01
131,1993,-5.166666666666667,2.31702,0.08018711,-4.633452917897696,8.390341168568423,18.055050940484385,13.200247793767382,22.90985408720139,-28.26656103208036,64.37666291304913,1993-01-01
132,1994,35.333333333333336,4.919285,1.2199252,27.082583655416308,8.891838012456429,19.915813101827666,14.994344080861328,24.837282122794004,-26.41283332204071,66.24445952569604,1994-01-01
133,1995,39.833333333333336,3.7871656,0.04719175,14.73192027182293,10.905126823248406,21.77657526317094,16.78704823870058,26.7661022876413,-24.559350346137883,68.11250087247976,1995-01-01
134,1996,-74.0,0.040142,0.014256987,-22.831698638597686,14.420424604697185,23.637337424514214,18.578416452198148,28.69625839683028,-22.70611198905037,69.9807868380788,1996-01-01
135,1997,-16.666666666666668,1.2264534,0.7445224,-3.898143763076705,19.258408634558005,25.498099585857496,20.36850293962992,30.62769623208507,-20.85311813165744,71.84931730337243,1997-01-01
136,1998,64.33333333333333,7.4432936,1.7884872,71.42802792675252,25.09045757219078,27.35886174720077,22.15735994729051,32.56036354711103,-19.000368651048404,73.71809214544994,1998-01-01
137,1999,58.666666666666664,5.2715096,1.1653932,52.0626046707976,31.475744693778665,29.219623908544044,23.94503775714024,34.49421005994785,-17.147863420532374,75.58711123762046,1999-01-01
138,2000,54.0,5.5184684,3.2992122,64.40026514764318,37.91099634479294,31.080386069887318,25.73158470553264,36.429187434241996,-15.295602309648089,77.45637444942273,2000-01-01
139,2001,61.0,3.4175305,0.1446687,40.35582358780942,43.887299109029755,32.9411482312306,27.51704721127395,38.36524925118725,-13.44358518417426,79.32588164663545,2001-01-01
140,2002,46.166666666666664,1.6989514,2.23091,29.737721513669076,48.947543567485766,34.80191039257387,29.301469811429698,40.30235097371805,-11.59181190613998,81.19563269128773,2002-01-01
141,2003,32.0,1.0597814,0.49877694,22.465117298794077,52.738020665066216,36.66267255391715,31.084895203454764,42.24044990437953,-9.740282333835552,83.06562744166985,2003-01-01
142,2004,62.833333333333336,6.299912,0.678191,81.97850193507517,55.04834672931332,38.52343471526043,32.867364292378895,44.17950513814196,-7.888996321823555,84.93586575234441,2004-01-01
143,2005,45.0,4.018306,0.046656903,56.353403771703995,55.83521059234732,40.3841968766037,34.648916241927665,46.11947751127974,-6.0379537209501635,86.80634747415758,2005-01-01
144,2006,41.333333333333336,3.0318968,1.4427371,47.71272516991962,55.227262352304336,42.24495903794698,36.42958852859718,48.060329547296774,-4.187154378356787,88.67707245425075,2006-01-01
145,2007,94.83333333333333,5.71606,0.119684935,73.18416681112252,53.51059195381508,44.10572119929025,38.20941699782885,50.00202540075165,-2.336598137491926,90.54804053607242,2007-01-01
146,2008,66.33333333333333,4.781557,2.412327,65.5461278456088,51.0964366972336,45.966483360633525,39.98843592154793,51.94453079971912,-0.48628483812336043,92.4192515593904,2008-01-01
147,2009,33.666666666666664,2.8233924,1.2740458,40.04629482296738,48.47476270147535,47.8272455219768,41.76667805643573,53.88781298751787,1.363785683649482,94.29070536030412,2009-01-01
148,2010,25.333333333333332,0.7098519,-0.15642492,12.656061000013759,46.158959827168815,49.68800768332009,43.54417470240153,55.83184066423865,3.2136135953827605,96.16240177125741,2010-01-01
149,2011,60.166666666666664,4.5929317,2.1602745,58.87434872309947,44.62789263773422,51.54876984466336,45.32095576080528,57.77658392852144,5.063199068275317,98.0343406210514,2011-01-01
150,2012,50.666666666666664,4.8021884,1.6506156,60.48230219192839,44.27184841403692,53.409532006006636,47.09704979205863,59.722014219954644,6.912542277155467,99.9065217348578,2012-01-01
151,2013,25.666666666666668,1.0756603,0.12022516,18.266732497095493,45.348483357139386,55.27029416734991,48.872484072297894,61.668104262401926,8.761643400467513,101.7789449342323,2013-01-01
152,2014,66.66666666666667,2.4486625,3.471638,42.5346428672015,47.95373956510808,57.131056328693184,50.64728464888214,63.614828008504226,10.610502620258025,103.65161003712834,2014-01-01
153,2015,92.5,7.3712335,1.8507318,97.23543349830706,52.011015539092,58.99181849003646,52.42147639451963,65.56216058555329,12.459120122161835,105.52451685791108,2015-01-01
154,2016,77.0,3.0661945,0.8432111,53.035771134496976,57.27981260114028,60.85258065137973,54.195083059870456,67.51007824288901,14.307496095387862,107.3976652073716,2016-01-01
155,2017,112.16666666666667,7.882341,1.1303532,111.75279546768316,63.382881256680236,62.71334281272302,55.96812732451111,69.45855830093493,16.15563073270458,109.27105489274146,2017-01-01
156,2018,39.333333333333336,1.0822799,0.5682132,41.862983613941964,69.84880334761493,64.5741049740663,57.7406308461789,71.4075791019537,18.003524230425292,111.14468571770732,2018-01-01
157,2019,109.16666666666667,4.7389493,1.8077782,89.65547546581419,76.16520352237131,66.43486713540956,59.51261430824198,73.35711996257714,19.851176788393147,113.01855748242598,2019-01-01
