# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# surge -> sea surface height correction due to air pressure and wind [m]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
# predicted_linear_without_wind -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and mean nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide_linear  -> fitted nodal tide based on linear model  [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide_broken_linear  -> fitted nodal tide based on broken linear model with wind [mm relative to NAP(2005)]
t,year,height,u2,v2,surge_mm,station,height - surge,height - surge anomaly,predicted_linear_with_wind,predicted_linear_without_wind,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,sea_surface_height_due_to_tide_linear,sea_surface_height_due_to_tide_broken_linear,date
1950-01-01,1950.0,-47.6,5.701431,2.4221733,44.512700279247234,10001,-92.11270027924724,-47.6,-67.69868847996422,-63.25127274061443,-71.92022683603678,-77.23771703475508,-66.60273663731847,-115.36064832761161,-28.479805344461944,8.9446683816589,8.968910032001281,1950-01-01
1951-01-01,1951.0,-60.8,3.2752788,4.516599,49.47566954444528,10001,-110.27566954444528,-65.76296926519805,-88.09890605792387,-64.77895850614253,-70.05516616568806,-75.31066208406703,-64.7996702473091,-113.48804259242624,-26.62228973894989,5.4984253434518955,5.815302084508918,1951-01-01
1952-01-01,1952.0,-41.4,5.917683,-0.6884091,56.66853834129354,10001,-98.06853834129353,-53.555838062046305,-68.96640738172056,-66.92728072881461,-68.19010549533935,-73.38605840327948,-62.99415258739923,-111.61581727964685,-24.764393711031865,1.431545848100924,2.005290119955609,1952-01-01
1953-01-01,1953.0,-82.4,5.0347652,1.0267215,15.5784172173238,10001,-97.97841721732381,-53.46571693807657,-78.67907874080979,-69.23718913078481,-66.32504482499064,-71.46399119888534,-61.186098451095944,-109.74397257759614,-22.906117072385136,-2.796919826548188,-2.031069585606341,1953-01-01
1954-01-01,1954.0,-50.8,10.093402,3.14278,68.50306398790224,10001,-119.30306398790223,-74.79036370865501,-45.036115515829664,-71.23139434436277,-64.45998415464192,-69.54454578616928,-59.37542252311455,-107.87250866470711,-21.04745964457672,-6.709682312805047,-5.838171685020244,1954-01-01
1955-01-01,1955.0,-44.4,4.944992,-1.8953387,51.5616427466579,10001,-95.9616427466579,-51.44894246741067,-81.4244731328342,-72.46824209665593,-62.59492348429321,-67.6278071581561,-57.56203981043031,-106.00142570949959,-19.18842125908683,-9.865087337777084,-8.986288354159226,1955-01-01
1956-01-01,1956.0,-104.6,3.6171985,0.18946528,30.53416661152234,10001,-135.13416661152235,-90.6214663322751,-92.10319322915979,-72.5915650718917,-60.7298628139445,-65.71385951370983,-55.745866114179165,-104.13072387055814,-17.32900175733085,-11.906967585691767,-11.120074952664181,1956-01-01
1957-01-01,1957.0,-69.0,4.207589,0.55456275,44.25011948121018,10001,-113.25011948121018,-68.73741920196295,-86.6527098760281,-71.37088540707848,-58.86480214359579,-63.80278574732601,-53.926818539865565,-102.26040329651127,-15.469200990680307,-12.604845193557427,-11.998679659863491,1957-01-01
1958-01-01,1958.0,-54.8,4.355206,0.36970612,50.244994088815965,10001,-105.04499408881597,-60.53229380956873,-82.68822977737415,-68.72742995190298,-56.99974147324708,-61.89466690444069,-52.104816042053464,-100.39046412601189,-13.60901882048227,-11.879947011060837,-11.52292969834451,1958-01-01
1959-01-01,1959.0,-99.2,1.0946395,2.77509,3.68467322640018,10001,-102.88467322640018,-58.37197294715295,-103.27580160069263,-64.74302181237695,-55.13468080289838,-59.98958160744466,-50.2797799983521,-98.52090648771907,-11.748455118077686,-9.814096144213703,-9.746525491803114,1959-01-01
1960-01-01,1960.0,-62.8,0.7090475,1.9344361,41.95229312980066,10001,-104.75229312980065,-60.23959285055342,-100.4008248381654,-59.650844542500025,-53.26962013254967,-58.08760545899296,-48.45163480610638,-96.65173050028113,-9.887509764818205,-6.640476147015681,-6.869979213150138,1960-01-01
1961-01-01,1961.0,-1.8,5.7542934,1.3151058,67.35112569562777,10001,-69.15112569562777,-24.63842541638054,-57.464101545280656,-53.80912147865484,-51.40455946220096,-56.18881043058278,-46.62030849381914,-94.78293627232,-8.026182652081914,-2.717310355849395,-3.21798191112736,1961-01-01
1962-01-01,1962.0,-50.8,5.877581,0.13498433,51.5117014487563,10001,-102.3117014487563,-57.79900116950906,-49.759054522202916,-47.66068116998549,-49.539498791852246,-54.29326424566909,-44.7857333380354,-92.91452390241689,-6.164473681287603,1.512572680141059,0.7972460920003983,1962-01-01
1963-01-01,1963.0,-110.6,0.2810497,1.9679369,17.28540473549034,10001,-127.88540473549034,-83.3727044562431,-85.19950406066827,-41.68297296928108,-47.674438121503535,-52.40102976772635,-42.94784647528072,-91.04649347909933,-4.302382763907737,5.571723608166559,4.7224846965087455,1963-01-01
1964-01-01,1964.0,-89.0,0.65730476,-0.2056845,13.013922997726121,10001,-102.01392299772613,-57.501222718478886,-76.16038258113927,-36.334174789966006,-45.80937745115482,-50.51216440456711,-41.10659049774254,-89.17884508082946,-2.4399098214801924,9.001964514802738,8.11467138380805,1964-01-01
1965-01-01,1965.0,-26.2,5.784757,-1.8158886,72.53830094298674,10001,-98.73830094298674,-54.2256006637395,-33.977025361115146,-32.00147613275436,-43.94431678080611,-48.6267195408244,-39.26191402078782,-87.31157877599365,-0.5770547856185715,11.416105899335488,10.590912034933229,1965-01-01
1966-01-01,1966.0,3.2,7.028076,0.6606671,64.7687129171131,10001,-61.5687129171131,-17.056012637865873,-23.22217562732254,-28.95737395129222,-42.079256110457415,-46.74474001072647,-37.41377221018836,-85.44469462289356,1.286182401978735,12.541650808118726,11.871700222361268,1966-01-01
1967-01-01,1967.0,21.6,12.765246,3.800848,89.96837095064043,10001,-68.36837095064044,-23.8556706713932,18.385828257360426,-27.32891447443775,-40.2141954401087,-44.86626362309068,-35.562127257126726,-83.57819266973831,3.1498017895209003,12.251553012294302,11.812466584257724,1967-01-01
1968-01-01,1968.0,-42.6,3.7755845,0.19227672,37.42534376177016,10001,-80.02534376177016,-35.512643482522925,-45.30887514491859,-27.083352823979546,-38.34913476975999,-42.99132074980834,-33.706948789711646,-81.71207295463819,5.013803415118211,10.578557390073604,10.419897135799673,1968-01-01
1969-01-01,1969.0,-54.0,1.925209,0.5998935,24.531611050542843,10001,-78.53161105054284,-34.01891077129561,-60.18958985461251,-28.031849102868012,-36.48407409941128,-41.11993398797589,-31.84821421084667,-79.84633550559965,6.878187306777086,7.711503838506237,7.851178583149671,1969-01-01
1970-01-01,1970.0,-24.2,8.131738,1.78897,60.892150350048915,10001,-85.09215035004891,-40.579450070801684,-17.771867475866323,-29.850783756860057,-34.61901342906257,-39.252117904276545,-29.985908953848593,-77.9809803405215,8.74295348239636,3.9740119118352943,4.396255825498768,1970-01-01
1971-01-01,1971.0,-77.4,2.8745146,1.1014508,23.294608895603062,10001,-100.69460889560307,-56.181908616355834,-58.154715212770725,-32.11828623155492,-32.75395275871386,-37.38787886827732,-28.120026649150397,-76.11600746719262,10.608101949764901,-0.21204783553847006,0.445104335109785,1971-01-01
1972-01-01,1972.0,-94.6,2.5584815,3.7007034,1.9636791721088003,10001,-96.56367917210879,-52.05097889286156,-64.05818463426348,-34.36185374138746,-30.888892088365143,-35.52721497905967,-26.250569197670615,-74.2514168832909,12.473632706560618,-4.37417261804991,-3.5562884444386382,1972-01-01
1973-01-01,1973.0,-31.6,9.520682,-0.97213364,60.149976785664634,10001,-91.74997678566464,-47.2372765064174,-13.233606568663033,-36.11168516733634,-29.02383141801643,-33.67011608714599,-24.377546748886875,-72.3872085763836,14.33954574035074,-8.04256131667768,-7.156264068552378,1973-01-01
1974-01-01,1974.0,-27.0,11.503461,2.554668,82.45366496391182,10001,-109.45366496391182,-64.94096468466458,-1.296467933347839,-36.95371000318749,-27.15877074766772,-31.81656391113436,-22.50097758420108,-70.52338252392887,16.20584102859343,-10.803143425207734,-9.948474177911548,1974-01-01
1975-01-01,1975.0,-63.8,4.674917,0.19217925,25.99796401209206,10001,-89.79796401209205,-45.285263732844825,-49.37019748962357,-36.576326691681714,-25.293710077319023,-29.966532245932488,-20.62088790870556,-68.65993869327889,18.072518538640846,-12.344317386380862,-11.61774719490474,1975-01-01
1976-01-01,1976.0,-86.2,3.363256,-0.70991033,12.120448529875821,10001,-98.32044852987582,-53.80774825062859,-56.58210922442093,-34.80557474643283,-23.42864940697031,-28.11998725710805,-18.737311556832573,-66.79687704168401,19.939578227743393,-12.492122713810874,-11.975663412695992,1976-01-01
1977-01-01,1977.0,-32.0,7.2231917,2.5798526,64.56709918891367,10001,-96.56709918891367,-52.05439890966644,-26.683812250331577,-31.624770595502838,-21.5635887366216,-26.27688785375656,-16.85028961948664,-64.93419751629861,21.807020043055406,-11.22987583555978,-10.981822927769493,1977-01-01
1978-01-01,1978.0,-41.2,8.551636,1.0163754,45.81714352669366,10001,-87.01714352669367,-42.50444324744643,-11.676523466822013,-27.17639074473204,-19.69852806627289,-24.437186130518093,-14.959870002027685,-63.071900054187864,23.674843921642083,-8.700053257467879,-8.748405791504057,1978-01-01
1979-01-01,1979.0,-27.0,5.7002463,2.3869617,42.76876099457528,10001,-69.76876099457527,-25.256060715328047,-27.37941196336794,-21.74598969818215,-17.833467395924178,-22.600827868018527,-13.066106923829828,-61.209984582336205,25.543049790487853,-5.188209483596891,-5.527509652261353,1979-01-01
1980-01-01,1980.0,-3.0,6.4064636,-0.81895745,36.26444801497264,10001,-39.26444801497264,5.248252264274591,-14.620153818146223,-15.729967905384427,-15.968406725575466,-20.767753080105415,-11.169060371045518,-59.34845101765694,27.411637566506013,-1.0907449634780657,-1.6826941555440467,1980-01-01
1981-01-01,1981.0,25.4,9.316558,0.50175446,68.63466792301368,10001,-43.23466792301368,1.2780323562335525,12.15207463943608,-9.590827938292172,-14.103346055226762,-18.937896595803707,-9.268795514649817,-57.487299267003166,29.28060715654964,3.1298377309352934,2.3520559631641493,1981-01-01
1982-01-01,1982.0,2.6,5.4549103,3.2701206,42.68743629917804,10001,-40.08743629917804,4.425263980069195,-11.337755398371538,-3.804969370769413,-12.23828538487805,-17.111188663914724,-7.365382105841375,-55.62652922718004,31.149958457423946,6.99713902577915,6.121317039319296,1982-01-01
1983-01-01,1983.0,37.8,12.008881,2.519624,77.5262754646575,10001,-39.726275464657505,4.786424814589729,41.53030009167596,1.1910849702987392,-10.37322471452934,-15.287555568582679,-5.458893860476,-53.76614078495852,33.01969135589985,10.074636094168408,9.199632565970433,1983-01-01
1984-01-01,1984.0,-17.6,6.145271,3.6726425,33.20698289184696,10001,-50.806982891846964,-6.29428261259973,2.138973868861071,5.049961653777025,-8.508164044180635,-13.466920244898265,-3.549407843463004,-51.90613381709014,34.88980572872886,12.01495550496779,11.239536728253443,1984-01-01
1985-01-01,1985.0,-17.2,6.0918846,2.5837,36.82287417167118,10001,-54.02287417167118,-9.510173892423946,4.527680398567319,7.552646527499071,-6.643103373831924,-11.649202884629844,-1.6370038630340034,-50.04650819032325,36.7603014426594,12.59908310601094,12.010774714452053,1985-01-01
1986-01-01,1986.0,-19.4,5.628788,3.2792351,44.08160791024654,10001,-63.48160791024654,-18.968907630999304,1.6538942440383733,8.633206008268523,-4.778042703483213,-9.834321523392914,0.2782361164264877,-48.187263761420645,38.631178354454214,11.761085314101493,11.42629279891384,1986-01-01
1987-01-01,1987.0,-29.2,3.2245307,1.6494709,15.128419867123238,10001,-44.32841986712324,0.18428041212399648,-15.61822580667984,8.386229355405689,-2.9129820331345013,-8.022192601913632,2.19622853564463,-46.32840037717831,40.5024363109093,9.595551388559766,9.552064558193111,1987-01-01
1988-01-01,1988.0,44.8,12.714699,2.842232,72.4916058965464,10001,-27.691605896546406,16.821094382700828,51.11839631124803,7.056151878916918,-1.04792136278579,-6.212731495441394,4.116888769869814,-44.469917874445564,42.37407514887398,6.346916639392084,6.599644083241632,1988-01-01
1989-01-01,1989.0,6.4,7.2957067,2.775037,50.47893720821912,10001,-44.07893720821912,0.4337630710281122,9.4706749466336,5.009664228458675,0.8171393075629144,-4.405853006756558,6.040131621882388,-42.61181608014646,44.246094695272284,2.38187171625495,2.9022867461188415,1989-01-01
1990-01-01,1990.0,40.4,12.639977,7.651902,95.7599401974794,10001,-55.359940197479396,-10.847239918232162,43.522922539639424,2.69432207311781,2.6821999779116257,-2.601471819550745,7.965871775373996,-40.7540948113025,46.118494767125746,-1.8520277117648205,-1.1226671029529958,1990-01-01
1991-01-01,1991.0,-59.4,4.0877404,0.39182273,22.65435892413144,10001,-82.05435892413144,-37.54165864488421,-17.547483131632692,0.5880281171729749,4.5472606482603375,-0.7995029101887257,9.8940242067094,-38.89675387505656,47.99127517157724,-5.876878940388551,-5.020899556387697,1991-01-01
1992-01-01,1992.0,-14.6,8.080558,1.6115795,46.83831246967208,10001,-61.438312469672084,-16.92561219042485,9.37941099079827,-0.8549113151043635,6.412321318609042,1.0001380830358793,11.824504554182205,-37.039793068698174,49.86443570591625,-9.238375645344785,-8.352396423230628,1992-01-01
1993-01-01,1993.0,-17.0,7.881514,1.9583648,34.68360777263556,10001,-51.68360777263556,-7.170907493388327,7.390841569853122,-1.2550662459753,8.277381988957753,2.7975345330808876,13.757229444834618,-35.1832121796899,51.73797615760542,-11.557087848894628,-10.74111396672618,1993-01-01
1994-01-01,1994.0,23.8,10.574744,3.7801545,68.8655630761643,10001,-45.06556307616431,-0.5528627969170721,27.118448323644287,-0.35071132004122063,10.142442659306464,4.592768538897066,15.692116779715864,-33.32701098569525,53.611896304308175,-12.571290195639437,-11.917424957129668,1994-01-01
1995-01-01,1995.0,26.6,7.594569,0.72313374,49.251063340493104,10001,-22.651063340493103,21.86163693875413,9.342355257706958,1.9726318655119712,12.007503329655176,6.385920680204566,17.629085979105785,-31.471189254607463,55.48619591391781,-12.166504282765153,-11.748552928456535,1995-01-01
1996-01-01,1996.0,-81.4,-0.990271,0.8824538,-26.035986366377,10001,-55.364013633623,-10.851313354375776,-49.18199632069055,5.669272975874627,13.872564000003884,8.177069810272222,19.568058189735545,-29.615746744579866,57.36087474458763,-10.388420445081396,-10.253559363047572,1996-01-01
1997-01-01,1997.0,-27.8,4.6699576,4.208534,11.475338051123279,10001,-39.27533805112328,5.237362228123953,-4.516295462218046,10.538510249252475,15.737624670352591,9.966292884297417,21.508956456407766,-27.760683204057212,59.23593254476239,-7.437740444382445,-7.6011921208684505,1997-01-01
1998-01-01,1998.0,51.0,9.973238,3.038884,82.25271604630132,10001,-31.252716046301316,13.259984232945918,40.41910685106896,16.247284770154337,17.602685340701303,11.753664820734294,23.451705860668312,-25.90599837180839,61.11136905321099,-3.647523196159479,-4.090837972750052,1998-01-01
1999-01-01,1999.0,45.8,10.110547,3.0341625,75.79455677742462,10001,-29.99455677742462,14.518143501822614,47.677976950785755,22.367774597241258,19.467746011050014,13.539258392773316,25.396233629326712,-24.051691976960253,62.98718399906028,0.554409358248543,-0.11872922625717175,1999-01-01
2000-01-01,2000.0,41.4,9.257247,9.211353,67.13565440928957,10001,-25.735654409289573,18.77704586995766,44.807477072634256,28.42568529695661,21.332806681398722,15.32314414711896,27.342469215678484,-22.197763739032673,64.86337710183011,4.693762785284994,3.866781118282564,2000-01-01
2001-01-01,2001.0,48.0,6.036207,2.3643658,54.404297856953384,10001,-6.404297856953384,38.10840242229385,30.04392200918741,33.95378607405426,23.19786735174743,17.105390347228482,29.290344356266377,-20.344213367974763,66.73994807146963,8.303306289703743,7.41582735102708,2001-01-01
2002-01-01,2002.0,34.2,5.41819,5.158049,27.492367051243797,10001,6.707632948756206,51.22033322800344,28.78329174343137,38.54464859177279,25.06292802209614,18.88606293824825,31.23979310594403,-18.491040564202283,68.61689660839457,10.975611534743377,10.127809783421215,2002-01-01
2003-01-01,2003.0,21.2,2.4190142,1.9189583,12.90319383980488,10001,8.29680616019512,52.80950643944236,11.649261188336594,41.89663557105668,26.927988692444853,20.665225531001898,33.190751853887804,-16.63824501863623,70.49422240352594,12.40904124134837,11.696612561644677,2003-01-01
2004-01-01,2004.0,52.2,8.325006,2.383694,58.11088676672127,10001,-5.910886766721269,38.601813512525965,56.03302476826258,43.84794819149789,28.79304936279356,22.4429394025334,35.14315932305372,-14.78582641274253,72.37192513832966,12.441796589110691,11.945156588062053,2004-01-01
2005-01-01,2005.0,37.8,7.1039114,0.6315093,41.01023366578624,10001,-3.210233665786241,41.30246661346099,48.21744013191217,44.39488918311134,30.65811003314227,24.219263510878804,37.09695655540573,-12.933784418572895,74.25000448485743,11.07018030804522,10.845387379004908,2005-01-01
2006-01-01,2006.0,33.6,6.1336884,4.532461,45.844113063013666,10001,-12.244113063013664,32.26858721623357,38.3887236369105,43.69228015682514,32.523170703490976,25.994254521923466,39.052086885058486,-11.08211869880683,76.12846010578878,8.449014009080129,8.521441723271899,2006-01-01
2007-01-01,2007.0,82.8,10.287087,1.2027072,70.75365050980818,10001,12.046349490191815,56.55904976943905,68.10478523026481,42.03598606737806,34.38823137383969,27.767966846390316,41.00849590128906,-9.230828906794692,78.00729165447407,4.874162646954154,5.235635703791532,2007-01-01
2008-01-01,2008.0,56.2,8.021732,5.390208,64.2573828167486,10001,-8.0573828167486,36.455317462498634,47.28438820236692,39.829519365266236,36.25329204418839,29.54045268519316,42.966131403183624,-7.379914686601936,79.88649877497872,0.7491386721634345,1.358855688825841,2008-01-01
2009-01-01,2009.0,24.2,5.088303,5.315205,38.1320223046027,10001,-13.9320223046027,30.580677974644534,23.52401408139379,37.53849340439232,38.1183527145371,31.311762081573548,44.92494334750066,-5.529375673054361,81.76608110212857,-3.4604445613893873,-2.671305581281769,2009-01-01
2010-01-01,2010.0,17.0,1.7123363,-1.4173802,22.26834640745202,10001,-5.268346407452022,39.24435387179521,0.04050838787885982,35.638066191081904,39.983413384885814,33.081942978615885,46.884883791155744,-3.679211491784514,83.64603826155614,-7.279429047378712,-6.399942409689007,2010-01-01
2011-01-01,2011.0,47.8,9.094102,4.2256026,54.10107725432872,10001,-6.301077254328725,38.21162302491851,49.96705973749562,34.5593067775128,41.848474055234526,34.851041280902734,48.84590682956632,-1.8294217592790645,85.52636986974812,-10.276745733626704,-9.406183763943773,2011-01-01
2012-01-01,2012.0,39.6,6.8177757,3.2491233,44.78811901256824,10001,-5.188119012568237,39.324581266679,34.007460160986895,34.64053820944697,43.71353472558323,36.61910091922726,50.8079685319392,0.019993917072667955,87.40707553409379,-12.114071574371422,-11.350699223629217,2012-01-01
2013-01-01,2013.0,14.4,2.228657,3.173827,19.271093724821878,10001,-4.871093724821877,39.64160655442536,2.2839484064441757,36.08914920805293,45.57859539593194,38.386163917423374,52.77102687444051,1.8690359389292652,89.28815485293461,-12.58401784844437,-12.014001006266271,2013-01-01
2014-01-01,2014.0,54.8,5.123015,11.433273,43.482225696016386,10001,11.317774303983612,55.830474583230846,22.594126503366105,38.95818510401534,47.44365606628065,40.15227046050475,54.73504167205655,3.7177047169466206,91.16960741561468,-11.633539225160845,-11.32121871848254,2014-01-01
2015-01-01,2015.0,75.2,12.157926,6.5589204,63.34507071002734,10001,11.85492928997266,56.36762956921989,80.27479321501578,43.14036032946741,49.308716736629364,41.91745896342244,56.69997450983629,5.566000670726432,93.0514328025323,-9.369921272387673,-9.350550374764847,2015-01-01
2016-01-01,2016.0,63.6,4.917603,2.5206838,24.7393824357923,10001,38.8606175642077,83.37331784345494,34.96926908097725,48.380168309565875,51.17377740697807,43.681766139857054,58.66578867409908,7.41392422876369,94.93363058519245,-6.048670564968129,-6.324435772446716,2016-01-01
2017-01-01,2017.0,94.2,11.298989,2.0506012,64.10828552975337,10001,30.09171447024663,74.60441474949386,87.61528017920712,54.30272184596138,53.03883807732678,45.44522707055633,60.63244908409723,9.26147582839318,96.81620032626037,-2.044674301251524,-2.584448530951896,2017-01-01
2018-01-01,2018.0,26.2,4.2967873,2.208767,5.465939353424619,10001,20.73406064657538,65.24676092582261,42.96380345646628,60.45606862498099,54.90389874767549,47.20787527081271,62.599922224538275,11.108655915735014,98.69914157961597,2.1901152050892096,1.4472591358881584,2018-01-01
2019-01-01,2019.0,92.0,7.962882,4.2121882,53.38447289704105,10001,38.61552710295895,83.12822738220618,74.62468686634782,66.362205474481,56.7689594180242,48.96974275674971,64.5681760792987,12.955464945639186,100.58245389040923,6.177694781910312,5.315606981222851,2019-01-01
2020-01-01,2020.0,96.6,9.83999,6.934233,53.691680430907056,10001,42.90831956909294,87.42101984834017,92.18650590571275,71.57103311938707,58.63402008837291,50.730860110150225,66.53718006659558,14.801903381629302,102.46613679511651,9.46796515413748,8.583954048457548,2020-01-01
2021-01-01,2021.0,75.8,4.8222713,0.25504875,30.6327322235616,10001,45.16726777643839,89.67996805568563,62.79284295900746,75.71116127624347,60.49908075872162,52.49125654161617,68.50690497582707,16.647971695845328,104.35018982159791,11.689536038314978,10.883384653951824,2021-01-01
2022-01-01,2022.0,94.6,8.757187,4.427365,35.8558969140971,10001,58.74410308590289,103.25680336515012,92.08880160498272,78.53182944604805,62.36414142907033,54.25095995189746,70.4773229062432,18.493670368985363,106.2346124891553,12.591646935440647,11.954349858636805,2022-01-01
