# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# surge -> sea surface height correction due to air pressure and wind [m]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
# predicted_linear_without_wind -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and mean nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide  -> fitted nodal tide based on linear model with wind [mm relative to NAP(2005)]
index,t,year,height,u2,v2,surge,height-surge,predicted_linear_with_wind,predicted_linear_without_wind,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,sea_surface_height_due_to_tide,date
97,1959-01-01,1959.0,-99.2,1.0946395,2.77509,0.04513845848196298,-54.10667997651899,-56.85179470945486,-21.597512670134492,-10.46366134624653,-14.19858899052413,-6.728733701968931,-55.48473407552228,34.55741138302922,-9.683018923534153,1959-01-01
98,1960-01-01,1960.0,-62.8,0.7090475,1.9344361,0.04513845848196298,-17.706679976518984,-54.411675611339376,-16.42041722179976,-8.58950168211222,-12.303819364037144,-4.875184000187295,-53.60886930349278,36.42986593926834,-6.481462517475196,1960-01-01
99,1961-01-01,1961.0,-1.8,5.7542934,1.3151058,0.04513845848196298,43.293320023481016,-13.085248668684528,-10.336750156421546,-6.715342017977909,-10.41157861566759,-3.0191054202882266,-51.73322146795699,38.30253743200117,-2.5483090299449342,1961-01-01
100,1962-01-01,1962.0,-50.8,5.877581,0.13498433,0.04513845848196298,-5.706679976518984,-6.018671143699183,-3.816462191204062,-4.841182353843598,-8.521904013995359,-1.160460693691837,-49.85779059042956,40.17542588274236,1.672485625603818,1962-01-01
101,1963-01-01,1963.0,-110.6,0.2810497,1.9679369,0.04513845848196298,-65.50667997651898,-39.614695979587,2.621212237862742,-2.967022689709295,-6.634828123819645,0.7007827444010548,-47.982576689290795,42.0485313098722,5.704497950128452,1963-01-01
102,1964-01-01,1964.0,-89.0,0.65730476,-0.2056845,0.04513845848196298,-43.90667997651899,-31.51423701823764,8.466363723171739,-1.092863025574984,-4.750378476675331,2.564652425525363,-46.10757977978534,43.92185372863537,9.092613308448195,1964-01-01
103,1965-01-01,1965.0,-26.2,5.784757,-1.8158886,0.04513845848196298,18.893320023481014,8.906835697392417,13.275964067211422,0.7812966385593266,-2.8685772849009687,4.431170562019622,-44.23279987402108,45.795393151139734,11.454397134112707,1965-01-01
104,1966-01-01,1966.0,3.2,7.028076,0.6606671,0.04513845848196298,48.293320023481016,20.369018554613564,16.72387322705333,2.6554563026936373,-0.989441205994698,6.300353811381973,-42.35823698096829,47.669149586355566,12.523262349087728,1966-01-01
105,1967-01-01,1967.0,21.6,12.765246,3.800848,0.04513845848196298,66.69332002348102,61.94672742987191,18.637652472325886,4.529615966827949,0.8870188370181311,8.172213096637767,-40.48389110645892,49.543123040114814,12.178560462441844,1967-01-01
106,1968-01-01,1968.0,-42.6,3.7755845,0.19227672,0.04513845848196298,2.4933200234810116,-0.76743581251359,19.01802846010993,6.40377563096226,2.7607977747401926,10.046753487184327,-38.60976225318625,51.41731351511076,10.45919980598564,1968-01-01
107,1969-01-01,1969.0,-54.0,1.925209,0.5998935,0.04513845848196298,-8.906679976518987,-14.83613772436049,18.038811213296473,8.27793529509657,4.631896447069957,11.923974143123184,-36.73585042070462,53.29172101089776,7.5592537443136685,1969-01-01
108,1970-01-01,1970.0,-24.2,8.131738,1.78897,0.04513845848196298,20.893320023481014,26.805899210745256,16.02727526062499,10.152094959230881,6.500321593962515,13.803868324499248,-34.86215560542955,55.16634552389131,3.80605458389584,1970-01-01
109,1971-01-01,1971.0,-77.4,2.8745146,1.1014508,0.04513845848196298,-32.30667997651899,-12.395605048277282,13.427218423273613,12.026254623365192,8.366085781519645,15.686423465210739,-32.98867780063791,57.04118704736829,-0.37675416201154954,1971-01-01
110,1972-01-01,1972.0,-94.6,2.5584815,3.7007034,0.04513845848196298,-49.50667997651898,-17.114474044539435,10.748867998862845,13.900414287499503,10.229207265290077,17.57162130970893,-31.115416996468454,58.916245571467456,-4.5170366656369465,1972-01-01
111,1973-01-01,1973.0,-31.6,9.520682,-0.97213364,0.04513845848196298,13.493320023481012,30.48371575231626,8.51128869780947,15.774573951633814,12.089709794220145,19.459438109047483,-29.242373179922545,60.79152108319017,-8.147457261927556,1973-01-01
112,1974-01-01,1974.0,-27.0,11.503461,2.554668,0.04513845848196298,18.093320023481013,43.270608979697904,7.183793053984364,17.648733615768123,13.947622360099983,21.34984487143626,-27.369546334865063,62.66701356640131,-10.858231105935436,1974-01-01
113,1975-01-01,1975.0,-63.8,4.674917,0.19217925,0.04513845848196298,-18.706679976518984,-4.129305108910427,7.132967627648635,19.52289327990243,15.802978898543074,23.242807661261786,-25.496936442025575,64.54272300183044,-12.343378763627317,1975-01-01
114,1976-01-01,1976.0,-86.2,3.363256,-0.70991033,0.04513845848196298,-41.10667997651899,-11.486679192545068,8.581294434356334,21.39705294403674,17.65581794847388,25.1382879395996,-23.62454347899975,66.41864936707323,-12.435263734908999,1976-01-01
115,1977-01-01,1977.0,-32.0,7.2231917,2.5798526,0.04513845848196298,13.093320023481013,18.53872855410815,11.582038218803486,23.27121260817105,19.506182277752238,27.036242938589865,-21.752367420250966,68.29479263659307,-11.123514475296574,1977-01-01
116,1978-01-01,1978.0,-41.2,8.551636,1.0163754,0.04513845848196298,3.89332002348101,32.45721844549535,16.013234180336063,25.145372272305362,21.354118482924825,28.9366260616859,-19.880408237112132,70.17115278172285,-8.556195087200129,1978-01-01
117,1979-01-01,1979.0,-27.0,5.7002463,2.3869617,0.04276876078580486,18.095689721177173,17.699557619039602,21.591454787455184,27.019531936439673,23.199676571169903,30.839387301709444,-18.00866589778781,72.04772977066716,-5.0230925386800305,1979-01-01
118,1980-01-01,1980.0,-3.0,6.4064636,-0.81895745,0.03626444791036506,42.102194034052616,28.923211476967317,27.903801747884735,28.893691600573984,25.042909532313363,32.74447366883461,-16.137140367356455,73.92452356850443,-0.9230068700152989,1980-01-01
119,1981-01-01,1981.0,25.4,9.316558,0.50175446,0.06863466737090211,70.46982381459208,55.33973323059394,34.45451203070896,30.767851264708295,26.88387290837517,34.65182962104142,-14.26583160777297,75.80153413718956,3.2812634838899064,1981-01-01
120,1982-01-01,1982.0,2.6,5.4549103,3.2701206,0.0426874362252499,47.69577104573773,33.65718916397351,40.72091727145146,32.6420109288426,28.722624367496543,36.56139749018866,-12.394739577871448,77.67876143555665,7.11516020963947,1982-01-01
121,1983-01-01,1983.0,37.8,12.008881,2.519624,0.07752627524611064,82.86093220671687,84.69801889795566,46.21244012498115,34.51617059297691,30.559223288346068,38.47311789760776,-10.523864233368123,79.55620541932194,10.145931031391564,1983-01-01
122,1984-01-01,1984.0,-17.6,6.145271,3.6726425,0.03320698274406926,27.505251499218907,47.138684610927115,50.52596833470831,36.39033025711122,32.39373036025392,40.38693015396853,-8.653205526864575,81.43386604108701,12.031476757517149,1984-01-01
123,1985-01-01,1985.0,-17.2,6.0918846,2.5837,0.03682287432623334,27.901635607636745,49.261968459553444,53.39135615292473,38.264489921245534,34.22620720342306,42.30277263906801,-6.782763407851142,83.3117432503422,12.558965832407473,1985-01-01
124,1986-01-01,1986.0,-19.4,5.628788,3.2792351,0.0440816079401602,25.694376874022822,46.92893424974515,54.7019171254278,40.138649585379845,36.05671601265517,44.22058315810452,-4.912537822710583,85.18983699347027,11.668857763981105,1986-01-01
125,1987-01-01,1987.0,-29.2,3.2245307,1.6494709,0.01512841981848416,15.923330062144498,29.840893804839567,54.52646635795611,42.012809249514156,37.8853192271423,46.140299271886015,-3.042528714721861,87.06814721375017,9.461623775098479,1987-01-01
126,1988-01-01,1988.0,44.8,12.714699,2.842232,0.07249160595172997,89.86596687601124,95.04191744802802,53.10155298989677,43.88696891364847,39.71207922804107,48.061858599255864,-1.172736024064335,88.94667385136127,6.1864060832818,1988-01-01
127,1989-01-01,1989.0,6.4,7.2957067,2.775037,0.05047893738693056,51.48797954457605,54.85740880998879,50.804759637191346,45.76112857778278,41.53705806478562,49.985199090779936,0.6968403121780469,90.8254168433875,2.2128958960410574,1989-01-01
128,1990-01-01,1990.0,40.4,12.639977,7.651902,0.09575994009745292,85.44269854186552,89.64022696027645,48.11208263806109,47.63528824191708,43.36031721042196,51.9102592734122,2.5662003600121466,92.70437612382202,-2.010395598239334,1990-01-01
129,1991-01-01,1991.0,-59.4,4.0877404,0.39182273,0.022654358765368678,-14.284195876802386,28.048721736654684,45.544203819464585,49.50944790605139,45.18191734566916,53.83697846643362,4.435344188530955,94.58355162357182,-6.006763069074539,1991-01-01
130,1992-01-01,1992.0,-14.6,8.080558,1.6115795,0.04683831232756402,30.49162016963541,54.562273355027095,43.607718375227094,51.3836075701857,47.00191817093213,55.76529696943928,6.3042718699085825,96.46294327046283,-9.325115305141951,1992-01-01
131,1993-01-01,1993.0,-17.0,7.881514,1.9583648,0.034683607742349784,28.103774874220626,52.74068134769402,42.73795277723088,53.25776723432001,48.82037824510694,57.69515622353309,8.172983479395143,98.34255098924488,-11.590892273940431,1993-01-01
132,1994-01-01,1994.0,23.8,10.574744,3.7801545,0.06886556296800703,68.86959291899497,72.4265145356274,43.249827165584676,55.131926898454324,50.637354849725206,59.62649894718344,10.041479095311303,100.22237470159735,-12.548343701026706,1994-01-01
133,1995-01-01,1995.0,26.6,7.594569,0.72313374,0.0492510634697718,71.6892074184932,54.083419547241085,45.30230864064221,57.006086562588635,52.4529038767727,61.55926924840457,11.909758799042713,102.10241432613455,-12.089396961153287,1995-01-01
134,1996-01-01,1996.0,-81.4,-0.990271,0.8824538,-0.026035986356957197,-36.23550553168007,-2.5775491054247537,48.88046780250172,58.880246226722946,54.26707973837894,63.49341271506695,13.777822675034194,103.98266977841169,-10.265855809188274,1996-01-01
135,1997-01-01,1997.0,-27.8,4.6699576,4.208534,0.011475338016521841,17.326983143946453,41.76978527598035,53.797163911626114,60.75440589085726,56.07993529649946,65.42887648521506,15.645670810783635,105.86314097093089,-7.28355301530099,1997-01-01
136,1998-01-01,1998.0,51.0,9.973238,3.038884,0.08225271598295596,96.05620576598002,84.83023722637122,59.71416845755935,62.62856555499157,57.891521810690634,67.3656092992925,17.513303296835865,107.74382781314728,-3.4791169275207463,1998-01-01
137,1999-01-01,1999.0,45.8,10.110547,3.0341625,0.07579455608208593,90.8626639258809,91.8671313908311,66.1803428064022,64.50272521912588,59.7018889020979,69.30356153615385,19.38072022677605,109.62473021147571,0.7180255569113454,1999-01-01
138,2000-01-01,2000.0,41.4,9.257247,9.211353,0.06713565419621434,86.47132282776676,91.30971252624799,72.68256061330929,66.37688488326019,61.5110845318341,71.24268523468628,21.24792169722315,111.50584806929723,4.834120685065133,2000-01-01
139,2001-01-01,2001.0,48.0,6.036207,2.3643658,0.05440429808316773,93.0840541838798,74.72226989652714,78.70362711698544,68.2510445473945,63.31915499200592,73.18293410278308,23.114907807822966,113.38718128696604,8.404562949357059,2001-01-01
140,2002-01-01,2002.0,34.2,5.41819,5.158049,0.027492367044898096,79.31096611491807,74.62545293984823,83.78065765794355,70.12520421152881,65.12614490774645,75.12426351531117,24.981678661241077,115.26872976181654,11.026337577569448,2002-01-01
141,2003-01-01,2003.0,21.2,2.4190142,1.9189583,0.01290319376958018,66.3255552881934,57.08322561512268,87.5573259272642,71.99936387566312,66.93209724872465,77.0666305026016,26.84823436315554,117.1504933881707,12.403510949612027,2003-01-01
142,2004-01-01,2004.0,52.2,8.325006,2.383694,0.0581108866569896,97.28034759530598,100.40750394961118,89.824084408657,73.87352353979743,68.73705334872213,79.00999373087274,28.7145750222494,119.03247205734547,12.380634196198004,2004-01-01
143,2005-01-01,2005.0,37.8,7.1039114,0.6315093,0.041010233849822816,82.89744824811315,92.43392758907879,90.54181711901637,75.74768320393174,70.54105293199048,80.95431347587301,30.580700750202958,120.91466565766052,10.960289537927453,2005-01-01
144,2006-01-01,2006.0,33.6,6.1336884,4.532461,0.04584411307352858,78.69261436888945,84.48359554433074,89.84625483708355,77.62184286806605,72.34413414522483,82.89955159090728,32.446611661685914,122.79707407444619,8.302798816340374,2006-01-01
145,2007-01-01,2007.0,82.8,10.287087,1.2027072,0.07075365073315489,127.86770483122982,112.25441437226648,88.03265444991723,79.49600253220036,74.14633359410868,84.84567147029205,34.312307874349166,124.67969719005157,4.7081271165866205,2007-01-01
146,2008-01-01,2008.0,56.2,8.021732,5.390208,0.06425738278278617,101.2742010991802,93.70623911856107,85.52247174066751,81.37016219633468,75.94768638349964,86.7926380091697,36.17778950881661,126.56253488385275,0.5820241158874913,2008-01-01
147,2009-01-01,2009.0,24.2,5.088303,5.315205,0.0381320223088012,69.30032645965417,70.77563524800438,82.81578943701538,83.24432186046899,77.74822616043353,88.74041756050444,38.04305668867654,128.44558703226141,-3.6097750364720307,2009-01-01
148,2010-01-01,2010.0,17.0,1.7123363,-1.4173802,0.02226834648454634,62.11619013547843,45.734214069360775,80.43487021898855,85.11848152460328,79.54798515922572,90.68897788998085,39.90810954047299,130.32885350873357,-7.394119717818196,2010-01-01
149,2011-01-01,2011.0,47.8,9.094102,4.2256026,0.054101077222922275,92.88435740474006,96.04436485731065,78.86520615781289,86.9926411887376,81.34699424804155,92.63828812943363,41.77294819369683,132.21233418377835,-10.343850854610146,2011-01-01
150,2012-01-01,2012.0,39.6,6.8177757,3.2491233,0.04478811930847232,84.6936703626545,80.22251399322013,78.50071864857733,88.8668008528719,83.14528297639318,94.58831872935063,43.63757278077661,134.0960289249672,-12.126016634662983,2012-01-01
151,2013-01-01,2013.0,14.4,2.228657,3.173827,0.01927109401150002,59.519187387951476,49.43213772170881,79.59929441122158,90.74096051700622,84.94287962309743,96.539041410915,45.50198343706929,135.97993759694313,-12.539454545678073,2013-01-01
152,2014-01-01,2014.0,54.8,5.123015,11.433273,0.04348222587126852,99.89497625609171,71.91830484235784,82.25367644745361,92.61512018114053,86.7398112442995,98.49042911798155,47.36618030085082,137.86406006143022,-11.537497655886146,2014-01-01
153,2015-01-01,2015.0,75.2,12.157926,6.5589204,0.06334507119988583,120.2751134107631,125.98019332523485,86.38099564581678,94.48927984527484,88.5361037212292,100.44245596932048,49.230163513306366,139.7483961772433,-9.233242158369421,2015-01-01
154,2016-01-01,2016.0,63.6,4.917603,2.5206838,0.0247393824149284,108.71371909954806,80.666526766021,91.73212465821402,96.36343950940915,90.33178180741217,102.39509721140612,51.09393321852049,141.63294580029782,-5.88678160337255,2016-01-01
155,2017-01-01,2017.0,94.2,11.298989,2.0506012,0.06410828541549658,139.2743501965475,131.44943998733692,97.91979822619106,98.23759917354346,92.12686917510783,104.34832917197909,52.9574895634671,143.5177087836198,-1.8758487585684607,2017-01-01
156,2018-01-01,2018.0,26.2,4.2967873,2.208767,0.00546593951546164,71.33299254244751,88.31237065998009,104.46232586647234,100.11175883767777,93.92138846078818,106.30212921456736,54.82083269799919,145.40268497735636,2.3468210936394303,2018-01-01
157,2019-01-01,2019.0,92.0,7.962882,4.2121882,0.053384472917739824,137.08507400904523,119.73571747294845,110.83796283288316,101.98591850181208,95.71536130950992,108.25647569411424,56.68396277483843,147.28787422878574,6.304592790807047,2019-01-01
158,2020-01-01,2020.0,96.6,9.83999,6.934233,0.053691680844945654,141.68476680111803,137.80835152860294,116.54380221555496,103.86007816594639,97.50880841806432,110.21134791382846,58.546879949564556,149.17327638232823,9.55073163147299,2020-01-01
159,2021-01-01,2021.0,75.8,4.8222713,0.25504875,0.03063273221713626,120.90782574974584,107.17443309059364,121.15254071354518,105.7342378300807,99.30174957681812,112.16672608334328,60.409584380604564,151.05889127955683,11.718828692422981,2021-01-01
