# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# surge -> sea surface height correction due to air pressure and wind [m]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
# predicted_linear_without_wind -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and mean nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide  -> fitted nodal tide based on linear model with wind [mm relative to NAP(2005)]
index,year,height,u2,v2,surge,height-surge,predicted_linear_with_wind,predicted_linear_without_wind,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,sea_surface_height_due_to_tide,date
90,1980,14.691214281318278,3.2153966,0.053907517,0.0380944710713429,14.691214281318278,-6.7300263485862155,-5.043888596671962,-4.577955133202303,-8.72352490382679,-0.4323853625778149,-51.57462865937338,42.41871839296878,-0.6154287694896241,1980-01-01
91,1981,14.97627468395578,4.775985,0.022679903,0.0718094106687054,14.97627468395578,6.994715069916318,1.2655964798607044,-2.6596275435984826,-6.8444688156876055,1.5252137284906406,-49.65978148244185,44.340526395244886,3.3221439643719632,1981-01-01
92,1982,17.61836915376791,3.0092428,1.2455628,0.0455006495322266,17.61836915376791,5.134546795066623,7.205733919486285,-0.7412999539946598,-4.967579830593108,3.484979922603788,-47.74516166128137,46.26256175329205,6.884728673230101,1982-01-01
93,1983,18.440016528365213,4.976383,0.5348254,0.0821790021576293,18.440016528365213,18.871071375445034,12.32550325060868,1.17702763560916,-3.0927948538389725,5.446850125057292,-45.83076914209348,48.184824413311794,9.670197508861063,1983-01-01
94,1984,3.319158087139183,2.5496292,0.3237051,0.034966527265522,3.319158087139183,9.904383312456988,16.26648330499813,3.09535522521298,-1.2200501973109126,7.410760647736872,-43.91660386780018,50.10731431822613,11.364139817005501,1984-01-01
95,1985,1.5008121573624802,3.1703155,0.7953675,0.0397848731952987,1.5008121573624802,16.002428900600083,18.80330911774356,5.013682814816799,0.6507180884643446,9.376647541169254,-42.002665778048105,52.0300314076817,11.775351336977211,1985-01-01
96,1986,-12.14435686306382,3.5693567,0.817585,0.046930042215725,-12.14435686306382,19.05473758951173,19.869110067201703,6.932010404420619,2.5195739097684395,11.344446899072798,-40.088954809212886,53.95297561805412,10.857416441582858,1986-01-01
97,1987,10.546072945699478,1.8130172,0.13053775,0.0167396124069617,10.546072945699478,9.020624078529185,19.563057917047594,8.85033799402444,4.386580853612717,13.314095134436162,-38.17547089440373,55.876146882452616,8.713947315362663,1987-01-01
98,1988,28.534566514729114,7.323981,0.3801851,0.0750844521712654,28.534566514729114,36.07443329070845,18.139172772850966,10.768665583628259,6.251801940445036,15.285529226811482,-36.262213963468284,57.799545130724795,5.586888697291593,1988-01-01
99,1989,11.105684039785913,3.806406,0.5001768,0.0545133346462086,11.105684039785913,16.564131630146306,15.977650484283885,12.686993173232079,8.115299405388509,17.25868694107565,-34.34918394299764,59.723170289461805,1.8292082937171266,1989-01-01
100,1990,1.1553572796522147,8.797221,1.2276878,0.1009636614063423,1.1553572796522147,40.775061172685405,13.541947921282159,14.605320762835898,9.977134507285612,19.233507018386184,-32.43638075633173,61.64702228200353,-2.1349445604004686,1990-01-01
101,1991,-27.210104783474822,2.5177867,0.2212822,0.026995790136136,-27.210104783474822,5.813851851135532,11.326470136854894,16.52364835243972,11.837367364440283,21.20992934043916,-30.523804323564725,63.57110102844417,-5.858114888540202,1991-01-01
102,1992,-4.75292386150659,4.6363235,0.46046925,0.0498719425475011,-4.75292386150659,15.724003222104878,9.80076424418074,18.441975942043538,13.696056815657064,23.18789506843001,-28.611454561550932,65.49540644563801,-8.920048691154344,1992-01-01
103,1993,5.128268421375711,2.3170202,0.08018711,0.0374907502646188,5.128268421375711,3.3296706425691576,9.356519141332232,20.36030353164736,15.553260304962953,25.167346758331767,-26.69933138391064,67.41993844720537,-10.975129245533958,1993-01-01
104,1994,11.693614299119012,4.919285,1.2199252,0.0714254043868755,11.693614299119012,19.125833785021094,10.263353506053004,22.27863112125118,17.409033788255414,27.148228454246947,-24.787434701036467,69.34469694353882,-11.791388700022255,1994-01-01
105,1995,35.20229414018991,3.7871656,0.047191758,0.0524167245458046,35.20229414018991,14.27285074903282,12.638382504318376,24.196958710855,19.263431660040126,29.130485761669874,-22.875764420099678,71.26968184180967,-11.276691516842563,1995-01-01
106,1996,-0.8194338257006137,0.040142,0.014256985,-0.0253948808216382,-0.8194338257006137,-1.057029807285563,16.432998379840846,26.11528630045882,21.11650669839391,31.11406590252373,-20.96432044505695,73.1948930459746,-9.489134299352603,1996-01-01
107,1997,16.243960892147012,1.2264534,0.7445225,0.0148750577938475,16.243960892147012,10.696688365859115,21.438357069558577,28.03361389006264,22.968310026303435,33.098917753821844,-19.053102676657183,75.12033045678245,-6.630488120015224,1997-01-01
108,1998,27.681648620445905,7.443293,1.7884871,0.0844373700655486,27.681648620445905,49.110745139629294,27.308951541691012,29.95194147966646,24.818891087579594,35.084991871753324,-17.14211101244868,77.0459939717816,-3.0234235483390073,1998-01-01
109,1999,28.212833597459948,5.2715096,1.1653932,0.0782395184218679,28.212833597459948,43.14710268003002,33.6016110085549,31.87026906927028,26.66829763562246,37.0722405029181,-15.231345346786433,78.971883485327,0.9249108892128168,1999-01-01
110,2000,32.59481683898228,5.5184693,3.2992122,0.0691908685136789,32.59481683898228,52.97720801528938,39.825523965961324,33.7885966588741,28.516575733406498,39.0606175843417,-13.320805570839681,80.89799888858788,4.7688457247697436,2000-01-01
111,2001,53.07983015216348,3.417531,0.14466868,0.0557058552004977,53.07983015216348,43.38910450598014,45.49763869318771,35.70692424847792,30.3637697631627,41.050078733793136,-11.410491572599724,82.82434006955556,8.074495627748297,2001-01-01
112,2002,65.14632878533675,1.6989514,2.23091,0.0288060232339911,65.14632878533675,41.74411952765766,50.197187864996664,37.62525183808174,32.20992244434994,43.04058123181353,-9.500403236887877,84.75090691305135,10.468734345413933,2002-01-01
113,2003,63.53394506824408,1.0597814,0.49877694,0.0162517402844171,63.53394506824408,39.34933260931522,53.61318279329699,39.54357942768556,34.05507485862647,45.032083996744646,-7.590540445363693,86.67769930073482,11.681311443784008,2003-01-01
114,2004,49.689923519603916,6.299911,0.678191,0.0609290951663906,49.689923519603916,67.95879709416417,55.57951637126551,41.46190701728938,35.899266480651676,47.02454755392708,-5.680903076533397,88.60471711111215,11.575356908747578,2004-01-01
115,2005,49.01462017304538,4.018306,0.046656903,0.0437710651796158,49.01462017304538,56.06650796028724,56.09371246428089,43.3802346068932,37.74253521366522,49.01793400012117,-3.7714910057585342,90.53196021954493,10.162830391138428,2005-01-01
116,2006,40.553685630075414,3.0318968,1.442737,0.0485653330559191,40.553685630075414,52.26789609262655,55.31720540438313,45.298562196497016,39.584917428902806,51.01220696409123,-1.8623041052647622,92.4594284982588,7.603171257457172,2006-01-01
117,2007,67.72893146002261,5.71606,0.11968496,0.0748900872259719,67.72893146002261,62.62731231196724,53.5571180402349,47.21688978610084,41.42644800801467,53.00733156418702,0.046657755848976024,94.3871218163527,4.185301822183516,2007-01-01
118,2008,46.77572177534311,4.781557,2.412327,0.0673432969106514,46.77572177534311,58.94439692434074,51.23159515081825,49.13521737570466,43.26716038775282,55.00327436365651,1.9553947116012722,96.31504003980805,0.29501515238443377,2008-01-01
119,2009,41.853084643838244,2.8233922,1.2740458,0.0395992673754896,41.853084643838244,45.51167270684903,48.822605224491134,51.053544965308475,45.10708660628579,57.00000332433116,3.8639068991187315,98.24318303149822,-3.628571443764965,2009-01-01
120,2010,50.37786210122631,0.7098519,-0.15642492,0.0227411565847682,50.37786210122631,31.315368448495462,46.821538117156,52.971872554912295,46.946257350584474,58.997487759240116,5.772194458626302,100.17155065119829,-7.142581918628313,2010-01-01
121,2011,50.11312102273305,4.5929327,2.1602745,0.0578392309965948,50.11312102273305,53.26528015205084,45.67373927065979,54.89020014451612,48.78470200440029,60.995698284631956,7.680257533437349,102.1001427555949,-9.850371255631284,2011-01-01
122,2012,50.956526256065345,4.8021884,1.6506156,0.0474958257632625,50.956526256065345,53.975703956434145,45.728241208637044,56.80852773411994,50.62244869642694,62.99460677181294,9.588096269943563,104.02895919829632,-11.446296897889667,2012-01-01
123,2013,52.25852309057154,1.0756603,0.12022516,0.0211938289287563,52.25852309057154,34.681971948254464,47.198366382713175,58.72685532372376,52.459524348299915,64.9941862991476,11.495710817604703,105.95799982984282,-11.7502182461215,2013-01-01
124,2014,69.62986735305046,2.4486625,3.471638,0.0448224846662774,69.62986735305046,49.00494211313191,50.137648334957916,60.64518291332758,54.29595472214362,66.99441110451154,13.403101328938028,107.88726449771713,-10.727830084372272,2014-01-01
125,2015,71.57480592228228,7.3712325,1.8507318,0.0687108794303789,71.57480592228228,75.96810116990565,54.433789082807,62.5635105029314,56.13176446742606,68.99525653843675,15.310267959507648,109.81675304635516,-8.49453479185031,2015-01-01
126,2016,98.31976660824827,3.0661945,0.8432111,0.0264659187444129,98.31976660824827,57.928206588950836,59.82133478849257,64.48183809253523,57.96697716692463,70.99669901814582,17.21721086791363,111.74646531715683,-5.30241626376719,2016-01-01
127,2017,91.71758186625286,7.882341,1.130353,0.068234770153075,91.71758186625286,88.42741238053094,65.91163894288552,66.40016568213905,59.80161538164482,72.99871598263327,19.123930215780838,113.67640114849726,-1.5117858638867696,2017-01-01
128,2018,79.7838555842365,1.0822799,0.5682132,0.007335163101758,79.7838555842365,59.09809758895967,72.23673096012746,68.31849327174287,61.63570069456732,75.00128584891841,21.03042616774774,115.60656037573798,2.4494878318311217,2018-01-01
129,2019,101.03729303591456,4.7389493,1.8077782,0.0559150589834133,101.03729303591456,84.87144726452375,78.30213850189875,70.23682086134669,63.469253753127646,77.00438796956573,22.936698891454874,117.53694283123849,6.134274832758225,2019-01-01
130,2020,105.89427916607465,4.872175,3.071018,0.0565580728532532,105.89427916607465,92.12458005619658,83.6427011951724,72.1551484509505,65.30229431035774,79.00800259154327,24.842748557533213,119.4675483443678,9.126653669248867,2020-01-01
131,2021,108.38088495252327,2.7094505,0.037022263,0.0329048004001379,108.38088495252327,81.03895099397708,87.87507575284158,74.07347604055433,67.1348412646401,81.01211081646855,26.748575339592264,121.39837674151639,11.088858656855983,2021-01-01
