# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# surge -> sea surface height correction due to air pressure and wind [m]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
# predicted_linear_without_wind -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and mean nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide_linear  -> fitted nodal tide based on linear model  [mm relative to NAP(2005)]
# sea_surface_height_due_to_tide_broken_linear  -> fitted nodal tide based on broken linear model with wind [mm relative to NAP(2005)]
index,t,year,height,u2,v2,surge_mm,height - surge,height - surge anomaly,predicted_linear_with_wind,predicted_linear_without_wind,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,sea_surface_height_due_to_tide_linear,sea_surface_height_due_to_tide_broken_linear,date
113,1975-01-01,1975.0,-63.8,4.674917,0.19217925,45.138458481962985,-108.93845848196298,-63.8,-49.35177516698679,-37.52209501231849,-25.454828490282825,-30.169365558933016,-20.740291421632634,-68.98946713206091,18.079810151495263,-13.032692170404006,-12.6101466149561,1975-01-01
114,1976-01-01,1976.0,-86.2,3.363256,-0.70991033,45.138458481962985,-131.338458481963,-86.2,-56.57752585239715,-35.75628099733822,-23.59201782557702,-28.328024979103787,-18.856010672050253,-67.12898677906271,19.944951127908677,-13.18101836461961,-12.992531461948651,1976-01-01
115,1977-01-01,1977.0,-32.0,7.2231917,2.5798526,45.138458481962985,-77.13845848196299,-32.0,-26.625310140598174,-32.50265546753775,-21.72920716087123,-26.49016064591687,-16.96825367582559,-65.26889687020757,21.810482548465114,-11.841533044014994,-11.90838031141632,1977-01-01
116,1978-01-01,1978.0,-41.2,8.551636,1.0163754,45.138458481962985,-86.33845848196299,-41.2,-11.625222785273461,-27.912413241769396,-19.866396496165425,-24.65571823908595,-15.0770747532449,-63.40919733230518,23.67640433997433,-9.165431027442505,-9.480067058982922,1978-01-01
117,1979-01-01,1979.0,-27.0,5.7002463,2.3869617,42.76876078580486,-69.76876078580486,-24.630302303841873,-27.32280701157011,-22.28762016084692,-18.00358583145962,-22.82463735260995,-13.18253431030929,-61.54988808168642,25.542716418767174,-5.454778155715892,-5.981688312256461,1979-01-01
118,1980-01-01,1980.0,-3.0,6.4064636,-0.81895745,36.264447910365064,-39.264447910365064,5.874010571597921,-14.591103250457934,-16.047117312563216,-16.14077516675382,-20.996852094057598,-11.28469823945004,-59.69096902421458,27.409418690706943,-1.1284155166280523,-1.8081246516747052,1980-01-01
119,1981-01-01,1981.0,25.4,9.316558,0.50175446,68.63466737090212,-43.23466737090212,1.9037911110608619,12.20944343294367,-9.679244214675183,-14.277964502048015,-19.172291710166597,-9.383637293929432,-57.83244005529801,29.27651105120198,3.32531737206412,2.5695316368494163,1981-01-01
120,1982-01-01,1982.0,2.6,5.4549103,3.2701206,42.6874362252499,-40.087436225249895,5.051022256713088,-11.268129619791546,-3.686717341162982,-12.415153837342217,-17.35088122631936,-7.479426448365074,-55.9743010599041,31.143993385219666,7.403704036380457,6.657151249052623,1982-01-01
121,1983-01-01,1983.0,37.8,12.008881,2.519624,77.52627524611064,-39.726275246110646,5.412183235852339,41.61908315681394,1.4701141548801289,-10.552343172636412,-15.532542088181849,-5.572144257090975,-54.116551912574764,33.01186556730194,10.646395323227695,9.993342860000158,1983-01-01
122,1984-01-01,1984.0,-17.6,6.145271,3.6726425,33.206982744069265,-50.806982744069266,-5.668524262106281,2.2105798862770167,5.425230493940852,-8.689532507930615,-13.717192794826733,-3.6618722210344963,-52.25919247744328,34.88012746158205,12.687371453092561,12.201532812247036,1984-01-01
123,1985-01-01,1985.0,-17.2,6.0918846,2.5837,36.82287432623334,-54.022874326233335,-8.884415844270354,4.582304297244033,7.948255865631381,-6.826721843224811,-11.904749513924953,-1.7486941725246687,-50.402222608252366,36.748778921802746,13.296256615587232,13.032470983611372,1985-01-01
124,1986-01-01,1986.0,-19.4,5.628788,3.2792351,44.0816079401602,-63.481607940160195,-18.34314945819721,1.7069926901588346,8.970462169367742,-4.963911178519013,-10.095126671001452,0.1673043139634256,-48.54564214837395,38.617819791335926,12.404322710127728,12.392364971620076,1986-01-01
125,1987-01-01,1987.0,-29.2,3.2245307,1.6494709,15.128419818484161,-44.328419818484164,0.8100386634788244,-15.600380871566793,8.592526719928824,-3.1011005138132086,-8.288237506231939,2.0860364786055214,-46.68945093082991,40.4872499032035,10.112247051492945,10.353466939877032,1987-01-01
126,1988-01-01,1988.0,44.8,12.714699,2.842232,72.49160595172998,-27.691605951729983,17.446852530233002,51.18225955901941,7.073168264487432,-1.2382898491074037,-6.4839945937415715,4.007414895526764,-44.833648778314526,42.35706908009972,6.678748386855688,7.1459181328034,1988-01-01
127,1989-01-01,1989.0,6.4,7.2957067,2.775037,50.47893738693055,-44.078937386930555,1.0595210950324319,9.502498488980002,4.799944024197195,0.6245208155983939,-4.682310319793758,5.931351950990545,-42.978235503218066,44.227277134414855,2.491383937369587,3.1317716116650205,1989-01-01
128,1990-01-01,1990.0,40.4,12.639977,7.651902,95.75994009745293,-55.35994009745293,-10.221481615489942,43.62247812610759,2.245504053276754,2.4873314803041984,-2.8830973175842205,7.857760278192617,-41.123210907651846,46.097873868260244,-1.9771962427467162,-1.2358745964269309,1990-01-01
129,1991-01-01,1991.0,-59.4,4.0877404,0.39182273,22.65435876536868,-82.05435876536868,-36.91590028340569,-17.566509399829688,-0.08575928169316782,4.350142145009996,-1.0862688575488146,9.786553147568807,-39.26857478347454,47.968859073494535,-6.2225997869124985,-5.46402107812647,1991-01-01
130,1992-01-01,1992.0,-14.6,8.080558,1.6115795,46.838312327564026,-61.43831232756403,-16.299853845601042,9.387193680476669,-1.7146447457743754,6.212952809715801,0.7082608068670231,11.71764481256458,-37.41432691231991,49.84023253175151,-9.765625460189572,-9.075414494745838,1992-01-01
131,1993-01-01,1993.0,-17.0,7.881514,1.9583648,34.683607742349785,-51.683607742349785,-6.5451492603868004,7.3998848250013864,-2.2412322229192334,8.0757634744216,2.5005761371526853,13.650950811690514,-35.560467065625794,51.71199401446899,-12.206353146530294,-11.662417700113226,1993-01-01
132,1994-01-01,1994.0,23.8,10.574744,3.7801545,68.86556296800704,-45.06556296800704,0.07289551395594529,27.158675997322735,-1.3900238224620338,9.938574139127404,4.29076004985432,15.586388228400487,-33.70699500466442,53.58414328291923,-13.269284955268956,-12.933021909220471,1994-01-01
133,1995-01-01,1995.0,26.6,7.594569,0.72313374,49.25106346977181,-22.651063469771806,22.48739501219118,9.33945143501594,0.9589592114689935,11.801384803833201,6.078893696782795,17.523875910883607,-31.85391048057408,55.45668008824048,-12.834442130533795,-12.743807279928298,1995-01-01
134,1996-01-01,1996.0,-81.4,-0.990271,0.8824538,-26.0359863569572,-55.36401364304281,-10.225555161079825,-49.21782457718519,4.7566338608640635,13.664195468539006,7.865056282807904,19.463334654270106,-30.001213234392004,57.32960417147002,-10.950907690334585,-11.11613147189894,1996-01-01
135,1997-01-01,1997.0,-27.8,4.6699576,4.208534,11.47533801652184,-39.27533801652184,5.8631204654411455,-4.489105391566602,9.7903955946339,15.527006133244805,9.649324918460822,21.404687348028787,-28.148902997088655,59.20291526357826,-7.831286165760604,-8.233718894172057,1997-01-01
136,1998-01-01,1998.0,51.0,9.973238,3.038884,82.25271598295595,-31.252715982955948,13.885742499007037,40.460566322105464,15.708116170654186,17.389816797950605,11.431774504403283,23.347859091497927,-26.296979489603142,61.07661308550435,-3.827705798936186,-4.421922755807407,1998-01-01
137,1999-01-01,1999.0,45.8,10.110547,3.0341625,75.79455608208593,-29.994556082085936,15.14390239987705,47.722510681440006,22.057890219742063,19.252627462656406,13.21247764475418,25.29277728055863,-24.44544242288002,62.95069734819283,0.6079280409558283,-0.11100072202671019,1999-01-01
138,2000-01-01,2000.0,41.4,9.257247,9.211353,67.13565419621435,-25.735654196214348,19.402804285748637,44.9141049431502,28.339044203634963,21.115438127362207,14.991504586275934,27.23937166844848,-22.594291497907296,64.82516775263171,4.974941815652858,4.212450552501248,2000-01-01
139,2001-01-01,2001.0,48.0,6.036207,2.3643658,54.40429808316774,-6.404298083167738,38.73416039879525,30.0643199412439,34.0586500951015,22.97824879206801,16.76892318049712,29.187574403638898,-20.743526405755695,66.70002398989172,8.780407497923534,8.060420171192595,2001-01-01
140,2002-01-01,2002.0,34.2,5.41819,5.158049,27.4923670448981,6.707632955101904,51.846091437064885,28.827799943812845,38.78716478110477,24.84105945677381,18.54479886596989,31.137320047577727,-18.893146827619095,68.57526574116672,11.594781974730946,10.998567376072636,2002-01-01
141,2003-01-01,2003.0,21.2,2.4190142,1.9189583,12.90319376958018,8.296806230419818,53.4352647123828,11.642460688087002,42.206914874218974,26.70387012147961,20.31919466801744,33.08854557494178,-17.043152434856303,70.45089267781552,13.100391858649282,12.695247894845128,2003-01-01
142,2004-01-01,2004.0,52.2,8.325006,2.383694,58.1108866569896,-5.910886656989597,39.22757182497339,56.05096799378936,44.1479541942511,28.56668078618541,22.09217121350689,35.04119035886393,-15.193542889033932,72.32690446140475,13.12729096948556,12.95894839045438,2004-01-01
143,2005-01-01,2005.0,37.8,7.1039114,0.6315093,41.01023384982282,-3.2102338498228207,41.928224632140164,48.204514893900175,44.60724649576601,30.429491450891213,23.86378675837718,36.995196143405245,-13.344317841970451,74.20330074375288,11.672443061804596,11.759903588095492,2005-01-01
144,2006-01-01,2006.0,33.6,6.1336884,4.532461,45.84411307352858,-12.244113073528581,32.894345408434404,38.40448929818813,43.749008185226614,32.29230211559702,25.63409722585179,38.950507005342246,-11.49547693578156,76.08008116697559,8.900064542069334,9.233456039791868,2006-01-01
145,2007-01-01,2007.0,82.8,10.287087,1.2027072,70.75365073315488,12.046349266845112,57.1848077488081,68.09596711706236,41.88617234344659,34.15511278030282,27.40315625346667,40.907069307138975,-9.647019802926579,77.95724536353222,5.12308849109345,5.66477929207651,2007-01-01
146,2008-01-01,2008.0,56.2,8.021732,5.390208,64.25738278278615,-8.05738278278615,37.081075699176836,47.30214266872876,39.44506630754023,36.01792344500862,29.171015247239723,42.86483164277752,-7.798946066256065,79.8347929562733,0.7678422459912193,1.456688833938819,2008-01-01
147,2009-01-01,2009.0,24.2,5.088303,5.315205,38.1320223088012,-13.932022308801198,31.206436173161787,23.521992970817763,36.917289841205076,37.880734109714425,30.937723441495912,44.82374477793294,-5.951255339060509,81.71272355848936,-3.6740744295397856,-2.9158258257811718,2009-01-01
148,2010-01-01,2010.0,17.0,1.7123363,-1.4173802,22.26834648454634,-5.268346484546338,39.87011199741664,-0.05126542035405205,34.80422565971497,39.74354477442022,32.70332796303943,46.78376158580102,-4.103947225120301,83.59103677396075,-7.701278820225772,-6.95921574575786,2010-01-01
149,2011-01-01,2011.0,47.8,9.094102,4.2256026,54.10107722292228,-6.301077222922281,38.837381259040704,49.963937061656715,33.56044570123517,41.60635543912603,34.4678738985298,48.74483697972225,-2.257021318756564,85.46973219700863,-10.859198987901427,-10.21708204121331,2011-01-01
150,2012-01-01,2012.0,39.6,6.8177757,3.2491233,44.788119308472325,-5.188119308472324,39.95033917349066,33.983399810048944,33.54240117904691,43.46916610383183,36.231404364070784,50.70692784359288,-0.4104772048833212,87.34880941254698,-12.791383719285552,-12.321692048855477,2012-01-01
151,2013-01-01,2013.0,14.4,2.228657,3.173827,19.27109401150002,-4.871094011500018,40.267364470462965,2.2400087509966538,34.96818804086768,45.33197676853763,37.993960576160006,52.66999296091525,1.4356855409393958,89.22826799613586,-13.279737066660653,-13.035487264708593,2013-01-01
152,2014-01-01,2014.0,54.8,5.123015,11.433273,43.48222587126852,11.317774128731479,56.456232610694464,22.65162770213147,37.89292932146051,47.194787433243434,39.755581923272956,54.63399294321391,3.281467352451358,91.10810751403551,-12.26913599526368,-12.277897833546593,2014-01-01
153,2015-01-01,2015.0,75.2,12.157926,6.5589204,63.345071199885844,11.854928800114159,56.993387282077144,80.31531018412191,42.20255311307743,49.05759809794923,41.516306037467444,56.59889015843102,5.126868672636853,92.9883275232616,-9.873652412842626,-10.134436896160924,2015-01-01
154,2016-01-01,2016.0,63.6,4.917603,2.5206838,24.739382414928397,38.86061758507161,83.9990760670346,34.93933783444989,47.626668467242396,50.920408762655036,43.27616886549537,58.5646486598147,6.971889953668438,94.86892757164163,-6.3636772678735225,-6.847048267209367,2016-01-01
155,2017-01-01,2017.0,94.2,11.298989,2.0506012,64.10828541549658,30.09171458450342,75.2301730664664,87.61142255733479,53.769085856488054,52.783219427360834,45.03520473899703,60.53123411572464,8.816531656849598,96.74990719787206,-2.135400087823731,-2.786796952486249,2017-01-01
156,2018-01-01,2018.0,26.2,4.2967873,2.208767,5.46593951546164,20.73406048453836,65.87251896650135,42.93303472602886,60.152537189509985,54.64603009206664,46.79344644343186,62.498613740701416,10.6607942525565,98.63126593157678,2.333911036002349,1.5880149280960252,2018-01-01
157,2019-01-01,2019.0,92.0,7.962882,4.2121882,53.38447291773982,38.61552708226018,83.75398556422317,74.63149473056387,66.27254759423076,56.508840756772436,48.55092528546697,64.46675622807791,12.504678220178647,100.51300329336622,6.539781231527252,5.78357913369823,2019-01-01
158,2020-01-01,2020.0,96.6,9.83999,6.934233,53.69168084494565,42.90831915505434,88.04677763701733,92.22877121553728,71.65437817463777,58.37165142147824,50.307671158604876,66.4356316843516,14.348184048058727,102.39511879489775,10.007471602738391,9.326320060100148,2020-01-01
159,2021-01-01,2021.0,75.8,4.8222713,0.25504875,30.632732217136258,45.16726778286374,90.30572626482672,62.74012214792351,75.9066123101482,60.23446208618404,52.06371260688222,68.40521156548586,16.19131223343131,104.27761193893676,12.345565529052978,11.816349732145493,2021-01-01
