# Sea surface height for the Netherlands  for the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
t,year,height,interpolated,flags,station,alpha,u,v,speed,direction,u2main,u2perp,u2,v2,predicted_linear_with_wind
1908-01-01,1908,-105.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-58.33235623161256
1909-01-01,1909,-59.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-55.924488625107735
1910-01-01,1910,-47.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-54.42054049729763
1911-01-01,1911,-77.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-53.84580923071501
1912-01-01,1912,-1.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-54.1207065679781
1913-01-01,1913,-25.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-55.06974216089892
1914-01-01,1914,-10.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-56.44133209768123
1915-01-01,1915,-74.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-57.936196514589234
1916-01-01,1916,-4.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-59.24114090290747
1917-01-01,1917,-53.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-60.06440803574602
1918-01-01,1918,-34.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-60.16861015504549
1919-01-01,1919,-60.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-59.39752418801235
1920-01-01,1920,-53.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-57.69372547466208
1921-01-01,1921,-35.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-55.10506959403288
1922-01-01,1922,-52.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-51.77929065093624
1923-01-01,1923,-8.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-47.947325743293995
1924-01-01,1924,-39.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-43.89724786595625
1925-01-01,1925,18.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-39.94174958252487
1926-01-01,1926,6.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-36.38284775575753
1927-01-01,1927,-10.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-33.47779330099892
1928-01-01,1928,8.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-31.410033909737997
1929-01-01,1929,-68.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-30.2685073348297
1930-01-01,1930,-36.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-30.03760251420038
1931-01-01,1931,-15.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-30.59892167429593
1932-01-01,1932,-29.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-31.74464451530259
1933-01-01,1933,-85.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-33.200985991610004
1934-01-01,1934,-55.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-34.65909988330896
1935-01-01,1935,-3.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-35.80993990855604
1936-01-01,1936,-13.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-36.379143417990825
1937-01-01,1937,-46.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-36.1580001634353
1938-01-01,1938,-13.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-35.02701053155287
1939-01-01,1939,-63.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-32.96937409957476
1940-01-01,1940,-57.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-30.072885988203474
1941-01-01,1941,-95.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-26.520026960275068
1942-01-01,1942,-59.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-22.567365848350782
1943-01-01,1943,-13.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-18.516599268579093
1944-01-01,1944,-11.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-14.680497522061522
1945-01-01,1945,-9.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-11.347600550612661
1946-01-01,1946,-32.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-8.749648901800832
1947-01-01,1947,-103.0,N,0,25,108,,,,,16.60190060873629,13.01902104501754,3.3570893,0.7168687,-7.035425943139252
1948-01-01,1948,-10.0,N,0,25,108,1.6908302,1.6606774,2.3699696,0.7764016,13.826583846947447,26.543124309074404,2.858907,2.7578495,-0.8719033712631585
1949-01-01,1949,8.0,N,0,25,108,2.3029177,0.56715775,2.371729,0.24147245,24.454213869096932,15.183152194119284,5.30343,0.3216679,19.079804513267376
1950-01-01,1950,2.0,N,0,25,108,1.9535795,1.1301304,2.2569156,0.5244548,0.2808883995818315,0.3124956952395825,3.816473,1.2771947,2.8429130446404116
1951-01-01,1951,-19.0,N,0,25,108,1.2349147,1.3340313,1.8178706,0.8239617,5.3914803691348725,11.673329514733547,1.5250142,1.7796396,-28.168081788092515
1952-01-01,1952,3.0,N,0,25,108,1.8547251,-0.19691779,1.8651493,6.177411,24.53117352825978,5.1872215873606455,3.4400053,-0.038776614,-13.406382234750808
1953-01-01,1953,-42.0,N,0,25,108,1.7142906,0.26263824,1.7342926,0.15202314,9.25321800028906,4.655965008685832,2.9387922,0.068978846,-21.29271249832245
1954-01-01,1954,-16.0,N,0,25,108,2.234173,1.1717563,2.5228045,0.48303127,1.3928149590905767,1.4260577031042296,4.9915295,1.3730128,15.119278449856253
1955-01-01,1955,-19.0,N,0,25,108,1.3086976,-0.47786716,1.3932145,5.9330807,2.464008510948738,-0.08860792369674932,1.7126894,-0.22835702,-41.89928496977602
1956-01-01,1956,-61.0,N,0,25,108,1.4128401,0.010315217,1.4128778,0.007300921,11.936579411967788,3.97500906135561,1.9961172,0.000106403706,-35.87858077638546
1957-01-01,1957,-15.0,N,0,25,108,1.501584,0.4303595,1.5620384,0.27912173,12.245315265079626,8.257236514086536,2.2547548,0.1852093,-29.54950863692067
1958-01-01,1958,-9.0,N,0,25,108,1.4983262,0.41081887,1.553626,0.26760855,11.063239675803766,7.276270920605457,2.2449813,0.16877215,-27.39190156716922
1959-01-01,1959,-59.0,N,0,25,108,0.37447605,0.45224732,0.5871626,0.87919384,5.720312439765929,14.428797943905797,0.14023231,0.20452765,-54.11403583445498
1960-01-01,1960,-24.0,N,0,25,108,0.6261789,0.3190679,0.7027833,0.4712564,1.43570725882649,1.4357575297806715,0.39210004,0.10180432,-47.39838809030593
1961-01-01,1961,58.0,N,0,25,108,1.7720531,0.46134415,1.8311228,0.25469065,5.781404290942383,3.6963243910002674,3.1401722,0.21283843,-3.3661995358229717
1962-01-01,1962,4.0,N,0,25,108,1.9083265,-0.2828922,1.9291806,6.1360164,33.59815016342023,5.663296960273708,3.64171,-0.080028,6.019610528798616
1963-01-01,1963,-73.0,N,0,25,108,0.37059927,0.4840391,0.6096209,0.9173611,8.14586976635015,23.081187620405654,0.13734382,0.23429385,-38.52652842656009
1964-01-01,1964,-60.0,N,0,25,108,0.99816734,-0.1218421,1.0055763,6.1617208,1.1965461509975175,0.23346446849383354,0.996338,-0.014845498,-24.68995688721533
1965-01-01,1965,11.0,N,0,25,108,1.7250144,-0.2399388,1.7416215,6.1449785,10.31914174972611,1.8346481315879288,2.9756749,-0.057570625,5.640013285089196
1966-01-01,1966,27.0,N,0,25,108,1.6971173,0.20143817,1.7090304,0.11814158,5.150139957387143,2.376319669049835,2.8802073,0.040577337,6.228824905930757
1967-01-01,1967,89.0,N,0,25,108,3.032625,1.1526567,3.2442923,0.36322168,9.440393841796459,7.593274778184004,9.196815,1.3286175,104.9421750619199
1968-01-01,1968,-2.0,N,0,25,108,0.9237792,0.11379398,0.9307615,0.12256564,19.723200615019344,9.206508141113991,0.853368,0.012949069,-22.911427726213525
1969-01-01,1969,-3.0,N,0,25,108,0.7452643,-0.09891674,0.75180006,6.15123,19.481861506838097,3.5894720403110476,0.55541885,-0.009784522,-28.34999134630483
1970-01-01,1970,63.0,N,0,25,108,2.0613587,0.28401086,2.080832,0.13691646,9.028820045194557,4.373402350266243,4.2492,0.08066217,23.64845388504301
1971-01-01,1971,-15.0,N,0,25,108,1.0549712,-0.07442451,1.0575932,6.2127557,22.251766462167847,5.533416614393305,1.1129643,-0.005539008,-23.243465217905516
1972-01-01,1972,-13.0,N,0,25,108,0.58096564,0.75428224,0.9520834,0.9144775,5.008394648928751,14.061868777026255,0.33752108,0.5689417,-32.064321526690094
1973-01-01,1973,48.0,N,0,25,108,2.2874253,-0.57605195,2.3588452,6.0364814,1.8648979798396124,0.12598789582720232,5.2323146,-0.33183584,31.734833680037795
1974-01-01,1974,43.0,N,0,25,108,2.1156101,0.58636284,2.195365,0.27037337,30.866048531653814,20.423016238535194,4.475806,0.34382138,25.07976426881141
1975-01-01,1975,-8.0,N,0,25,108,1.162257,-0.14758463,1.1715897,6.1568804,52.43988737927311,9.968589033968128,1.3508413,-0.021781223,-20.958145008803303
1976-01-01,1976,-42.0,N,0,25,108,0.7090325,-0.120357074,0.7191751,6.11504,33.32237869367548,4.900399860377155,0.50272703,-0.014485825,-31.197355851598097
1977-01-01,1977,21.0,N,0,25,108,1.8557261,0.6938902,1.9812125,0.35782212,6.648590631894717,5.288849362998702,3.4437194,0.48148364,16.64695769866284
1978-01-01,1978,-7.0,N,0,25,108,1.8145679,0.4161997,1.8616872,0.22546591,12.53258166862396,7.506016703812262,3.2926567,0.1732222,16.020447349076072
1979-01-01,1979,15.0,N,0,25,108,1.7039541,0.9896787,1.9705135,0.5261919,0.8517873581508155,0.9509531867151072,2.9034595,0.9794639,19.28090999109138
1980-01-01,1980,52.0,N,0,25,108,1.7931526,0.23217991,1.8081216,0.12876499,1.5561492420667988,0.7381715764810937,3.2153962,0.05390751,22.12721871394255
1981-01-01,1981,76.0,N,0,25,108,2.1854026,0.15059848,2.1905854,0.06880232,31.549596673560778,12.709781724919893,4.775985,0.022679903,48.17843597124677
1982-01-01,1982,51.0,N,0,25,108,1.7347169,1.1160479,2.062718,0.57169336,1.594166375262013,1.9515526217435823,3.0092428,1.2455628,33.862537526008424
1983-01-01,1983,100.0,N,0,25,108,2.230781,0.7313176,2.3475966,0.31678966,64.85269505491874,47.379375907712664,4.976384,0.5348254,60.435184582236026
1984-01-01,1984,16.0,N,0,25,108,1.5967559,0.5689509,1.6950912,0.34229112,30.723490199813043,23.6703853259423,2.5496292,0.3237051,26.337178059936978
1985-01-01,1985,16.0,N,0,25,108,1.780538,0.89183384,1.9914023,0.46435046,0.23218675754078427,0.22900978439212574,3.1703155,0.7953676,39.10123665573349
1986-01-01,1986,18.0,N,0,25,108,1.8892741,0.9042041,2.0945027,0.44638044,11.270400267224634,10.723551808663654,3.5693567,0.817585,45.040342368949695
1987-01-01,1987,-11.0,N,0,25,108,1.3464832,0.36130008,1.3941144,0.26215342,4.330312668773019,2.8143180222064026,1.8130171,0.13053775,15.02488678014305
1988-01-01,1988,87.0,N,0,25,108,2.7062857,0.6165915,2.775638,0.22401291,34.53996838274932,20.618556425388356,7.3239822,0.3801851,94.19924394813037
1989-01-01,1989,35.0,N,0,25,108,1.9510013,0.70723176,2.0752308,0.34776416,20.61589974972352,16.063734059410546,3.806406,0.5001768,43.121806423974185
1990-01-01,1990,95.0,N,0,25,108,2.966011,1.1080108,3.1662138,0.35751578,53.71074324164348,42.69919327778066,8.797221,1.2276878,117.56877700898059
1991-01-01,1991,-42.0,N,0,25,108,1.5867535,0.47040644,1.6550133,0.2882045,10.40823127723306,7.156830263320882,2.5177867,0.22128223,20.469260866314546
1992-01-01,1992,9.0,N,0,25,108,2.1532123,0.6785789,2.2576077,0.30529475,2.486066339856501,1.7727768060043803,4.6363235,0.46046934,51.79685026258544
1993-01-01,1993,3.0,N,0,25,108,1.522176,0.2831733,1.5482917,0.18392934,46.79603843346987,25.448772815365572,2.31702,0.08018711,16.639663878395805
1994-01-01,1994,55.0,N,0,25,108,2.217946,1.1045022,2.477743,0.46203372,33.53417607395831,32.92241397323282,4.919285,1.2199252,62.14519135720978
1995-01-01,1995,53.0,N,0,25,108,1.9460641,0.21723662,1.9581516,0.11116848,25.98939578496417,11.77262688001119,3.7871656,0.04719175,40.9576717399901
1996-01-01,1996,-95.0,N,0,25,108,0.20035468,0.119402625,0.23323591,0.53744084,31.675627245753365,36.173976057123284,0.040142,0.014256987,-9.845830597969803
1997-01-01,1997,-9.0,N,0,25,108,1.1074536,0.8628571,1.4039145,0.66188896,2.48205039579092,3.669206153617807,1.2264534,0.7445224,15.242302400526558
1998-01-01,1998,89.0,N,0,25,108,2.72824,1.3373433,3.0383847,0.45576513,10.145605495032873,9.83638410562069,7.4432936,1.7884872,114.59154657536409
1999-01-01,1999,80.0,N,0,25,108,2.2959769,1.0795338,2.5371053,0.43951237,22.704945920002725,21.308096283018262,5.2715096,1.1653932,83.73189061341137
2000-01-01,2000,77.0,N,0,25,108,2.349142,1.8163733,2.9694579,0.658189,16.438298162052657,24.10799310004315,5.5184684,3.2992122,104.11914458268366
2001-01-01,2001,67.0,N,0,25,108,1.8486564,0.3803534,1.8873789,0.20291427,7.968661090090133,4.531637931038301,3.4175305,0.1446687,57.947150792210834
2002-01-01,2002,53.0,N,0,25,108,1.3034383,1.4936231,1.9823878,0.8532882,16.40852709714149,38.45030485900833,1.6989514,2.23091,48.60654122157506
2003-01-01,2003,39.0,N,0,25,108,1.0294569,0.7062414,1.2484224,0.6012905,6.906572388893137,8.985032659655772,1.0597814,0.49877694,30.407238816658587
2004-01-01,2004,88.0,N,0,25,108,2.5099626,0.8235235,2.64161,0.3170349,20.72634760234211,15.149826735543403,6.299912,0.678191,107.12491225877238
2005-01-01,2005,58.0,N,0,25,108,2.0045712,0.21600209,2.0161753,0.1073406,38.288083750221126,17.167332576271846,4.018306,0.046656903,70.38084116556885
2006-01-01,2006,65.0,N,0,25,108,1.7412343,1.2011399,2.115333,0.6038617,1.1972217275496928,1.5658288688187239,3.0318968,1.4427371,63.91128594913071
2007-01-01,2007,122.0,N,0,25,108,2.3908284,0.3459551,2.4157286,0.1437035,58.97657276292024,29.063049185122264,5.71606,0.119684935,92.85759914247089
2008-01-01,2008,98.0,N,0,25,108,2.1866772,1.5531667,2.6821418,0.61759615,32.30411637784829,43.474782001758484,4.781557,2.412327,92.04232614397796
2009-01-01,2009,52.0,N,0,25,108,1.6802953,1.1287364,2.024213,0.59151274,8.453249204342347,10.777412551768784,2.8233924,1.2740458,55.71778409888476
2010-01-01,2010,30.0,N,0,25,108,0.8425271,-0.3955059,0.93073994,5.844293,1.237584918552369,-0.1551733853588794,0.7098519,-0.15642492,15.84284550619534
2011-01-01,2011,96.0,N,0,25,108,2.1431127,1.4697872,2.5986931,0.6011449,2.8074790244517365,3.651259803182211,4.5929317,2.1602745,85.45236129547445
2012-01-01,2012,83.0,N,0,25,108,2.1913896,1.2847629,2.540237,0.5302685,19.22216348238708,21.63686031417896,4.8021884,1.6506156,86.0339420683195
2013-01-01,2013,40.0,N,0,25,108,1.0371405,0.346735,1.0935655,0.32263672,1.7840457092326627,1.3194365276931466,1.0756603,0.12022516,24.97136294788425
2014-01-01,2014,93.0,N,0,25,108,1.5648203,1.8632332,2.4331667,0.8722295,16.08542830396963,39.76301107120748,2.4486625,3.471638,67.69661682109415
2015-01-01,2015,140.0,N,0,25,108,2.7150016,1.360416,3.036769,0.46450627,34.02394415847012,33.56885997278968,7.3712335,1.8507318,131.48479290951573
2016-01-01,2016,103.0,N,0,25,108,1.7510552,0.9182653,1.9772217,0.48298186,16.92814562288099,17.33046165982002,3.0661945,0.8432111,67.51292728090581
2017-01-01,2017,149.0,N,0,25,108,2.8075507,1.0631807,3.002115,0.36199847,3.418627311107585,2.7428541798449353,7.882341,1.1303532,142.23541558397497
2018-01-01,2018,47.0,N,0,25,108,1.0403268,0.7537992,1.2847152,0.62703234,14.287745985573629,19.61229899571677,1.0822799,0.5682132,45.45469452433047
2019-01-01,2019,140.0,N,0,25,108,2.1769128,1.3445364,2.5586574,0.55328524,16.606586306503214,19.58244436248039,4.7389493,1.8077782,108.97155894241061
2020-01-01,2020,153.0,N,0,25,108,2.2073004,1.752432,2.8183672,0.671026,25.024200895207976,37.731502161045924,4.872175,3.071018,121.57545014893026
1890-01-01,1890,-236.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-200.54029303572236
1891-01-01,1891,-197.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-194.61782630728135
1892-01-01,1892,-164.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-190.20228922821525
1893-01-01,1893,-117.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-187.55868895622854
1894-01-01,1894,-122.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-186.7520247352076
1895-01-01,1895,-224.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-187.63995108551188
1896-01-01,1896,-230.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-189.888845093908
1897-01-01,1897,-212.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-193.01146420283823
1898-01-01,1898,-178.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-196.42194386444004
1899-01-01,1899,-166.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-199.50192718215067
1900-01-01,1900,-193.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-201.6703621361965
1901-01-01,1901,-199.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-202.44908800960462
1902-01-01,1902,-275.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-201.5168079266645
1903-01-01,1903,-183.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-198.7453553369075
1904-01-01,1904,-220.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-194.21416085403638
1905-01-01,1905,-229.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-188.20128650089538
1906-01-01,1906,-188.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-181.1520393728478
1907-01-01,1907,-238.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-173.62870746199036
1908-01-01,1908,-237.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-166.24709122655486
1909-01-01,1909,-157.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-159.60699492418485
1910-01-01,1910,-143.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-154.22452352128778
1911-01-01,1911,-167.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-150.47382718571163
1912-01-01,1912,-106.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-148.5448689711074
1913-01-01,1913,-126.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-148.42198267863643
1914-01-01,1914,-102.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-149.88564118399802
1915-01-01,1915,-136.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-152.53723562931845
1916-01-01,1916,-87.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-155.8440685209718
1917-01-01,1917,-144.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-159.19948212353256
1918-01-01,1918,-160.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-161.9913351388426
1919-01-01,1919,-210.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-163.67109834391243
1920-01-01,1920,-212.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-163.81576999621115
1921-01-01,1921,-195.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-162.175622285869
1922-01-01,1922,-195.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-158.70238943926825
1923-01-01,1923,-173.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-153.55471573313224
1924-01-01,1924,-189.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-147.08024847284184
1925-01-01,1925,-143.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-139.77639719557624
1926-01-01,1926,-152.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-132.23418841533135
1927-01-01,1927,-119.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-125.07155332279568
1928-01-01,1928,-99.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-118.86357861154256
1929-01-01,1929,-159.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-114.07759339005402
1930-01-01,1930,-116.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-111.02041926440985
1931-01-01,1931,-115.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-109.8037377548333
1932-01-01,1932,-126.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-110.33148420963765
1933-01-01,1933,-172.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-112.31069113242516
1934-01-01,1934,-154.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-115.28455697863627
1935-01-01,1935,-108.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-118.68400777083464
1936-01-01,1936,-75.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-121.89193149949433
1937-01-01,1937,-77.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-124.31283483148074
1938-01-01,1938,-109.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-125.44005960376352
1939-01-01,1939,-106.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-124.91297201989458
1940-01-01,1940,-111.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-122.55766930105337
1941-01-01,1941,-133.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-118.40660901586268
1942-01-01,1942,-123.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-112.69494542231583
1943-01-01,1943,-66.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-105.83398635835037
1944-01-01,1944,-46.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-98.36476674273472
1945-01-01,1945,-110.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-90.89697909167938
1946-01-01,1946,-121.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-84.04015428795346
1947-01-01,1947,-146.0,N,0,32,110,,,,,16.13742989742341,13.590488184708933,3.357089,0.71686864,-78.33486059442512
1948-01-01,1948,-55.0,N,0,32,110,1.6908302,1.6606774,2.3699696,0.7764016,12.891819386351061,27.009495772289927,2.858907,2.7578495,-76.64956162777109
1949-01-01,1949,-51.0,N,0,32,110,2.3029177,0.56715775,2.371729,0.24147245,23.909432652806387,16.02734278432447,5.30343,0.3216679,-55.314746854100854
1950-01-01,1950,-41.0,N,0,32,110,1.9535795,1.1301304,2.2569156,0.5244548,0.2698113474725972,0.32210819508037053,3.816473,1.2771947,-66.82702461507645
1951-01-01,1951,-53.0,N,0,32,110,1.2349147,1.3340313,1.8178706,0.8239617,4.980802700060268,11.8543783891602,1.5250142,1.7796396,-87.38840898306918
1952-01-01,1952,-33.0,N,0,32,110,1.8547251,-0.19691779,1.8651493,6.177411,24.335198377473255,6.040187281781643,3.4400053,-0.038776614,-74.85704645442698
1953-01-01,1953,-85.0,N,0,32,110,1.7142906,0.26263824,1.7342926,0.15202314,9.085090354429274,4.976061371691116,2.9387922,0.068978846,-82.31856215874629
1954-01-01,1954,-63.0,N,0,32,110,2.234173,1.1717563,2.5228045,0.48303127,1.3421977977430375,1.4737975283542637,4.9915295,1.3730128,-66.71070853716277
1955-01-01,1955,-38.0,N,0,32,110,1.3086976,-0.47786716,1.3932145,5.9330807,2.46559987548002,-0.00256128924094943,1.7126894,-0.22835702,-99.60054865845021
1956-01-01,1956,-95.0,N,0,32,110,1.4128401,0.010315217,1.4128778,0.007300921,11.790582154676407,4.389168207063693,1.9961172,0.000106403706,-98.90543198973009
1957-01-01,1957,-65.0,N,0,32,110,1.501584,0.4303595,1.5620384,0.27912173,11.94968235138235,8.67956176841995,2.2547548,0.1852093,-97.01187380024169
1958-01-01,1958,-64.0,N,0,32,110,1.4983262,0.41081887,1.553626,0.26760855,10.802562056111823,7.657939909543576,2.2449813,0.16877215,-95.88661485190191
1959-01-01,1959,-91.0,N,0,32,110,0.37447605,0.45224732,0.5871626,0.87919384,5.213269993720899,14.619644335180329,0.14023231,0.20452765,-111.05451855840428
1960-01-01,1960,-42.0,N,0,32,110,0.6261789,0.3190679,0.7027833,0.4712564,1.3847254495797532,1.4849883658315712,0.39210004,0.10180432,-104.16918901829074
1961-01-01,1961,3.0,N,0,32,110,1.7720531,0.46134415,1.8311228,0.25469065,5.6488825547615695,3.895840790040181,3.1401722,0.21283843,-74.00489338417876
1962-01-01,1962,-47.0,N,0,32,110,1.9083265,-0.2828922,1.9291806,6.1360164,33.38003686454196,6.83240556362109,3.64171,-0.080028,-62.754218447595264
1963-01-01,1963,-86.0,N,0,32,110,0.37059927,0.4840391,0.6096209,0.9173611,7.335385691334372,23.35141393958986,0.13734382,0.23429385,-85.33714537933905
