# Sea surface height for the Netherlands  for the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
t,year,height,interpolated,flags,station,alpha,u,v,speed,direction,u2main,u2perp,u2,v2,predicted_linear_with_wind
1964-01-01,1964,-74.0,N,0,32,110,0.99816734,-0.1218421,1.0055763,6.1617208,1.1876694549635731,0.275081106698754,0.996338,-0.014845498,-70.80872775883196
1965-01-01,1965,-35.0,N,0,32,110,1.7250144,-0.2399388,1.7416215,6.1449785,10.248827310967453,2.1936633669839054,2.9756749,-0.057570625,-47.200634458578264
1966-01-01,1966,7.0,N,0,32,110,1.6971173,0.20143817,1.7090304,0.11814158,5.064070270823134,2.5546093717737097,2.8802073,0.040577337,-42.79881826460439
1967-01-01,1967,16.0,N,0,32,110,3.032625,1.1526567,3.2442923,0.36322168,9.169641540856524,7.9181141541046385,9.196815,1.3286175,16.662460391921186
1968-01-01,1968,-52.0,N,0,32,110,0.9237792,0.11379398,0.9307615,0.12256564,19.389883273595366,9.889229559932582,0.853368,0.012949069,-55.31743298228232
1969-01-01,1969,-67.0,N,0,32,110,0.7452643,-0.09891674,0.75180006,6.15123,19.34472291555586,4.2671925923448555,0.55541885,-0.009784522,-58.07644356194088
1970-01-01,1970,-43.0,N,0,32,110,2.0613587,0.28401086,2.080832,0.13691646,8.87069039107175,4.6858394671145795,4.2492,0.08066217,-27.623125733280197
1971-01-01,1971,-84.0,N,0,32,110,1.0549712,-0.07442451,1.0575932,6.2127557,22.04509783237412,6.306621256770978,1.1129643,-0.005539008,-57.715643665572486
1972-01-01,1972,-117.0,N,0,32,110,0.58096564,0.75428224,0.9520834,0.9144775,4.514591527216089,14.228093119041384,0.33752108,0.5689417,-67.2768530790451
1973-01-01,1973,-51.0,N,0,32,110,2.2874253,-0.57605195,2.3588452,6.0364814,1.8593650202231746,0.19099514830305664,5.2323146,-0.33183584,-28.9257558936282
1974-01-01,1974,-42.0,N,0,32,110,2.1156101,0.58636284,2.195365,0.27037337,30.134492780989163,21.487784647803796,4.475806,0.34382138,-37.52079768934511
1975-01-01,1975,-86.0,N,0,32,110,1.162257,-0.14758463,1.1715897,6.1568804,52.06004367664043,11.79264211554336,1.3508413,-0.021781223,-66.4322516691698
1976-01-01,1976,-109.0,N,0,32,110,0.7090325,-0.120357074,0.7191751,6.11504,33.13105811214766,6.060348914526002,0.50272703,-0.014485825,-73.65511711899242
1977-01-01,1977,-58.0,N,0,32,110,1.8557261,0.6938902,1.9812125,0.35782212,6.459962309216675,5.5176600057007805,3.4437194,0.48148364,-45.74076776770367
1978-01-01,1978,-28.0,N,0,32,110,1.8145679,0.4161997,1.8616872,0.22546591,12.262990953286845,7.9388250338600495,3.2926567,0.1732222,-43.574740107447184
1979-01-01,1979,-38.0,N,0,32,110,1.7039541,0.9896787,1.9705135,0.5261919,0.8180806847027575,0.980100841824672,2.9034595,0.9794639,-40.826179156582555
1980-01-01,1980,5.0,N,0,32,110,1.7931526,0.23217991,1.8081216,0.12876499,1.5294394614949953,0.7920307276435395,3.2153962,0.05390751,-32.32027003502222
1981-01-01,1981,2.0,N,0,32,110,2.1854026,0.15059848,2.1905854,0.06880232,31.08681252631047,13.803104314374051,4.775985,0.022679903,-11.42150242940059
1982-01-01,1982,-13.0,N,0,32,110,1.7347169,1.1160479,2.062718,0.57169336,1.52508704789184,2.005999392772298,3.0092428,1.2455628,-18.113884257502598
1983-01-01,1983,26.0,N,0,32,110,2.230781,0.7313176,2.3475966,0.31678966,63.15967217209467,49.61384008927502,4.976384,0.5348254,5.354050335121393
1984-01-01,1984,-28.0,N,0,32,110,1.5967559,0.5689509,1.6950912,0.34229112,29.87868974507459,24.72820031167184,2.5496292,0.3237051,-9.892660777638113
1985-01-01,1985,-30.0,N,0,32,110,1.780538,0.89183384,1.9914023,0.46435046,0.2240529894263332,0.23697347879827033,3.1703155,0.7953676,0.44870299170265326
1986-01-01,1986,-34.0,N,0,32,110,1.8892741,0.9042041,2.0945027,0.44638044,10.889288082912309,11.11035060760436,3.5693567,0.817585,6.695103454694404
1987-01-01,1987,-34.0,N,0,32,110,1.3464832,0.36130008,1.3941144,0.26215342,4.229456476760554,2.9637293484122447,1.8130171,0.13053775,-8.251429343516568
1988-01-01,1988,30.0,N,0,32,110,2.7062857,0.6165915,2.775638,0.22401291,33.799350325271085,21.811423670587004,7.3239822,0.3801851,39.017882674209574
1989-01-01,1989,5.0,N,0,32,110,1.9510013,0.70723176,2.0752308,0.34776416,20.04272486678271,16.77343299198369,3.806406,0.5001768,6.426309907510046
1990-01-01,1990,33.0,N,0,32,110,2.966011,1.1080108,3.1662138,0.35751578,52.18784375307902,44.54765998958004,8.797221,1.2276878,47.32139716982437
1991-01-01,1991,-62.0,N,0,32,110,1.5867535,0.47040644,1.6550133,0.2882045,10.15212108978484,7.5157125488342125,2.5177867,0.22128223,-11.505420987941466
1992-01-01,1992,-15.0,N,0,32,110,2.1532123,0.6785789,2.2576077,0.30529475,2.422682877118105,1.8584593423030096,4.6363235,0.46046934,3.9791321160445037
1993-01-01,1993,-21.0,N,0,32,110,1.522176,0.2831733,1.5482917,0.18392934,45.879382188290286,27.066428299568273,2.31702,0.08018711,-18.74027920300746
1994-01-01,1994,21.0,N,0,32,110,2.217946,1.1045022,2.477743,0.46203372,32.36477228205995,34.07268439548837,4.919285,1.2199252,4.004640685369445
1995-01-01,1995,22.0,N,0,32,110,1.9460641,0.21723662,1.9581516,0.11116848,25.562704994283216,12.672472146298968,3.7871656,0.04719175,-6.077508200345207
1996-01-01,1996,-79.0,N,0,32,110,0.20035468,0.119402625,0.23323591,0.53744084,30.39387775136013,37.257403296910226,0.040142,0.014256987,-35.97422384089631
1997-01-01,1997,-25.0,N,0,32,110,1.1074536,0.8628571,1.4039145,0.66188896,2.3524849496935802,3.7535932819710016,1.2264534,0.7445224,-20.588018656278727
1998-01-01,1998,57.0,N,0,32,110,2.72824,1.3373433,3.0383847,0.45576513,9.796140211631744,10.184468571712523,7.4432936,1.7884872,40.24785091682199
1999-01-01,1999,49.0,N,0,32,110,2.2959769,1.0795338,2.5371053,0.43951237,21.9474728444496,22.087507151753737,5.2715096,1.1653932,27.82840172837752
2000-01-01,2000,46.0,N,0,32,110,2.349142,1.8163733,2.9694579,0.658189,15.586927569261412,24.666995494524063,5.5184684,3.2992122,39.43313071319138
2001-01-01,2001,53.0,N,0,32,110,1.8486564,0.3803534,1.8873789,0.20291427,7.805654914028867,4.806979641088421,3.4175305,0.1446687,25.726152845144668
2002-01-01,2002,42.0,N,0,32,110,1.3034383,1.4936231,1.9823878,0.8532882,15.056635178140354,38.99953130950028,1.6989514,2.23091,19.423600047094727
2003-01-01,2003,33.0,N,0,32,110,1.0294569,0.7062414,1.2484224,0.6012905,6.588791973925644,9.220595120838729,1.0597814,0.49877694,17.77061216422061
2004-01-01,2004,52.0,N,0,32,110,2.5099626,0.8235235,2.64161,0.3170349,20.185000343189373,15.863936970233556,6.299912,0.678191,67.27596485031114
2005-01-01,2005,36.0,N,0,32,110,2.0045712,0.21600209,2.0161753,0.1073406,37.665628417473556,18.49310955369811,4.018306,0.046656903,48.94684185064672
2006-01-01,2006,35.0,N,0,32,110,1.7412343,1.2011399,2.115333,0.6038617,1.1418457729770979,1.6066574439119028,3.0318968,1.4427371,41.89810919435666
2007-01-01,2007,83.0,N,0,32,110,2.3908284,0.3459551,2.4157286,0.1437035,57.92636003908594,31.103597467480338,5.71606,0.119684935,62.61243944436601
2008-01-01,2008,55.0,N,0,32,110,2.1866772,1.5531667,2.6821418,0.61759615,30.767189571866595,44.57569574221824,4.781557,2.412327,54.008567165801715
2009-01-01,2009,14.0,N,0,32,110,1.6802953,1.1287364,2.024213,0.59151274,8.071973439514263,11.065861385970551,2.8233924,1.2740458,32.691855009660074
2010-01-01,2010,2.0,N,0,32,110,0.8425271,-0.3955059,0.93073994,5.844293,1.2422464883090605,-0.11188776714107998,0.7098519,-0.15642492,9.670684837224204
2011-01-01,2011,33.0,N,0,32,110,2.1431127,1.4697872,2.5986931,0.6011449,2.6783416546244525,3.7470151593200445,4.5929317,2.1602745,42.64160111829957
2012-01-01,2012,27.0,N,0,32,110,2.1913896,1.2847629,2.540237,0.5302685,18.455338324571926,22.294523554552462,4.8021884,1.6506156,42.22523109311067
2013-01-01,2013,3.0,N,0,32,110,1.0371405,0.346735,1.0935655,0.32263672,1.7369112460425136,1.380895059956934,1.0756603,0.12022516,8.231413980531801
2014-01-01,2014,50.0,N,0,32,110,1.5648203,1.8632332,2.4331667,0.8722295,14.687920421899458,40.3001618712762,2.4486625,3.471638,24.7309360112393
2015-01-01,2015,64.0,N,0,32,110,2.7150016,1.360416,3.036769,0.46450627,32.831681373057904,34.7358292572591,7.3712335,1.8507318,69.32673473270698
2016-01-01,2016,57.0,N,0,32,110,1.7510552,0.9182653,1.9772217,0.48298186,16.313009064401008,17.91068817317545,3.0661945,0.8432111,36.09185985691626
2017-01-01,2017,87.0,N,0,32,110,2.8075507,1.0631807,3.002115,0.36199847,3.3208205453129374,2.8604916797590922,7.882341,1.1303532,84.55342775029632
2018-01-01,2018,19.0,N,0,32,110,1.0403268,0.7537992,1.2847152,0.62703234,13.594582912631713,20.098986856984858,1.0822799,0.5682132,32.29222340184193
2019-01-01,2019,60.0,N,0,32,110,2.1769128,1.3445364,2.5586574,0.55328524,15.913052570364947,20.15007677051831,4.7389493,1.8077782,72.70539639913062
2020-01-01,2020,66.0,N,0,32,110,2.2073004,1.752432,2.8183672,0.671026,23.692146392904064,38.58184916602551,4.872175,3.071018,82.2219055647422
