# Sea surface height for the Netherlands  for the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
t,year,height,interpolated,flags,station,alpha,u,v,speed,direction,u2,v2,surge_mm,height - surge,height - surge anomaly,predicted_linear_with_wind,index
2006-01-01,2006.0,35.0,N,0.0,32.0,110.0,1.7412343,1.2011398,2.115333,0.60386163,6.1336884,4.532461,46.0430737023484,-11.043073702348401,34.45211376527284,46.90674888255202,
2007-01-01,2007.0,83.0,N,0.0,32.0,110.0,2.3908284,0.34595513,2.4157288,0.14370352,10.287087,1.2027072,70.7934524430191,12.206547556980894,57.70173502460214,45.599214594974384,
2008-01-01,2008.0,55.0,N,0.0,32.0,110.0,2.1866772,1.5531667,2.6821418,0.61759615,8.021732,5.390208,65.023023742022,-10.023023742022005,35.47216372559924,43.00656809247917,
2009-01-01,2009.0,14.0,N,0.0,32.0,110.0,1.6802953,1.1287364,2.024213,0.59151274,5.088303,5.315205,38.690694105135194,-24.690694105135194,20.80449336248605,39.68286651413281,
2010-01-01,2010.0,2.0,N,0.0,32.0,110.0,0.8425271,-0.3955059,0.93073994,5.844293,1.7123364,-1.4173802,22.6655285779948,-20.6655285779948,24.829658889626444,36.26468506625049,
2011-01-01,2011.0,33.0,N,0.0,32.0,110.0,2.143113,1.4697872,2.5986934,0.60114485,9.094102,4.2256026,53.937338336613195,-20.937338336613195,24.557849131008048,33.39926339957252,
2012-01-01,2012.0,27.0,N,0.0,32.0,110.0,2.1913896,1.2847629,2.540237,0.5302685,6.8177757,3.2491236,45.116431112884605,-18.116431112884605,27.378756354736637,31.671448233985345,
2013-01-01,2013.0,3.0,N,0.0,32.0,110.0,1.0371405,0.346735,1.0935655,0.32263672,2.228657,3.173827,19.0543662144304,-16.0543662144304,29.440821253190844,31.537678604564128,
2014-01-01,2014.0,50.0,N,0.0,32.0,110.0,1.5648203,1.8632332,2.4331667,0.8722295,5.123015,11.433273,44.3157328139633,5.684267186036699,51.17945465365794,33.274465164657244,
2015-01-01,2015.0,64.0,N,0.0,32.0,110.0,2.7150013,1.360416,3.0367687,0.4645063,12.157926,6.55892,63.04347406409371,0.9565259359062921,46.451713403527535,36.947178960574355,
2016-01-01,2016.0,57.0,N,0.0,32.0,110.0,1.7510552,0.9182653,1.9772217,0.48298186,4.917603,2.5206838,24.9364632137292,32.0635367862708,77.55872425389204,42.40267265456414,
2017-01-01,2017.0,87.0,N,0.0,32.0,110.0,2.8075507,1.0631806,3.0021148,0.36199844,11.298989,2.0506012,64.53847705246241,22.46152294753759,67.95671041515882,49.286567077815846,
2018-01-01,2018.0,19.0,N,0.0,32.0,110.0,1.0403268,0.7537992,1.2847152,0.62703234,4.2967873,2.208767,5.2503488651693,13.7496511348307,59.24483860245194,57.083251888479744,
2019-01-01,2019.0,60.0,N,0.0,32.0,110.0,2.1769128,1.3445364,2.5586574,0.55328524,7.9628825,4.2121882,54.278752852027104,5.721247147972896,51.21643461559414,65.1740852480918,
2020-01-01,2020.0,66.0,N,0.0,32.0,110.0,2.2073004,1.752432,2.8183672,0.671026,9.83999,6.934233,54.538852962680494,11.461147037319506,56.95633450494075,72.90722320996788,
2021-01-01,2021.0,46.0,N,0.0,32.0,110.0,1.6460408,0.1924117,1.6572485,0.11636555,4.8222713,0.25504875,31.139863282442,14.860136717558,60.35532418517924,79.67119680580778,
1890-01-01,1890.0,-194.66666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-242.45235209034888,-194.66666666666666,-161.35547192833877,28.0
1891-01-01,1891.0,-179.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-226.78568542368222,-179.0,-157.4799461268788,29.0
1892-01-01,1892.0,-166.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-214.28568542368222,-166.5,-155.02177415321978,30.0
1893-01-01,1893.0,-142.16666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-189.95235209034888,-142.16666666666666,-154.0573454925318,31.0
1894-01-01,1894.0,-141.83333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-189.61901875701557,-141.83333333333334,-154.49444289264892,32.0
1895-01-01,1895.0,-173.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-220.78568542368222,-173.0,-156.08265141486058,33.0
1896-01-01,1896.0,-185.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-232.78568542368222,-185.0,-158.44162409738223,34.0
1897-01-01,1897.0,-179.33333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-227.11901875701557,-179.33333333333334,-161.1040137360203,35.0
1898-01-01,1898.0,-138.33333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-186.11901875701557,-138.33333333333334,-163.56822484404222,36.0
1899-01-01,1899.0,-141.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-188.78568542368222,-141.0,-165.35503139750546,37.0
1900-01-01,1900.0,-176.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-224.28568542368222,-176.5,-166.06166962057193,38.0
1901-01-01,1901.0,-196.83333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-244.61901875701557,-196.83333333333334,-165.40730007097562,39.0
1902-01-01,1902.0,-225.16666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-272.9523520903489,-225.16666666666666,-163.2647074787195,40.0
1903-01-01,1903.0,-113.83333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-161.61901875701557,-113.83333333333333,-159.6746602089279,41.0
1904-01-01,1904.0,-151.83333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-199.61901875701557,-151.83333333333334,-154.84130852005438,42.0
1905-01-01,1905.0,-176.66666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-224.45235209034888,-176.66666666666666,-149.10914104046947,43.0
1906-01-01,1906.0,-139.83333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-187.61901875701557,-139.83333333333334,-142.92410050824373,44.0
1907-01-01,1907.0,-162.66666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-210.45235209034888,-162.66666666666666,-136.78324784699547,45.0
1908-01-01,1908.0,-169.83333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-217.61901875701557,-169.83333333333334,-131.17865626077253,46.0
1909-01-01,1909.0,-119.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-167.28568542368222,-119.5,-126.5418683193196,47.0
1910-01-01,1910.0,-110.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-158.11901875701557,-110.33333333333333,-123.19518545736874,48.0
1911-01-01,1911.0,-132.33333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-180.11901875701557,-132.33333333333334,-121.31528810074991,49.0
1912-01-01,1912.0,-70.16666666666667,,,,,,,,,6.311259,2.3649986,47.78568542368223,-117.95235209034891,-70.16666666666667,-120.9132928088121,50.0
1913-01-01,1913.0,-98.83333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-146.61901875701557,-98.83333333333333,-121.83349748935684,51.0
1914-01-01,1914.0,-86.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-134.28568542368222,-86.5,-123.77095632033569,52.0
1915-01-01,1915.0,-124.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-172.11901875701557,-124.33333333333333,-126.30590060360312,53.0
1916-01-01,1916.0,-73.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-121.11901875701557,-73.33333333333333,-128.95112028623672,54.0
1917-01-01,1917.0,-127.83333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-175.61901875701557,-127.83333333333333,-131.2069579455855,55.0
1918-01-01,1918.0,-131.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-179.28568542368222,-131.5,-132.61770777501818,56.0
1919-01-01,1919.0,-153.66666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-201.45235209034888,-153.66666666666666,-132.82305351745129,57.0
1920-01-01,1920.0,-149.16666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-196.95235209034888,-149.16666666666666,-131.59873927404072,58.0
1921-01-01,1921.0,-119.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-167.11901875701557,-119.33333333333333,-128.88188245795632,59.0
1922-01-01,1922.0,-126.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-174.11901875701557,-126.33333333333333,-124.7780716857724,60.0
1923-01-01,1923.0,-104.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-151.78568542368222,-104.0,-119.54944842979329,61.0
1924-01-01,1924.0,-130.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-177.78568542368222,-130.0,-113.58511771848482,62.0
1925-01-01,1925.0,-75.16666666666667,,,,,,,,,6.311259,2.3649986,47.78568542368223,-122.95235209034891,-75.16666666666667,-107.35722778633084,63.0
1926-01-01,1926.0,-93.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-140.78568542368222,-93.0,-101.36767619618736,64.0
1927-01-01,1927.0,-92.16666666666667,,,,,,,,,6.311259,2.3649986,47.78568542368223,-139.9523520903489,-92.16666666666667,-96.09145799701852,65.0
1928-01-01,1928.0,-79.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-127.11901875701557,-79.33333333333333,-91.92305051118775,66.0
1929-01-01,1929.0,-131.83333333333334,,,,,,,,,6.311259,2.3649986,47.78568542368223,-179.61901875701557,-131.83333333333334,-89.13188658498315,67.0
1930-01-01,1930.0,-83.33333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-131.11901875701557,-83.33333333333333,-87.83194227296079,68.0
1931-01-01,1931.0,-74.83333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-122.61901875701557,-74.83333333333333,-87.96887175562024,69.0
1932-01-01,1932.0,-90.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-137.78568542368222,-90.0,-89.3261416405487,70.0
1933-01-01,1933.0,-135.66666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-183.45235209034888,-135.66666666666666,-91.5494722358995,71.0
1934-01-01,1934.0,-121.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-168.78568542368222,-121.0,-94.18682697991991,72.0
1935-01-01,1935.0,-73.66666666666667,,,,,,,,,6.311259,2.3649986,47.78568542368223,-121.45235209034891,-73.66666666666667,-96.73943620733175,73.0
1936-01-01,1936.0,-59.333333333333336,,,,,,,,,6.311259,2.3649986,47.78568542368223,-107.11901875701557,-59.333333333333336,-98.71809592919169,74.0
1937-01-01,1937.0,-74.83333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-122.61901875701557,-74.83333333333333,-99.69838688408385,75.0
1938-01-01,1938.0,-61.166666666666664,,,,,,,,,6.311259,2.3649986,47.78568542368223,-108.9523520903489,-61.166666666666664,-99.36858099320362,76.0
1939-01-01,1939.0,-96.83333333333333,,,,,,,,,6.311259,2.3649986,47.78568542368223,-144.61901875701557,-96.83333333333333,-97.5648277634346,77.0
1940-01-01,1940.0,-89.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-137.28568542368222,-89.5,-94.2896489623138,78.0
1941-01-01,1941.0,-125.0,,,,,,,,,6.311259,2.3649986,47.78568542368223,-172.78568542368222,-125.0,-89.711653972743,79.0
1942-01-01,1942.0,-109.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-157.28568542368222,-109.5,-84.14650795687028,80.0
1943-01-01,1943.0,-59.333333333333336,,,,,,,,,6.311259,2.3649986,47.78568542368223,-107.11901875701557,-59.333333333333336,-78.02130105351647,81.0
1944-01-01,1944.0,-49.333333333333336,,,,,,,,,6.311259,2.3649986,47.78568542368223,-97.11901875701557,-49.333333333333336,-71.82634044697963,82.0
1945-01-01,1945.0,-57.666666666666664,,,,,,,,,6.311259,2.3649986,47.78568542368223,-105.4523520903489,-57.666666666666664,-66.05980679232671,83.0
1946-01-01,1946.0,-68.5,,,,,,,,,6.311259,2.3649986,47.78568542368223,-116.28568542368222,-68.5,-61.1715219202426,84.0
1947-01-01,1947.0,-129.16666666666666,,,,,,,,,6.311259,2.3649986,47.78568542368223,-176.95235209034888,-129.16666666666666,-57.51217505910192,85.0
1948-01-01,1948.0,-56.0,,,,,,,,,4.387522,5.4108086,47.78568542368223,-103.78568542368222,-56.0,-55.29373868011365,86.0
1949-01-01,1949.0,-42.166666666666664,,,,,,,,,8.470212,1.892796,47.78568542368223,-89.9523520903489,-42.166666666666664,-54.56554203923061,87.0
1950-01-01,1950.0,-43.166666666666664,,,,,,,,,5.701431,2.4221733,47.78568542368223,-90.9523520903489,-43.166666666666664,-55.20870312216366,88.0
1951-01-01,1951.0,-58.5,,,,,,,,,3.2752788,4.516599,47.78568542368223,-106.28568542368222,-58.5,-56.9495474884248,89.0
1952-01-01,1952.0,-34.166666666666664,,,,,,,,,5.917683,-0.6884091,47.78568542368223,-81.9523520903489,-34.166666666666664,-59.390499358237626,90.0
1953-01-01,1953.0,-73.16666666666667,,,,,,,,,5.0347652,1.0267215,47.78568542368223,-120.95235209034891,-73.16666666666667,-62.05495810134891,91.0
1954-01-01,1954.0,-45.5,,,,,,,,,10.093402,3.14278,47.78568542368223,-93.28568542368222,-45.5,-64.44109468022037,92.0
1955-01-01,1955.0,-36.333333333333336,,,,,,,,,4.944992,-1.8953387,47.78568542368223,-84.11901875701557,-36.333333333333336,-66.07849575747669,93.0
1956-01-01,1956.0,-93.83333333333333,,,,,,,,,3.6171987,0.18946528,47.78568542368223,-141.61901875701557,-93.83333333333333,-66.5812617465046,94.0
1957-01-01,1957.0,-60.833333333333336,,,,,,,,,4.207589,0.55456275,47.78568542368223,-108.61901875701557,-60.833333333333336,-65.69156534635859,95.0
1958-01-01,1958.0,-50.666666666666664,,,,,,,,,4.355206,0.36970612,47.78568542368223,-98.4523520903489,-50.666666666666664,-63.30875387790597,96.0
1959-01-01,1959.0,-93.16666666666667,,,,,,,,,1.0946395,2.77509,47.78568542368223,-140.9523520903489,-93.16666666666667,-59.5007104860397,97.0
1960-01-01,1960.0,-54.833333333333336,,,,,,,,,0.7090475,1.934436,47.78568542368223,-102.61901875701557,-54.833333333333336,-54.4961918087537,98.0
1961-01-01,1961.0,12.833333333333334,,,,,,,,,5.7542934,1.3151058,47.78568542368223,-34.952352090348896,12.833333333333334,-48.65900700104793,99.0
1962-01-01,1962.0,-39.666666666666664,,,,,,,,,5.877581,0.13498433,47.78568542368223,-87.4523520903489,-39.666666666666664,-42.446952664307,100.0
1963-01-01,1963.0,-97.0,,,,,,,,,0.2810497,1.9679369,47.78568542368223,-144.78568542368222,-97.0,-36.36013891366881,101.0
1964-01-01,1964.0,-76.5,,,,,,,,,0.65730476,-0.2056845,47.78568542368223,-124.28568542368222,-76.5,-30.884539294472788,102.0
1965-01-01,1965.0,-21.833333333333332,,,,,,,,,5.784757,-1.8158885,47.78568542368223,-69.61901875701557,-21.833333333333332,-26.437136368385815,103.0
1966-01-01,1966.0,7.666666666666667,,,,,,,,,7.028076,0.6606671,47.78568542368223,-40.11901875701557,7.666666666666667,-23.318854678097033,104.0
1967-01-01,1967.0,35.166666666666664,,,,,,,,,12.765246,3.800848,47.78568542368223,-12.619018757015567,35.166666666666664,-21.68059379671348,105.0
1968-01-01,1968.0,-29.333333333333332,,,,,,,,,3.7755845,0.19227672,47.78568542368223,-77.11901875701557,-29.333333333333332,-21.506195491886654,106.0
1969-01-01,1969.0,-43.0,,,,,,,,,1.925209,0.5998935,47.78568542368223,-90.78568542368222,-43.0,-22.614267591274345,107.0
1970-01-01,1970.0,-9.833333333333334,,,,,,,,,8.131738,1.78897,47.78568542368223,-57.61901875701557,-9.833333333333334,-24.67865867996108,108.0
1971-01-01,1971.0,-60.166666666666664,,,,,,,,,2.8745146,1.1014508,47.78568542368223,-107.9523520903489,-60.166666666666664,-27.26527254204854,109.0
1972-01-01,1972.0,-88.33333333333333,,,,,,,,,2.5584815,3.7007036,47.78568542368223,-136.11901875701557,-88.33333333333333,-29.881066904962484,110.0
1973-01-01,1973.0,-20.5,,,,,,,,,9.520682,-0.97213364,47.78568542368223,-68.28568542368222,-20.5,-32.02970573809445,111.0
1974-01-01,1974.0,-16.666666666666668,,,,,,,,,11.503461,2.554668,47.78568542368223,-64.4523520903489,-16.666666666666668,-33.26758333539778,112.0
1975-01-01,1975.0,-52.0,,,,,,,,,4.674917,0.19217925,47.78568542368223,-99.78568542368222,-52.0,-33.25389644632917,113.0
1976-01-01,1976.0,-75.5,,,,,,,,,3.3632562,-0.70991033,47.78568542368223,-123.28568542368222,-75.5,-31.7891125479063,114.0
1977-01-01,1977.0,-24.166666666666668,,,,,,,,,7.2231917,2.5798526,47.78568542368223,-71.9523520903489,-24.166666666666668,-28.837492139803814,115.0
1978-01-01,1978.0,-31.833333333333332,,,,,,,,,8.551636,1.0163754,47.78568542368223,-79.61901875701557,-31.833333333333332,-24.531122851479783,116.0
1979-01-01,1979.0,-22.333333333333332,,,,,,,,,5.7002463,2.3869617,42.59093303066464,-64.92426636399797,-17.138580940315737,-19.155010010245864,117.0
1980-01-01,1980.0,5.0,,,,,,,,,6.4064636,-0.8189574,38.09447128487702,-33.09447128487702,14.691214138805215,-13.11490657701051,118.0
1981-01-01,1981.0,39.0,,,,,,,,,9.316558,0.50175446,71.80941238835639,-32.80941238835639,14.976273035325839,-6.891513655624161,119.0
1982-01-01,1982.0,15.333333333333334,,,,,,,,,5.4549103,3.2701206,45.50064993649079,-30.167316603157452,17.61836882052478,-0.9862212074649782,120.0
1983-01-01,1983.0,52.833333333333336,,,,,,,,,12.008881,2.519624,82.17900215039987,-29.34566881706653,18.4400166066157,4.1354864951520796,121.0
1984-01-01,1984.0,-9.5,,,,,,,,,6.145271,3.6726425,34.966527673383105,-44.466527673383105,3.3191577502991265,8.096572549834901,122.0
1985-01-01,1985.0,-6.5,,,,,,,,,6.0918846,2.5837,39.7848726119463,-46.2848726119463,1.5008128117359334,10.65100558080391,123.0
1986-01-01,1986.0,-13.0,,,,,,,,,5.628788,3.2792351,46.930042468436596,-59.930042468436596,-12.144357044754365,11.711530606344434,124.0
1987-01-01,1987.0,-20.5,,,,,,,,,3.224531,1.6494709,16.73961217710785,-37.23961217710785,10.54607324657438,11.359517971789744,125.0
1988-01-01,1988.0,55.833333333333336,,,,,,,,,12.714699,2.842232,75.08445329288936,-19.25111995955603,28.534565464126203,9.835778646685268,126.0
1989-01-01,1989.0,17.833333333333332,,,,,,,,,7.295707,2.775037,54.51333521255052,-36.68000187921719,11.105683544465041,7.513382612300544,127.0
1990-01-01,1990.0,54.333333333333336,,,,,,,,,12.639977,7.6519017,100.96365999197586,-46.630326658642524,1.1553587650397077,4.855548472385251,128.0
1991-01-01,1991.0,-48.0,,,,,,,,,4.0877404,0.39182273,26.995790076453186,-74.99579007645319,-27.210104652770955,2.363357510347962,129.0
1992-01-01,1992.0,-2.6666666666666665,,,,,,,,,8.080558,1.6115795,49.871941636323214,-52.53860830298988,-4.752922879307649,0.5191939847862218,130.0
1993-01-01,1993.0,-5.166666666666667,,,,,,,,,7.881514,1.9583648,37.490750184058285,-42.65741685072495,5.128268572957279,-0.2677041425391353,131.0
1994-01-01,1994.0,35.333333333333336,,,,,,,,,10.574744,3.7801545,71.42540386656812,-36.09207053323478,11.69361489044745,1.5465656099602654,132.0
1995-01-01,1995.0,39.833333333333336,,,,,,,,,7.5945697,0.72313374,52.41672473664064,-12.583391403307303,35.20229402037493,4.845836793187303,133.0
1996-01-01,1996.0,-74.0,,,,,,,,,-0.99027103,0.88245386,-25.394881112537387,-48.60511888746261,-0.8194334637803848,9.60032664122984,134.0
1997-01-01,1997.0,-16.666666666666668,,,,,,,,,4.6699576,4.208534,14.875057903352316,-31.541724570018985,16.24396085366325,15.615994132386815,135.0
1998-01-01,1998.0,64.33333333333333,,,,,,,,,9.973238,3.038884,84.43736974894145,-20.10403641560812,27.68164900807411,22.556442429362846,136.0
1999-01-01,1999.0,58.666666666666664,,,,,,,,,10.110547,3.0341625,78.23951794897714,-19.572851282310474,28.212834141371758,29.980889776070903,137.0
2000-01-01,2000.0,54.0,,,,,,,,,9.257247,9.211353,69.19086928893289,-15.190869288932888,32.594816134749344,37.39392287435075,138.0
2001-01-01,2001.0,61.0,,,,,,,,,6.036207,2.3643658,55.7058560503827,5.2941439496173,53.07982937329953,44.30141681285536,139.0
2002-01-01,2002.0,46.166666666666664,,,,,,,,,5.41819,5.158049,28.806023054863015,17.36064361180365,65.14632903548588,50.266309568877986,140.0
2003-01-01,2003.0,32.0,,,,,,,,,2.4190142,1.9189583,16.251739871391933,15.748260128608067,63.5339455522903,54.9579355190177,141.0
2004-01-01,2004.0,62.833333333333336,,,,,,,,,8.325006,2.383694,60.929095361531004,1.9042379718023312,49.68992339548456,58.18934942344549,142.0
2005-01-01,2005.0,45.0,,,,,,,,,7.103912,0.6315093,43.77106483185821,1.2289351681417884,49.01462059182402,59.93842792753057,143.0
2006-01-01,2006.0,41.333333333333336,,,,,,,,,6.1336884,4.532461,48.56533324941307,-7.231999916079737,40.553685507602495,60.35036674232038,144.0
2007-01-01,2007.0,94.83333333333333,,,,,,,,,10.287087,1.2027072,74.89008914517684,19.943244188156484,67.72892961183871,59.72129163385693,145.0
2008-01-01,2008.0,66.33333333333333,,,,,,,,,8.021732,5.390208,67.34329741839127,-1.0099640850579448,46.77572133862429,58.46483313596724,146.0
2009-01-01,2009.0,33.666666666666664,,,,,,,,,5.088303,5.315205,39.599267961778914,-5.932601295112249,41.85308412856998,57.06543787613469,147.0
2010-01-01,2010.0,25.333333333333332,,,,,,,,,1.7123364,-1.4173802,22.74115663255692,2.592176700776413,50.377862124458645,56.02368651294912,148.0
2011-01-01,2011.0,60.166666666666664,,,,,,,,,9.094102,4.2256026,57.83922937775734,2.327437288909323,50.113122712591554,55.799790539817785,149.0
2012-01-01,2012.0,50.666666666666664,,,,,,,,,6.8177757,3.2491236,47.4958253589896,3.1708413076770654,50.9565267313593,56.761645770651775,150.0
2013-01-01,2013.0,25.666666666666668,,,,,,,,,2.228657,3.173827,21.193829073664183,4.472837593002485,52.25852301668472,59.143305986359174,151.0
2014-01-01,2014.0,66.66666666666667,,,,,,,,,5.123015,11.433273,44.8224849522392,21.84418171442747,69.6298671381097,63.01856404210923,152.0
2015-01-01,2015.0,92.5,,,,,,,,,12.157926,6.55892,68.7108795503558,23.7891204496442,71.57480587332643,68.29262247603697,153.0
2016-01-01,2016.0,77.0,,,,,,,,,4.917603,2.5206838,26.46591890944063,50.53408109055937,98.31976651424159,74.71279380200012,154.0
2017-01-01,2017.0,112.16666666666667,,,,,,,,,11.298989,2.0506012,68.23476966014381,43.93189700652286,91.71758243020508,81.89702268754267,155.0
2018-01-01,2018.0,39.333333333333336,,,,,,,,,4.2967873,2.208767,7.33516250469095,31.998170828642387,79.78385625232463,89.37701056742627,156.0
2019-01-01,2019.0,109.16666666666667,,,,,,,,,7.9628825,4.2121882,55.9150600679363,53.25160659873037,101.0372920224126,96.65107498867188,157.0
2020-01-01,2020.0,114.66666666666667,,,,,,,,,9.83999,6.934233,56.55807304921371,58.10859361745296,105.89427904113519,103.24077717223051,158.0
2021-01-01,2021.0,93.5,,,,,,,,,4.8222713,0.25504875,32.90480063977268,60.59519936022732,108.38088478390955,108.74492593778747,159.0
1890-01-01,1890.0,-203.4,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-248.538458481963,-203.4,-171.7294731064846,28.0
1891-01-01,1891.0,-189.4,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-234.538458481963,-189.4,-167.82206972267556,29.0
1892-01-01,1892.0,-174.4,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-219.538458481963,-174.4,-165.30294915370703,30.0
1893-01-01,1893.0,-154.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-199.13845848196297,-154.0,-164.25523213821756,31.0
1894-01-01,1894.0,-147.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-192.13845848196297,-147.0,-164.5959542847551,32.0
1895-01-01,1895.0,-182.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-227.13845848196297,-182.0,-166.08543070306033,33.0
1896-01-01,1896.0,-197.6,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-242.738458481963,-197.6,-168.35431051000785,34.0
1897-01-01,1897.0,-190.8,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-235.93845848196298,-190.8,-170.94526742449963,35.0
1898-01-01,1898.0,-153.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-198.13845848196297,-153.0,-173.3646206125488,36.0
1899-01-01,1899.0,-151.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-196.13845848196297,-151.0,-175.13805906373798,37.0
1900-01-01,1900.0,-189.4,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-234.538458481963,-189.4,-175.86417959286536,38.0
1901-01-01,1901.0,-210.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-255.33845848196296,-210.2,-175.2597953483248,39.0
1902-01-01,1902.0,-238.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-283.13845848196297,-238.0,-173.1919006153561,40.0
1903-01-01,1903.0,-129.4,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-174.538458481963,-129.4,-169.69268387713652,41.0
1904-01-01,1904.0,-155.4,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-200.538458481963,-155.4,-164.9558945298109,42.0
1905-01-01,1905.0,-172.8,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-217.93845848196298,-172.8,-159.31497335962143,43.0
1906-01-01,1906.0,-144.8,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-189.93845848196298,-144.8,-153.20541531127984,44.0
1907-01-01,1907.0,-169.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-214.33845848196296,-169.2,-147.11561286171394,45.0
1908-01-01,1908.0,-179.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-224.33845848196296,-179.2,-141.53172856854437,46.0
1909-01-01,1909.0,-128.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-173.33845848196296,-128.2,-136.88281932139085,47.0
1910-01-01,1910.0,-119.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-164.338458481963,-119.2,-133.49240641307392,48.0
1911-01-01,1911.0,-148.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-193.13845848196297,-148.0,-131.54195797386734,49.0
1912-01-01,1912.0,-87.0,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-132.13845848196297,-87.0,-131.0504057003028,50.0
1913-01-01,1913.0,-109.6,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-154.738458481963,-109.6,-131.87200793408266,51.0
1914-01-01,1914.0,-95.8,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-140.93845848196298,-95.8,-133.71280029672783,52.0
1915-01-01,1915.0,-133.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-178.33845848196296,-133.2,-136.16377700949934,53.0
1916-01-01,1916.0,-86.2,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-131.338458481963,-86.2,-138.7470575468696,54.0
1917-01-01,1917.0,-138.8,,,,,,,,,6.3112593,2.3649986,45.138458481962985,-183.93845848196298,-138.8,-140.96982754828775,55.0
