# Sea surface height for the Netherlands  for the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and 0 tide [mm relative to NAP(2005)]
t,year,height,interpolated,flags,station,alpha,u,v,speed,direction,u2,v2,surge,height-surge,predicted_linear_with_wind,index
1972-01-01,1972.0,-117.0,N,0.0,32.0,110.0,0.5809657,0.75428224,0.9520834,0.91447747,2.5584815,3.7007036,0.04549518746762126,-71.55030771984636,4.545465674211898,
1973-01-01,1973.0,-51.0,N,0.0,32.0,110.0,2.2874253,-0.57605195,2.3588452,6.0364814,9.520682,-0.97213364,0.04549518746762126,-5.550307719846366,0.6396589928001214,
1974-01-01,1974.0,-42.0,N,0.0,32.0,110.0,2.1156101,0.58636284,2.195365,0.27037337,11.503461,2.554668,0.04549518746762126,3.4496922801536343,-2.546757326321041,
1975-01-01,1975.0,-86.0,N,0.0,32.0,110.0,1.162257,-0.14758463,1.1715897,6.1568804,4.674917,0.19217925,0.04549518746762126,-40.550307719846366,-4.418837764598106,
1976-01-01,1976.0,-109.0,N,0.0,32.0,110.0,0.7090325,-0.120357074,0.7191751,6.11504,3.3632562,-0.70991033,0.04549518746762126,-63.550307719846366,-4.529992871557286,
1977-01-01,1977.0,-58.0,N,0.0,32.0,110.0,1.8557261,0.69389015,1.9812125,0.3578221,7.2231917,2.5798526,0.04549518746762126,-12.550307719846366,-2.6323981868188673,
1978-01-01,1978.0,-28.0,N,0.0,32.0,110.0,1.814568,0.4161997,1.8616873,0.2254659,8.551636,1.0163754,0.04549518746762126,17.449692280153634,1.2950324974728848,
1979-01-01,1979.0,-38.0,N,0.0,32.0,110.0,1.7039541,0.9896787,1.9705135,0.5261919,5.7002463,2.3869617,0.0441420165923972,7.451045451028861,7.044267024431991,
1980-01-01,1980.0,5.0,N,0.0,32.0,110.0,1.7931527,0.23217992,1.8081218,0.12876499,6.4064636,-0.8189574,0.0368965566387308,50.45829091098253,14.201636566326185,
1981-01-01,1981.0,2.0,N,0.0,32.0,110.0,2.1854026,0.15059848,2.1905854,0.06880232,9.316558,0.50175446,0.0693161728575009,47.42587129476376,22.194528621141885,
1982-01-01,1982.0,-13.0,N,0.0,32.0,110.0,1.7347169,1.1160479,2.062718,0.57169336,5.4549103,3.2701206,0.043019067189873,32.45216840043138,30.35602082542473,
1983-01-01,1983.0,26.0,N,0.0,32.0,110.0,2.2307808,0.7313176,2.3475964,0.3167897,12.008881,2.519624,0.0776236108823181,71.41756385673894,38.00016002182877,
1984-01-01,1984.0,-28.0,N,0.0,32.0,110.0,1.5967559,0.5689509,1.6950912,0.34229112,6.145271,3.6726425,0.0333379182577784,17.461849549363478,44.49938943339815,
1985-01-01,1985.0,-30.0,N,0.0,32.0,110.0,1.780538,0.8918338,1.9914023,0.46435043,6.0918846,2.5837,0.0367010091903479,15.458486458430912,49.355384328394415,
1986-01-01,1986.0,-34.0,N,0.0,32.0,110.0,1.8892741,0.9042041,2.0945027,0.44638044,5.628788,3.2792351,0.0442171548225291,11.45097031279873,52.25530057814612,
1987-01-01,1987.0,-34.0,N,0.0,32.0,110.0,1.3464832,0.36130008,1.3941144,0.26215342,3.224531,1.6494709,0.015447558757007,11.479739908864246,53.107087034598585,
1988-01-01,1988.0,30.0,N,0.0,32.0,110.0,2.7062855,0.6165915,2.775638,0.22401294,12.714699,2.842232,0.0732487638664172,75.42193870375485,52.04987583205238,
1989-01-01,1989.0,5.0,N,0.0,32.0,110.0,1.9510013,0.70723176,2.0752308,0.34776416,7.295707,2.775037,0.0500987986970233,50.445088668924235,49.43827780457577,
1990-01-01,1990.0,33.0,N,0.0,32.0,110.0,2.966011,1.1080108,3.1662138,0.35751578,12.639977,7.6519017,0.0960905539560808,78.39909691366518,45.80235567869658,
1991-01-01,1991.0,-62.0,N,0.0,32.0,110.0,1.5867535,0.4704064,1.6550133,0.28820446,4.0877404,0.39182273,0.0218624579184369,-16.52667499029718,41.78779307959809,
1992-01-01,1992.0,-15.0,N,0.0,32.0,110.0,2.1532123,0.67857885,2.2576077,0.30529472,8.080558,1.6115795,0.047422603029717,30.44776486459154,38.08301279270515,
1993-01-01,1993.0,-21.0,N,0.0,32.0,110.0,1.5221761,0.2831733,1.5482917,0.18392932,7.881514,1.9583648,0.0348727729809406,24.460314694640317,35.34147082937109,
1994-01-01,1994.0,21.0,N,0.0,32.0,110.0,2.217946,1.1045022,2.477743,0.46203372,10.574744,3.7801545,0.0700221810413345,66.42516528657993,34.143777679180396,
1995-01-01,1995.0,22.0,N,0.0,32.0,110.0,1.9460641,0.21723664,1.9581516,0.11116849,7.5945697,0.72313374,0.0491322540052949,67.44605521361596,34.82857081825204,
1996-01-01,1996.0,-79.0,N,0.0,32.0,110.0,0.20035468,0.11940262,0.2332359,0.53744084,-0.99027103,0.88245386,-0.0266323508181474,-33.478180181560596,37.55788180317954,
1997-01-01,1997.0,-25.0,N,0.0,32.0,110.0,1.1074536,0.86285716,1.4039145,0.661889,4.6699576,4.208534,0.0108601393892544,20.484327328232006,42.26296660788332,
1998-01-01,1998.0,57.0,N,0.0,32.0,110.0,2.72824,1.3373433,3.0383847,0.45576513,9.973238,3.038884,0.0840567992770508,102.41113066834421,48.65206512676493,
1999-01-01,1999.0,49.0,N,0.0,32.0,110.0,2.2959769,1.0795338,2.5371053,0.43951237,10.110547,3.0341625,0.0769362375829113,94.41825123003835,56.24333368664715,
2000-01-01,2000.0,46.0,N,0.0,32.0,110.0,2.3491423,1.8163733,2.9694583,0.65818894,9.257247,9.211353,0.068517187152241,91.42667028046901,64.41923330005329,
2001-01-01,2001.0,53.0,N,0.0,32.0,110.0,1.8486565,0.38035336,1.887379,0.20291424,6.036207,2.3643658,0.0557463313465657,98.4394411362747,72.49623456895633,
2002-01-01,2002.0,42.0,N,0.0,32.0,110.0,1.3034383,1.4936231,1.9823878,0.8532882,5.41819,5.158049,0.0279256203097023,87.46726184731156,79.8019712764794,
2003-01-01,2003.0,33.0,N,0.0,32.0,110.0,1.0294569,0.7062414,1.2484224,0.6012905,2.4190142,1.9189583,0.0119455207414145,78.48324194687984,85.75113393107982,
2004-01-01,2004.0,52.0,N,0.0,32.0,110.0,2.5099623,0.8235235,2.6416097,0.31703493,8.325006,2.383694,0.0589107911743712,97.43627667644688,89.91153675600029,
2005-01-01,2005.0,36.0,N,0.0,32.0,110.0,2.0045712,0.21600209,2.0161753,0.1073406,7.103912,0.6315093,0.0412094609276072,81.45397800669366,92.05290079216834,
2006-01-01,2006.0,35.0,N,0.0,32.0,110.0,1.7412343,1.2011398,2.115333,0.60386163,6.1336884,4.532461,0.0460430737023484,80.44914439391891,92.17284670675268,
2007-01-01,2007.0,83.0,N,0.0,32.0,110.0,2.3908284,0.34595513,2.4157288,0.14370352,10.287087,1.2027072,0.0707934524430191,128.42439401517822,90.49716336109057,
2008-01-01,2008.0,55.0,N,0.0,32.0,110.0,2.1866772,1.5531667,2.6821418,0.61759615,8.021732,5.390208,0.065023023742022,100.43016444387924,87.45432182329888,
2009-01-01,2009.0,14.0,N,0.0,32.0,110.0,1.6802953,1.1287364,2.024213,0.59151274,5.088303,5.315205,0.0386906941051352,59.45649677351612,83.62711156425843,
2010-01-01,2010.0,2.0,N,0.0,32.0,110.0,0.8425271,-0.3955059,0.93073994,5.844293,1.7123364,-1.4173802,0.0226655285779948,47.47252193904326,79.68685791627266,
2011-01-01,2011.0,33.0,N,0.0,32.0,110.0,2.143113,1.4697872,2.5986934,0.60114485,9.094102,4.2256026,0.0539373383366132,78.44125012928464,76.317646019051,
2012-01-01,2012.0,27.0,N,0.0,32.0,110.0,2.1913896,1.2847629,2.540237,0.5302685,6.8177757,3.2491236,0.0451164311128846,72.45007103650838,74.13910449849433,
2013-01-01,2013.0,3.0,N,0.0,32.0,110.0,1.0371405,0.346735,1.0935655,0.32263672,2.228657,3.173827,0.0190543662144304,48.47613310140682,73.63646469436416,
2014-01-01,2014.0,50.0,N,0.0,32.0,110.0,1.5648203,1.8632332,2.4331667,0.8722295,5.123015,11.433273,0.0443157328139633,95.4508717348073,75.10579002309228,
2015-01-01,2015.0,64.0,N,0.0,32.0,110.0,2.7150013,1.360416,3.0367687,0.4645063,12.157926,6.55892,0.0630434740640937,109.43214399355716,78.62055772830266,
2016-01-01,2016.0,57.0,N,0.0,32.0,110.0,1.7510552,0.9182653,1.9772217,0.48298186,4.917603,2.5206838,0.0249364632137292,102.47025100440753,84.02336511426643,
2017-01-01,2017.0,87.0,N,0.0,32.0,110.0,2.8075507,1.0631806,3.0021148,0.36199844,11.298989,2.0506012,0.0645384770524624,132.43064899056878,90.94369642374788,
2018-01-01,2018.0,19.0,N,0.0,32.0,110.0,1.0403268,0.7537992,1.2847152,0.62703234,4.2967873,2.208767,0.0052503488651693,64.48993711875609,98.83974491842251,
2019-01-01,2019.0,60.0,N,0.0,32.0,110.0,2.1769128,1.3445364,2.5586574,0.55328524,7.9628825,4.2121882,0.0542787528520271,105.44090871476922,107.0595694816362,
2020-01-01,2020.0,66.0,N,0.0,32.0,110.0,2.2073004,1.752432,2.8183672,0.671026,9.83999,6.934233,0.0545388529626805,111.44064861465858,114.91468267309965,
2021-01-01,2021.0,46.0,N,0.0,32.0,110.0,1.6460408,0.1924117,1.6572485,0.11636555,4.8222713,0.25504875,0.031139863282442,91.46404760433882,121.75776396113902,
1890-01-01,1890.0,-194.66666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-146.9287669284081,-114.08216429564654,28.0
1891-01-01,1891.0,-179.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-131.26210026174144,-109.85389433683811,29.0
1892-01-01,1892.0,-166.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-118.76210026174144,-107.12390870710571,30.0
1893-01-01,1893.0,-142.16666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-94.4287669284081,-105.99673447777722,31.0
1894-01-01,1894.0,-141.83333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-94.09543359507478,-106.39598088882323,32.0
1895-01-01,1895.0,-173.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-125.26210026174144,-108.07296197946535,33.0
1896-01-01,1896.0,-185.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-137.26210026174144,-110.6347670927294,34.0
1897-01-01,1897.0,-179.33333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-131.59543359507478,-113.58861078708146,35.0
1898-01-01,1898.0,-138.33333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-90.59543359507478,-116.39745614518617,36.0
1899-01-01,1899.0,-141.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-93.26210026174144,-118.54063298165057,37.0
1900-01-01,1900.0,-176.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-128.76210026174144,-119.57260865084928,38.0
1901-01-01,1901.0,-196.83333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-149.09543359507478,-119.1732776817656,39.0
1902-01-01,1902.0,-225.16666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-177.4287669284081,-117.18409378179898,40.0
1903-01-01,1903.0,-113.83333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-66.09543359507478,-113.62596579846048,41.0
1904-01-01,1904.0,-151.83333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-104.09543359507478,-108.69689762675897,42.0
1905-01-01,1905.0,-176.66666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-128.9287669284081,-102.74963845845897,43.0
1906-01-01,1906.0,-139.83333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-92.09543359507478,-96.25186610822206,44.0
1907-01-01,1907.0,-162.66666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-114.9287669284081,-89.73339773597799,45.0
1908-01-01,1908.0,-169.83333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-122.09543359507478,-83.72638657152615,46.0
1909-01-01,1909.0,-119.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-71.76210026174144,-78.70525495452992,47.0
1910-01-01,1910.0,-110.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-62.59543359507477,-75.03314376654698,48.0
1911-01-01,1911.0,-132.33333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-84.59543359507478,-72.92092279197912,49.0
1912-01-01,1912.0,-70.16666666666667,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-22.428766928408116,-72.40338872609536,50.0
1913-01-01,1913.0,-98.83333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-51.09543359507477,-73.3353374873172,51.0
1914-01-01,1914.0,-86.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-38.762100261741445,-75.4079541727284,52.0
1915-01-01,1915.0,-124.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-76.59543359507478,-78.18367063552456,53.0
1916-01-01,1916.0,-73.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-25.595433595074773,-81.14555612459245,54.0
1917-01-01,1917.0,-127.83333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-80.09543359507478,-83.7556660025369,55.0
1918-01-01,1918.0,-131.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-83.76210026174144,-85.51576241260653,56.0
1919-01-01,1919.0,-153.66666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-105.9287669284081,-86.02355303050219,57.0
1920-01-01,1920.0,-149.16666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-101.4287669284081,-85.01809993460662,58.0
1921-01-01,1921.0,-119.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-71.59543359507478,-82.40927305439814,59.0
1922-01-01,1922.0,-126.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-78.59543359507478,-78.28792362996923,60.0
1923-01-01,1923.0,-104.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-56.262100261741445,-72.91562935026998,61.0
1924-01-01,1924.0,-130.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-82.26210026174144,-66.69516869075956,62.0
1925-01-01,1925.0,-75.16666666666667,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-27.428766928408116,-60.125057168714356,63.0
1926-01-01,1926.0,-93.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-45.262100261741445,-53.743277250401775,64.0
1927-01-01,1927.0,-92.16666666666667,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-44.428766928408116,-48.066553414209515,65.0
1928-01-01,1928.0,-79.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-31.595433595074773,-43.532026715715546,66.0
1929-01-01,1929.0,-131.83333333333334,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-84.09543359507478,-40.447912356163044,67.0
1930-01-01,1930.0,-83.33333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-35.59543359507477,-38.95870979652229,68.0
1931-01-01,1931.0,-74.83333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-27.095433595074773,-39.02889233624929,69.0
1932-01-01,1932.0,-90.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-42.262100261741445,-40.446917200571235,70.0
1933-01-01,1933.0,-135.66666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-87.9287669284081,-42.849103496459016,71.0
1934-01-01,1934.0,-121.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-73.26210026174144,-45.7606828056393,72.0
1935-01-01,1935.0,-73.66666666666667,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-25.928766928408116,-48.64938881629345,73.0
1936-01-01,1936.0,-59.333333333333336,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-11.59543359507478,-50.985537047231496,74.0
1937-01-01,1937.0,-74.83333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-27.095433595074773,-52.30181314713686,75.0
1938-01-01,1938.0,-61.166666666666664,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-13.428766928408109,-52.246021146157844,76.0
1939-01-01,1939.0,-96.83333333333333,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-49.09543359507477,-50.620837684672416,77.0
1940-01-01,1940.0,-89.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-41.762100261741445,-47.406084948388305,78.0
1941-01-01,1941.0,-125.0,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-77.26210026174144,-42.76100824535692,79.0
1942-01-01,1942.0,-109.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-61.762100261741445,-37.00630114269304,80.0
1943-01-01,1943.0,-59.333333333333336,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-11.59543359507478,-30.58790708123894,81.0
1944-01-01,1944.0,-49.333333333333336,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-1.5954335950747804,-24.02668337208636,82.0
1945-01-01,1945.0,-57.666666666666664,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-9.928766928408109,-17.859609266880163,83.0
1946-01-01,1946.0,-68.5,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-20.762100261741445,-12.579174259107631,84.0
1947-01-01,1947.0,-129.16666666666666,,,,,,,,,6.311259,2.3649986,0.04778568542368224,-81.4287669284081,-8.577788180566662,85.0
1948-01-01,1948.0,-56.0,,,,,,,,,4.387522,5.4108086,0.04778568542368224,-8.262100261741445,-6.10348782052632,86.0
1949-01-01,1949.0,-42.166666666666664,,,,,,,,,8.470212,1.892796,0.04778568542368224,5.571233071591891,-5.231939696607956,87.0
1950-01-01,1950.0,-43.166666666666664,,,,,,,,,5.701431,2.4221733,0.04778568542368224,4.571233071591891,-5.8578991732623305,88.0
1951-01-01,1951.0,-58.5,,,,,,,,,3.2752788,4.516599,0.04778568542368224,-10.762100261741445,-7.707089982479753,89.0
1952-01-01,1952.0,-34.166666666666664,,,,,,,,,5.917683,-0.6884091,0.04778568542368224,13.571233071591891,-10.367163242167742,90.0
1953-01-01,1953.0,-73.16666666666667,,,,,,,,,5.0347652,1.0267215,0.04778568542368224,-25.428766928408116,-13.33424146344466,91.0
1954-01-01,1954.0,-45.5,,,,,,,,,10.093402,3.14278,0.04778568542368224,2.2378997382585553,-16.06979387766526,92.0
1955-01-01,1955.0,-36.333333333333336,,,,,,,,,4.944992,-1.8953387,0.04778568542368224,11.40456640492522,-18.061423263091452,93.0
1956-01-01,1956.0,-93.83333333333333,,,,,,,,,3.6171987,0.18946528,0.04778568542368224,-46.09543359507477,-18.880702939392744,94.0
1957-01-01,1957.0,-60.833333333333336,,,,,,,,,4.207589,0.55456275,0.04778568542368224,-13.09543359507478,-18.231535561376653,95.0
1958-01-01,1958.0,-50.666666666666664,,,,,,,,,4.355206,0.36970612,0.04778568542368224,-2.928766928408109,-15.98357519818615,96.0
1959-01-01,1959.0,-93.16666666666667,,,,,,,,,1.0946395,2.77509,0.04778568542368224,-45.428766928408116,-12.186940170462496,97.0
1960-01-01,1960.0,-54.833333333333336,,,,,,,,,0.7090475,1.934436,0.04778568542368224,-7.09543359507478,-7.066555929439197,98.0
1961-01-01,1961.0,12.833333333333334,,,,,,,,,5.7542934,1.3151058,0.04778568542368224,60.57123307159189,-0.9967665272347748,99.0
1962-01-01,1962.0,-39.666666666666664,,,,,,,,,5.877581,0.13498433,0.04778568542368224,8.071233071591891,5.540919583531382,100.0
1963-01-01,1963.0,-97.0,,,,,,,,,0.2810497,1.9679369,0.04778568542368224,-49.262100261741445,12.012179964894647,101.0
1964-01-01,1964.0,-76.5,,,,,,,,,0.65730476,-0.2056845,0.04778568542368224,-28.762100261741445,17.890190003591936,102.0
1965-01-01,1965.0,-21.833333333333332,,,,,,,,,5.784757,-1.8158885,0.04778568542368224,25.904566404925223,22.715088401831967,103.0
1966-01-01,1966.0,7.666666666666667,,,,,,,,,7.028076,0.6606671,0.04778568542368224,55.40456640492522,26.145884163170518,104.0
1967-01-01,1967.0,35.166666666666664,,,,,,,,,12.765246,3.800848,0.04778568542368224,82.90456640492522,27.998946056444527,105.0
1968-01-01,1968.0,-29.333333333333332,,,,,,,,,3.7755845,0.19227672,0.04778568542368224,18.404566404925223,28.268730047647804,106.0
1969-01-01,1969.0,-43.0,,,,,,,,,1.925209,0.5998935,0.04778568542368224,4.737899738258555,27.128405084480047,107.0
1970-01-01,1970.0,-9.833333333333334,,,,,,,,,8.131738,1.78897,0.04778568542368224,37.90456640492522,24.91030659794513,108.0
1971-01-01,1971.0,-60.166666666666664,,,,,,,,,2.8745146,1.1014508,0.04778568542368224,-12.428766928408109,22.068424038036703,109.0
1972-01-01,1972.0,-88.33333333333333,,,,,,,,,2.5584815,3.7007036,0.04778568542368224,-40.59543359507477,19.127156674494803,110.0
1973-01-01,1973.0,-20.5,,,,,,,,,9.520682,-0.97213364,0.04778568542368224,27.237899738258555,16.62212186743409,111.0
1974-01-01,1974.0,-16.666666666666668,,,,,,,,,11.503461,2.554668,0.04778568542368224,31.071233071591887,15.039697092559816,112.0
1975-01-01,1975.0,-52.0,,,,,,,,,4.674917,0.19217925,0.04778568542368224,-4.262100261741445,14.762119933529144,113.0
1976-01-01,1976.0,-75.5,,,,,,,,,3.3632562,-0.70991033,0.04778568542368224,-27.762100261741445,16.02434289675898,114.0
1977-01-01,1977.0,-24.166666666666668,,,,,,,,,7.2231917,2.5798526,0.04778568542368224,23.571233071591887,18.88751307477122,115.0
1978-01-01,1978.0,-31.833333333333332,,,,,,,,,8.551636,1.0163754,0.04778568542368224,15.904566404925223,23.23207014925778,116.0
1979-01-01,1979.0,-22.333333333333332,,,,,,,,,5.7002463,2.3869617,0.042590933030664635,25.40976115731824,28.77124179889917,117.0
1980-01-01,1980.0,5.0,,,,,,,,,6.4064636,-0.8189574,0.038094471284877016,52.74759095239736,35.083413213615074,118.0
1981-01-01,1981.0,39.0,,,,,,,,,9.316558,0.50175446,0.07180941238835638,86.71387601129388,41.659716996338545,119.0
1982-01-01,1982.0,15.333333333333334,,,,,,,,,5.4549103,3.2701206,0.04550064993649078,63.07351810707908,47.961471727467575,120.0
1983-01-01,1983.0,52.833333333333336,,,,,,,,,12.008881,2.519624,0.08217900215039986,100.53683975486518,53.48098579630907,121.0
1984-01-01,1984.0,-9.5,,,,,,,,,6.145271,3.6726425,0.034966527673383103,38.250718896008856,57.79886324828072,122.0
1985-01-01,1985.0,-6.5,,,,,,,,,6.0918846,2.5837,0.0397848726119463,41.24590055107029,60.63134323268622,123.0
1986-01-01,1986.0,-13.0,,,,,,,,,5.628788,3.2792351,0.0469300424684366,34.7387553812138,61.8623295962901,124.0
1987-01-01,1987.0,-20.5,,,,,,,,,3.224531,1.6494709,0.01673961217710785,27.268945811505134,61.55649527243488,125.0
1988-01-01,1988.0,55.833333333333336,,,,,,,,,12.714699,2.842232,0.07508445329288936,103.5439343037227,59.951982303735605,126.0
1989-01-01,1989.0,17.833333333333332,,,,,,,,,7.295707,2.775037,0.05451333521255053,65.56450542180302,57.43352148554257,127.0
1990-01-01,1990.0,54.333333333333336,,,,,,,,,12.639977,7.6519017,0.10096365999197586,102.01805509702359,54.4890057587101,128.0
1991-01-01,1991.0,-48.0,,,,,,,,,4.0877404,0.39182273,0.026995790076453183,-0.24131036639421666,51.654419143361544,129.0
1992-01-01,1992.0,-2.6666666666666665,,,,,,,,,8.080558,1.6115795,0.04987194163632321,45.06914681537925,49.453337377243656,130.0
1993-01-01,1993.0,-5.166666666666667,,,,,,,,,7.881514,1.9583648,0.037490750184058286,42.58152800683152,48.33782914278256,131.0
1994-01-01,1994.0,35.333333333333336,,,,,,,,,10.574744,3.7801545,0.07142540386656811,83.04759335314901,49.672696598618394,132.0
1995-01-01,1995.0,39.833333333333336,,,,,,,,,7.5945697,0.72313374,0.052416724736640635,87.56660203227894,52.592475330505295,133.0
1996-01-01,1996.0,-74.0,,,,,,,,,-0.99027103,0.88245386,-0.025394881112537387,-26.18891969520522,57.08807149844556,134.0
1997-01-01,1997.0,-16.666666666666668,,,,,,,,,4.6699576,4.208534,0.014875057903352315,31.104143699112218,62.972520383139155,135.0
1998-01-01,1998.0,64.33333333333333,,,,,,,,,9.973238,3.038884,0.08443736974894145,112.03458138726663,69.90209008636145,136.0
1999-01-01,1999.0,58.666666666666664,,,,,,,,,10.110547,3.0341625,0.07823951794897714,106.37411257239992,77.4150803750315,137.0
2000-01-01,2000.0,54.0,,,,,,,,,9.257247,9.211353,0.06919086928893288,101.71649455439331,84.98393723747532,138.0
2001-01-01,2001.0,61.0,,,,,,,,,6.036207,2.3643658,0.055705856050382696,108.72997956763186,92.07480070526717,139.0
2002-01-01,2002.0,46.166666666666664,,,,,,,,,5.41819,5.158049,0.028806023054863017,93.92354606729404,98.20776446188411,140.0
2003-01-01,2003.0,32.0,,,,,,,,,2.4190142,1.9189583,0.016251739871391932,79.76943368381085,103.01104541625561,141.0
2004-01-01,2004.0,62.833333333333336,,,,,,,,,8.325006,2.383694,0.060929095361530995,110.55808966165404,106.26294883387916,142.0
2005-01-01,2005.0,45.0,,,,,,,,,7.103912,0.6315093,0.04377106483185822,92.74191435885038,107.91689219837973,143.0
2006-01-01,2006.0,41.333333333333336,,,,,,,,,6.1336884,4.532461,0.04856533324941307,89.07045342376617,108.10666322741821,144.0
2007-01-01,2007.0,94.83333333333333,,,,,,,,,10.287087,1.2027072,0.07489008914517685,142.54412866787038,107.13131854278123,145.0
2008-01-01,2008.0,66.33333333333333,,,,,,,,,8.021732,5.390208,0.06734329741839128,114.05167545959718,105.4214275619252,146.0
2009-01-01,2009.0,33.666666666666664,,,,,,,,,5.088303,5.315205,0.03959926796177892,81.41275282238712,103.49047184213137,147.0
2010-01-01,2010.0,25.333333333333332,,,,,,,,,1.7123364,-1.4173802,0.02274115663255692,73.09627760038302,101.87688569129669,148.0
2011-01-01,2011.0,60.166666666666664,,,,,,,,,9.094102,4.2256026,0.05783922937775735,107.89451286097115,101.08328022929963,149.0
2012-01-01,2012.0,50.666666666666664,,,,,,,,,6.8177757,3.2491236,0.0474958253589896,98.40485626498992,101.51971100276666,150.0
2013-01-01,2013.0,25.666666666666668,,,,,,,,,2.228657,3.173827,0.021193829073664183,73.43115826127524,103.4573928387268,151.0
2014-01-01,2014.0,66.66666666666667,,,,,,,,,5.123015,11.433273,0.0448224849522392,114.40752960539666,106.99808638732945,152.0
2015-01-01,2015.0,92.5,,,,,,,,,12.157926,6.55892,0.0687108795503558,140.2169745441319,112.06261185706104,153.0
2016-01-01,2016.0,77.0,,,,,,,,,4.917603,2.5206838,0.026465918909440635,124.7592195047728,118.39978645814257,154.0
2017-01-01,2017.0,112.16666666666667,,,,,,,,,11.298989,2.0506012,0.06823476966014382,159.88411732068877,125.61477673742668,155.0
2018-01-01,2018.0,39.333333333333336,,,,,,,,,4.2967873,2.208767,0.007335162504690951,87.11168359451088,133.2136655262448,156.0
2019-01-01,2019.0,109.16666666666667,,,,,,,,,7.9628825,4.2121882,0.055915060067936305,156.89643703028096,140.65920299321544,157.0
2020-01-01,2020.0,114.66666666666667,,,,,,,,,9.83999,6.934233,0.05655807304921371,162.3957940172997,147.4314488847262,158.0
2021-01-01,2021.0,93.5,,,,,,,,,4.8222713,0.25504875,0.032904800639772684,141.25278062304247,153.08646094148418,159.0
