# Sea surface height for the Netherlands based on the 6 main tide gauges. 
# Cite https://doi.org/10.2112/JCOASTRES-D-11-00169.1 (method) https://doi.org/10.5281/zenodo.1065964 (data)
# Lineage: https://doi.org/10.5281/zenodo.1065964 (notebooks/dutch-sea-level-monitor.ipynb)
# year -> year over which sea-level is averaged
# date -> first day of the year over which the sea level is averaged
# height -> mean sea surface height over main tide gauges, based on PSMSL RLR [mm relative to NAP(2005)]
# u2/v2 -> signed squared mean wind velocity offshore [m2/s2]
# predicted_linear_with_wind -> fitted sea surface height based on linear model with wind and tide [mm relative to NAP(2005)]
# predicted_linear -> fitted sea surface height based on linear model with tide [mm relative to NAP(2005)]
# predicted_linear_mean_wind  -> fitted sea surface height based on linear model with wind and 0 nodal tide   [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_ci_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% confidence interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_025  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 2.5% prediction interval [mm relative to NAP(2005)]
# predicted_linear_mean_wind_pi_975  -> fitted sea surface height based on linear model with wind and 0 nodal tide, 97.5% prediction interval [mm relative to NAP(2005)]
index,year,height,u2,v2,predicted_linear_with_wind,predicted_linear,predicted_linear_mean_wind,predicted_linear_mean_wind_ci_025,predicted_linear_mean_wind_ci_975,predicted_linear_mean_wind_pi_025,predicted_linear_mean_wind_pi_975,date
38,1900,-176.5,3.3482018,0.66977715,-165.09364438746613,-170.70929760984018,-154.84955920326718,-162.82199460796016,-146.8771237985742,-201.83965759661822,-107.85946080991614,1900-01-01
39,1901,-196.83333333333334,3.3482018,0.66977715,-164.04040032636598,-170.09443332567503,-152.99302630142375,-160.8691725450762,-145.1168800577713,-199.966883928685,-106.0191686741625,1901-01-01
40,1902,-225.16666666666666,3.3482018,0.66977715,-161.74018051360818,-167.98279152598968,-151.1364933995803,-158.91672924808472,-143.35625755107588,-198.09436484402679,-104.17862195513382,1902-01-01
41,1903,-113.83333333333333,3.3482018,0.66977715,-158.24306624615878,-164.39542118966125,-149.27996049773688,-156.96467889874936,-141.5952420967244,-196.22210060273923,-102.33782039273453,1903-01-01
42,1904,-151.83333333333334,3.3482018,0.66977715,-153.73423865185077,-159.51994460946642,-147.42342759589343,-155.0130363331684,-139.83381885861846,-194.35009146111753,-100.49676373066933,1904-01-01
43,1905,-176.66666666666666,3.3482018,0.66977715,-148.51307631244367,-153.68937946789487,-145.56689469405,-153.06181707553836,-138.07197231256166,-192.47833767163644,-98.65545171646356,1905-01-01
44,1906,-139.83333333333334,3.3482018,0.66977715,-142.95936281383604,-147.3445493634876,-143.71036179220658,-151.11103737364533,-136.30968621076784,-190.60683948292993,-96.81388410148324,1906-01-01
45,1907,-162.66666666666666,3.3482018,0.66977715,-137.49041855662762,-140.98432571113872,-141.85382889036313,-149.1607142361467,-134.54694354457956,-188.7355971397715,-94.97206064095477,1907-01-01
46,1908,-169.83333333333334,3.3482018,0.66977715,-132.5139955871402,-135.10931747721585,-139.9972959885197,-147.2108654717023,-132.7837265053371,-186.8646108830548,-93.1299810939846,1908-01-01
47,1909,-119.5,3.3482018,0.66977715,-128.38225245938008,-130.1653647880219,-138.14076308667626,-145.26150973000898,-131.02001644334354,-184.99388094977417,-91.28764522357835,1909-01-01
48,1910,-110.33333333333333,3.3482018,0.66977715,-125.3520042295983,-126.49321458797748,-136.28423018483284,-143.3126665447865,-129.25579382487916,-183.12340757300575,-89.44505279665992,1910-01-01
49,1911,-132.33333333333334,3.3482018,0.66977715,-123.55573437757772,-124.29005872313456,-134.42769728298939,-141.36435637875428,-127.49103818722449,-181.2531909818888,-87.60220358408999,1911-01-01
50,1912,-70.16666666666667,3.3482018,0.66977715,-122.98664069297588,-123.58727585071095,-132.57116438114596,-139.4166006706275,-125.72572809166444,-179.38323140160725,-85.75909736068466,1912-01-01
51,1913,-98.83333333333333,3.3482018,0.66977715,-123.49940307691601,-124.24688956347522,-130.7146314793025,-137.46942188414835,-123.95984107445666,-177.51352905337157,-83.91573390523345,1913-01-01
52,1914,-86.5,3.3482018,0.66977715,-124.82658659298525,-125.97714251928461,-128.8580985774591,-135.52284355915182,-122.19335359576635,-175.6440841544009,-82.07211300051728,1914-01-01
53,1915,-124.33333333333333,3.3482018,0.66977715,-126.60882826819763,-128.36542864109921,-127.00156567561567,-133.5768903646446,-120.42624098658673,-173.77489691790547,-80.22823443332587,1915-01-01
54,1916,-73.33333333333333,3.3482018,0.66977715,-128.43540029944884,-130.92486615523467,-125.14503277377221,-131.63158815385358,-118.65847739369086,-171.90596755306925,-78.38409799447518,1916-01-01
55,1917,-127.83333333333333,3.3482018,0.66977715,-129.8905710810187,-133.14925452179062,-123.28849987192879,-129.68696402117004,-116.89003572268756,-170.03729626503323,-76.53970347882435,1917-01-01
56,1918,-131.5,3.3482018,0.66977715,-130.60053103783827,-134.57021197677707,-121.43196697008534,-127.74304636088233,-115.12088757928835,-168.16888325487838,-74.69505068529232,1918-01-01
57,1919,-153.66666666666666,3.3482018,0.66977715,-130.27558649661196,-134.81004426824055,-119.57543406824192,-125.79986492755054,-113.35100320893329,-166.30072871960954,-72.8501394168743,1919-01-01
58,1920,-149.16666666666666,3.3482018,0.66977715,-128.74285894857397,-133.62437701148826,-117.71890116639847,-123.85745089782841,-111.58035143496852,-164.43283285213914,-71.00496948065778,1920-01-01
59,1921,-119.33333333333333,3.3482018,0.66977715,-125.96579876450554,-130.92973952316066,-115.86236826455504,-121.9158369334851,-109.808899595625,-162.5651958412717,-69.15954068783837,1921-01-01
60,1922,-126.33333333333333,3.3482018,0.66977715,-122.04831074541028,-126.81298660036968,-114.00583536271162,-119.97505724531499,-108.03661348010826,-160.69781787168804,-67.3138528537352,1922-01-01
61,1923,-104.0,3.3482018,0.66977715,-117.2230258360417,-121.52149475867644,-112.14930246086817,-118.03514765755303,-106.26345726418332,-158.8306991239303,-65.46790579780605,1923-01-01
62,1924,-130.0,3.3482018,0.66977715,-111.82504283523747,-115.43523953157079,-110.29276955902475,-116.09614567232977,-104.48939344571973,-156.96383977438717,-63.621699343662335,1924-01-01
63,1925,-75.16666666666667,3.3482018,0.66977715,-106.25410401560822,-109.02390561488997,-108.4362366571813,-114.15809053360759,-102.714382780755,-155.0972399952792,-61.7752333190834,1925-01-01
64,1926,-93.0,3.3482018,0.66977715,-100.92947409117872,-102.79387106185771,-106.57970375533787,-112.2210232899347,-100.93838422074104,-153.23089995464485,-59.9285075560309,1926-01-01
65,1927,-92.16666666666667,3.3482018,0.66977715,-96.24261558343125,-97.23104970408738,-104.72317085349442,-110.28498685523587,-99.16135485175298,-151.3648198163263,-58.08152189066254,1927-01-01
66,1928,-79.33333333333333,3.3482018,0.66977715,-92.51300236840993,-92.7460434779129,-102.866637951651,-108.35002606672953,-97.38324983657247,-149.49899973995628,-56.23427616334573,1928-01-01
67,1929,-131.83333333333334,3.3482018,0.66977715,-89.95205896439096,-89.62779560413685,-101.01010504980758,-106.41618773891767,-95.60402236069748,-147.63343988094448,-54.38677021867066,1929-01-01
68,1930,-83.33333333333333,3.3482018,0.66977715,-88.63929592414847,-88.01097603283081,-99.15357214796413,-104.48352071244027,-93.82362358348799,-145.768140390465,-52.53900390546326,1930-01-01
69,1931,-74.83333333333333,3.3482018,0.66977715,-88.51333505677779,-87.8607805311695,-97.2970392461207,-102.55207589641923,-92.04200259582218,-143.9031014154436,-50.690977076797815,1931-01-01
70,1932,-90.0,3.3482018,0.66977715,-89.37883750993151,-88.97685922194964,-95.44050634427725,-100.62190630273965,-90.25910638581486,-142.0383230985455,-48.842689590008995,1932-01-01
71,1933,-135.66666666666666,3.3482018,0.66977715,-90.92855270304878,-91.01593113779579,-93.58397344243383,-98.6930670705328,-88.47487981433486,-140.17380557816372,-46.99414130670393,1933-01-01
72,1934,-121.0,3.3482018,0.66977715,-92.7779993314362,-93.5305321662699,-91.72744054059038,-96.76561547893493,-86.68926560224583,-138.30954898840724,-45.14533209277351,1934-01-01
73,1935,-73.66666666666667,3.3482018,0.66977715,-94.50886381216412,-96.01952269962467,-89.87090763874696,-94.83961094600919,-84.90220433148473,-136.4455534590901,-43.296261818403806,1935-01-01
74,1936,-59.333333333333336,3.3482018,0.66977715,-95.71621755880764,-97.9846539226515,-88.01437473690352,-92.9151150115343,-83.11363446227274,-134.58181911572032,-41.44693035808671,1936-01-01
75,1937,-74.83333333333333,3.3482018,0.66977715,-96.05422342057742,-98.98680780142817,-86.15784183506008,-90.99219130119633,-81.32349236892384,-132.7183460794896,-39.597337590630545,1937-01-01
76,1938,-61.166666666666664,3.3482018,0.66977715,-95.27517215742053,-98.69556266688487,-84.30130893321666,-89.07090546957373,-79.53171239685959,-130.85513446726316,-37.74748339917017,1938-01-01
77,1939,-96.83333333333333,3.3482018,0.66977715,-93.25744269692058,-96.92648966264973,-82.44477603137322,-87.15132511919553,-77.73822694355091,-128.9921843915697,-35.89736767117673,1939-01-01
78,1940,-89.5,3.3482018,0.66977715,-90.01923015037204,-93.66197020911616,-80.58824312952979,-85.23351969288818,-75.94296656617139,-127.12949596059242,-34.04699029846715,1940-01-01
79,1941,-125.0,3.3482018,0.66977715,-85.71649203397885,-89.05318470605195,-78.73171022768635,-83.31756033662433,-74.14586011874837,-125.26706927815951,-32.19635117721318,1941-01-01
80,1942,-109.5,3.3482018,0.66977715,-80.62534451609338,-83.40304799832984,-76.87517732584291,-81.40351973016264,-72.34683492152318,-123.40490444373572,-30.34545020795011,1942-01-01
81,1943,-59.333333333333336,3.3482018,0.66977715,-75.11089571951973,-77.13201776935023,-75.01864442399948,-79.49147188293728,-70.54581696506168,-121.54300155241381,-28.494287295585146,1943-01-01
82,1944,-49.333333333333336,3.3482018,0.66977715,-69.58603402950075,-70.73063525029784,-73.16211152215604,-77.58149189293765,-68.74273115137443,-119.68136069490666,-26.64286234940542,1944-01-01
83,1945,-57.666666666666664,3.3482018,0.66977715,-64.46482318983965,-64.70415522731872,-71.3055786203126,-75.67365566672852,-66.93750157389668,-117.81998195753961,-24.791175283085593,1945-01-01
84,1946,-68.5,3.3482018,0.66977715,-60.115764730061876,-59.51551525164109,-69.44904571846918,-73.76803959931173,-65.13005183762662,-115.95886542224318,-22.939226014695173,1946-01-01
85,1947,-129.16666666666666,3.3482018,0.66977715,-56.82020324157109,-55.53308142064405,-67.59251281662574,-71.86472021323459,-63.32030542001689,-114.09801116654614,-21.087014466705348,1947-01-01
86,1948,-56.0,2.858907,2.7578495,-56.766058743666875,-52.98906894095923,-65.7359799147823,-69.96377375721092,-61.508186072353695,-112.237419263569,-19.234540565995623,1948-01-01
87,1949,-42.166666666666664,5.30343,0.3216679,-33.14165204693525,-51.953330765373686,-63.87944701293887,-68.06527576553604,-59.693618260341694,-110.3770897820178,-17.381804243859932,1949-01-01
88,1950,-43.166666666666664,3.816473,1.2771947,-48.123371114793876,-52.325472919231515,-62.022914111095425,-66.16930058073561,-57.87652764145524,-108.51702278617839,-15.528805436012469,1950-01-01
89,1951,-58.5,1.5250142,1.7796396,-73.47601733235881,-53.846186501298966,-60.16638120925199,-64.27592084316662,-56.05684157533736,-106.65721833591087,-13.675544082593106,1951-01-01
90,1952,-34.166666666666664,3.4400053,-0.038776614,-57.197566289123344,-56.12651725599917,-58.30984830740855,-62.385206952653064,-54.23448966216404,-104.79767648664466,-11.822020128172447,1952-01-01
91,1953,-73.16666666666667,2.9387922,0.068978846,-64.34354576987563,-58.69176890501962,-56.45331540556513,-60.49722650864062,-52.409404302489634,-102.93839728937368,-9.968233521756567,1953-01-01
92,1954,-45.5,4.9915295,1.3730128,-41.477113185554785,-61.03508463619107,-54.59678250372169,-58.612043736734975,-50.58152127070841,-101.07938079065212,-8.114184216791251,1954-01-01
93,1955,-36.333333333333336,1.7126894,-0.22835702,-80.66033689578052,-62.674658722548195,-52.740249601878254,-56.72971891077831,-48.7507802929782,-99.2206270325905,-6.259872171166009,1955-01-01
94,1956,-93.83333333333333,1.9961172,0.000106403706,-77.1377288530708,-63.208120492418864,-50.88371670003482,-54.85030778073946,-46.91712561933017,-97.36213605285204,-4.405297347217591,1956-01-01
95,1957,-60.833333333333336,2.2547548,0.1852093,-72.77384963960841,-62.357952043137786,-49.02718379819138,-52.97386101756844,-45.08050657881432,-95.50390788464952,-2.5504597117332324,1957-01-01
96,1958,-50.666666666666664,2.2449813,0.16877215,-70.4064344779542,-60.00281315993617,-47.170650896347944,-51.100423686717384,-43.2408781059785,-93.64594255674247,-0.6953592359534184,1958-01-01
97,1959,-93.16666666666667,0.14023231,0.20452765,-89.61558543958768,-56.191237630122345,-45.31411799450451,-49.23003476219253,-41.39820122681648,-91.78824009343467,1.16000410442566,1959-01-01
98,1960,-54.833333333333336,0.39210004,0.10180432,-82.38667423061503,-51.13615497686474,-43.457585092661084,-47.362726692724586,-39.55244349259758,-89.93080051457218,3.0156303292500155,1960-01-01
99,1961,12.833333333333334,3.1401722,0.21283843,-46.955110294634125,-45.190855973566094,-41.60105219081765,-45.49852503090092,-37.70357935073437,-88.07362383554155,4.871519453906252,1961-01-01
100,1962,-39.666666666666664,3.64171,-0.080028,-36.383749914297724,-38.809114838810316,-39.74451928897421,-43.637448134892296,-35.851590443056125,-86.2167100672686,6.72767148932018,1962-01-01
101,1963,-97.0,0.13734382,0.23429385,-68.66689035779336,-32.49396933143075,-37.88798638713077,-41.77950695075747,-33.996465823504074,-84.36005921621748,8.584086441955932,1963-01-01
102,1964,-76.5,0.996338,-0.014845498,-54.836432987173986,-26.740940208273035,-36.03145348528734,-39.92470488128424,-32.13820208929043,-82.50367128439007,10.4407643138154,1964-01-01
103,1965,-21.833333333333332,2.9756749,-0.057570625,-29.36070831936009,-21.98209916587658,-34.1749205834439,-38.07303774500899,-30.27680342187881,-80.64754626932589,12.29770510243808,1965-01-01
104,1966,7.666666666666667,2.8802073,0.040577337,-27.408832993923294,-18.53729861441487,-32.31838768160046,-36.22449382656103,-28.412281536639895,-78.7916841641022,14.154908800901268,1966-01-01
105,1967,35.166666666666664,9.196815,1.3286175,45.07667588123636,-16.578068238208857,-30.461854779757036,-34.37905401692422,-26.54465554258985,-76.93608495733471,16.012375397820644,1967-01-01
106,1968,-29.333333333333332,0.853368,0.012949069,-47.5688455713606,-16.10825352968491,-28.6053218779136,-32.53669203972508,-24.673951716102113,-75.08074863317849,17.870104877351285,1968-01-01
107,1969,-43.0,0.55541885,-0.009784522,-51.51725843280307,-16.963581728230682,-26.748788976070163,-30.69737475736632,-22.800203194774006,-73.22567517132923,19.728097219188907,1969-01-01
108,1970,-9.833333333333334,4.2492,0.08066217,-12.538626669649116,-18.83020415873448,-24.892256074226726,-28.861062548833512,-20.92344959961994,-71.37086454702515,21.5863523985717,1970-01-01
109,1971,-60.166666666666664,1.1129643,-0.005539008,-48.67774332139459,-21.28012199762438,-23.03572317238329,-27.02770974939746,-19.04373659536912,-69.51631673104895,23.444870386282364,1971-01-01
110,1972,-88.33333333333333,0.33752108,0.5689417,-58.01427369591149,-23.819496772135025,-21.17919027053986,-25.19726514127036,-17.161115399809358,-67.66203168973028,25.30365114865057,1972-01-01
111,1973,-20.5,5.2323146,-0.33183584,-7.447043437062295,-25.94439253029155,-19.322657368696422,-23.36967248357857,-15.275642253814274,-65.80800938494875,27.162694647555906,1973-01-01
112,1974,-16.666666666666668,4.475806,0.34382138,-15.18278199673626,-27.19765776697474,-17.466124466852985,-21.54487106978473,-13.387377863921241,-63.954249774136954,29.022000840430987,1974-01-01
113,1975,-52.0,1.3508413,-0.021781223,-49.31270901960899,-27.22052654111236,-15.60959156500955,-19.722796300896633,-11.496386829122466,-62.10075281028426,30.88156968026516,1975-01-01
114,1976,-75.5,0.50272703,-0.014485825,-56.811234213909245,-25.793114291972504,-13.75305866316612,-17.90338026338877,-9.602737062943472,-60.24751844194066,32.74140111560842,1976-01-01
115,1977,-24.166666666666668,3.4437194,0.48148364,-20.997676751783356,-22.859237376800074,-11.896525761322684,-16.08655230166577,-7.706499220979599,-58.39454661322119,34.60149509057582,1977-01-01
116,1978,-31.833333333333332,3.2926567,0.1732222,-19.05015918341052,-18.53275481682784,-10.039992859479247,-14.272239576039876,-5.807746142918618,-56.54183726381065,36.46185154485215,1978-01-01
117,1979,-22.333333333333332,2.9034595,0.9794639,-17.072868314219257,-13.084716425124384,-8.183459957635817,-12.46036759849633,-3.9065523167753042,-54.689390328968685,38.32247041369705,1979-01-01
118,1980,5.0,3.2153962,0.05390751,-9.685083695537415,-6.912767975313386,-6.326927055792381,-10.650860739906637,-2.0029933716781247,-52.83720573953526,40.18335162795049,1980-01-01
119,1981,39.0,4.775985,0.022679903,12.835188152073178,-0.4962668121849667,-4.470394153948944,-8.843642703750195,-0.09714560414769213,-50.985283421936536,42.04449511403865,1981-01-01
120,1982,15.333333333333334,3.0092428,1.2455628,0.7620473517978219,5.6578257565000065,-2.613861252105507,-7.038636962761774,1.8109144585507595,-49.13362329819107,43.90590079398005,1982-01-01
121,1983,52.833333333333336,4.976384,0.5348254,25.629714675775517,11.072167874042815,-0.7573283502620772,-5.235767156190163,3.7211104556660084,-47.28222528591635,45.76756858539219,1983-01-01
122,1984,-9.5,2.5496292,0.3237051,2.396323115542174,15.35291724416242,1.0992045515813598,-3.4349574464978376,5.633366549660557,-45.431089298335756,47.62949840149847,1984-01-01
123,1985,-6.5,3.1703155,0.7953676,12.270635085655766,18.234186201705533,2.9557374534247964,-1.636132835331468,7.547607742181061,-43.58021524428595,49.49169015113554,1985-01-01
124,1986,-13.0,3.5693567,0.817585,17.769225424861315,19.608053864888607,4.812270355268233,0.16078056056228807,9.463760149974178,-41.729603028224425,51.35414373876089,1986-01-01
125,1987,-20.5,1.8130171,0.13053775,-2.5132443280876657,19.536747738127424,6.668803257111663,1.955855272113462,11.381751242109864,-39.879252550237666,53.21685906446099,1987-01-01
126,1988,55.833333333333336,7.3239822,0.3801851,56.95244425242676,18.24561976327633,8.5253361589551,3.749162277499602,13.3015100404106,-38.02916370604943,55.07983602395963,1988-01-01
127,1989,17.833333333333332,3.806406,0.5001768,17.175825140100386,16.09770964966051,10.381869060798534,5.540770836216555,15.222967285380513,-36.17933638702959,56.943074508626665,1989-01-01
128,1990,54.333333333333336,8.797221,1.2276878,70.86899117801272,13.552766654872581,12.238401962641971,7.33074835508592,17.146055570198023,-34.32977048020322,58.80657440548717,1990-01-01
129,1991,-48.0,2.5177867,0.22128223,-0.843578211205795,11.115355245469253,14.094934864485404,9.11916028347602,19.07070944549479,-32.480465868260076,60.67033559723088,1991-01-01
130,1992,-2.6666666666666665,4.6363235,0.46046934,21.538619117897987,9.27790222712883,15.951467766328841,10.906070034946875,20.996865497710807,-30.631422429564367,62.534357962222046,1992-01-01
131,1993,-5.166666666666667,2.31702,0.08018711,-4.51590054408949,8.465113917025214,17.808000668172276,12.691538932538606,22.924462403805947,-28.782640038165006,64.39864137450957,1993-01-01
132,1994,35.333333333333336,4.919285,1.2199252,26.62792928053635,8.98603728723684,19.66453357001571,14.475626174992481,24.85344096503894,-26.934118563806106,66.26318570383752,1994-01-01
133,1995,39.833333333333336,3.7871656,0.04719175,14.649309989892306,10.999176192418826,21.521066471859147,16.258388821308618,26.783744122409676,-25.085857871937808,68.1279908156561,1995-01-01
134,1996,-74.0,0.040142,0.014256987,-22.821583443754122,14.49460019830352,23.37759937370258,18.039881791192677,28.715316956212483,-23.237857823727595,69.99305657113275,1996-01-01
135,1997,-16.666666666666668,1.2264534,0.7445224,-4.282952982335026,19.29506548253245,25.234132275546017,19.820157879114067,30.648106671977967,-21.390118276071746,71.85838282716378,1997-01-01
136,1998,64.33333333333333,7.4432936,1.7884872,70.31967461377911,25.076021285792404,27.09066517738945,21.59926777988123,32.58206257489767,-19.54263908160735,73.72396943638626,1998-01-01
137,1999,58.666666666666664,5.2715096,1.1653932,51.204939795043494,31.40224367891089,28.947198079232884,23.37726012382858,34.51713603463718,-17.695420088724433,75.5898162471902,1999-01-01
138,2000,54.0,5.5184684,3.2992122,62.76422511869867,37.776961598146734,30.80373098107632,25.154181519897943,36.453280442254695,-15.848461141578639,77.45592310373128,2000-01-01
139,2001,61.0,3.4175305,0.1446687,39.88689769622726,43.697930032285385,32.66026388291975,26.930076605081236,38.39045116075826,-14.001762080104093,79.3222898459436,2001-01-01
140,2002,46.166666666666664,1.6989514,2.23091,28.655056117406296,48.71412108324394,34.51679678476319,28.704988098867048,40.328605470659326,-12.155322740026627,81.18891630955301,2002-01-01
141,2003,32.0,1.0597814,0.49877694,22.051541472032582,52.476633879228835,36.373329686606624,30.478956861498993,42.267702511714255,-10.309142952877416,83.05580232609066,2003-01-01
142,2004,62.833333333333336,6.299912,0.678191,81.33060289864852,54.778076868290626,38.229862588450054,32.252021955008004,44.2077032218921,-8.463222546006847,84.92294772290695,2004-01-01
143,2005,45.0,4.018306,0.046656903,56.10671215090008,55.57597720373948,40.08639549029349,34.02422070612169,46.14857027446529,-6.617561342598705,86.79035232318569,2005-01-01
144,2006,41.333333333333336,3.0318968,1.4427371,47.11712399178626,54.997574879819986,41.94292839213693,35.795588770282606,48.09026801399125,-4.77215916168479,88.65801594595865,2006-01-01
145,2007,94.83333333333333,5.71606,0.119684935,72.99404707455957,53.32546047810179,43.799461293980364,37.566160196123334,50.032762391837394,-2.9270158181597594,90.52593840612049,2007-01-01
146,2008,66.33333333333333,4.781557,2.412327,64.67506135728327,50.96567766839351,45.655994195823794,39.335967489849736,51.97602090179785,-1.0821311227962767,92.39411951444387,2008-01-01
147,2009,33.666666666666664,2.8233924,1.2740458,39.691499244487446,48.401890904231095,47.51252709766723,41.10504167907602,53.920012516258446,0.7624951177394692,94.262559077595,2009-01-01
148,2010,25.333333333333332,0.7098519,-0.15642492,12.896644846037447,46.14079164845349,49.36905999951067,42.873412375736216,55.86470762328512,2.606863100871955,96.13125689814939,2010-01-01
149,2011,60.166666666666664,4.5929317,2.1602745,58.12359101722607,44.654905417998556,51.2255929013541,44.641107837768,57.8100779649402,4.450973028100208,98.00021277460799,2011-01-01
150,2012,50.666666666666664,4.8021884,1.6506156,59.84813367608675,44.329255320384135,53.082125803197535,46.40815502932654,59.75609657706853,6.294825104981427,99.86942650141364,2012-01-01
151,2013,25.666666666666668,1.0756603,0.12022516,18.25648954613451,45.41790245165074,54.93865870504097,48.17457967933954,61.702737730742406,8.138419541114217,101.73889786896773,2013-01-01
152,2014,66.66666666666667,2.4486625,3.471638,41.22905112532002,48.01526867175704,56.7951916068844,49.94040633826089,63.64997687550791,9.981756550121617,103.60862666364719,2014-01-01
153,2015,92.5,7.3712335,1.8507318,96.1661300787049,52.04547870800398,58.65172450872784,51.70565843291948,65.5977905845362,11.824836349633763,105.47861266782192,2015-01-01
154,2016,77.0,3.0661945,0.8432111,52.42100331286347,57.27092459985131,60.508257410571275,53.47035831939302,67.54615650174952,13.6676591612703,107.34885565987224,2016-01-01
155,2017,112.16666666666667,7.882341,1.1303532,110.74395134047754,63.319085770776084,62.36479031241471,55.234527333865216,69.49505329096421,15.510225210622522,109.2193554142069,2017-01-01
