,t,name,psmsl_id,ddl_id,latitude,longitude,station_name,surge
3,2012-09-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.075725704
1,2012-09-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.10554659
0,2012-09-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.11608212
2,2012-09-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.13480614
1,2012-10-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.07543331
0,2012-10-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.06578258
5,2012-10-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.04924498
4,2012-10-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.07098894
3,2012-10-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.059521616
2,2012-10-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.09203565
5,2012-11-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.07757301
4,2012-11-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.11450533
3,2012-11-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.09557129
2,2012-11-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.14401521
1,2012-11-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.12345538
0,2012-11-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.1121802
4,2012-12-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.091554776
1,2012-12-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.09080226
0,2012-12-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.05500971
3,2012-12-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.07490464
5,2012-12-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.06329666
2,2012-12-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.107496895
5,2013-01-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.0110607855
4,2013-01-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.027054248
0,2013-01-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.036589112
2,2013-01-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.045209676
1,2013-01-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.030481359
3,2013-01-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.017522225
2,2013-02-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.06391073
3,2013-02-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.049097434
4,2013-02-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.057769462
5,2013-02-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.041671313
0,2013-02-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',-0.03540348
1,2013-02-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.06284348
3,2013-03-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.082217574
5,2013-03-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.055882532
1,2013-03-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.13544008
0,2013-03-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',-0.17011215
2,2013-03-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.18307963
4,2013-03-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.111144714
0,2013-04-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.010583465
1,2013-04-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.006474612
2,2013-04-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.00252463
3,2013-04-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.007908935
4,2013-04-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.007718732
5,2013-04-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.006364213
4,2013-05-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.03889623
5,2013-05-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.037370335
3,2013-05-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.03747728
1,2013-05-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.035947707
0,2013-05-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.04992357
2,2013-05-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.045521684
0,2013-06-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.017679784
1,2013-06-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.018771434
2,2013-06-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.0037245217
3,2013-06-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.025151916
4,2013-06-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.02076074
5,2013-06-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.026898198
5,2013-07-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.03979497
4,2013-07-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.043556627
3,2013-07-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.04175128
1,2013-07-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.044734944
0,2013-07-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',-0.023009416
2,2013-07-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.03963921
0,2013-08-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.018999366
1,2013-08-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.0042649684
2,2013-08-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.016492926
3,2013-08-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.0021790143
4,2013-08-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.0014611287
5,2013-08-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.0049078725
5,2013-09-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.03954281
4,2013-09-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.043599404
2,2013-09-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.048122723
0,2013-09-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.046036888
3,2013-09-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.042014852
1,2013-09-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.04062585
1,2013-10-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.08634451
2,2013-10-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.0966925
3,2013-10-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.071516
4,2013-10-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.08610904
5,2013-10-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.06256157
0,2013-10-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.057251744
0,2013-11-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.1316148
1,2013-11-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.11582154
2,2013-11-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.13636693
3,2013-11-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.10054019
4,2013-11-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.11137062
5,2013-11-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.08934357
5,2013-12-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.073099285
4,2013-12-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.15529914
2,2013-12-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.25462458
1,2013-12-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.18912777
0,2013-12-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.2257961
3,2013-12-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.110886015
0,2014-01-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',-0.0012756498
1,2014-01-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.04530023
2,2014-01-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.059120715
3,2014-01-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.020376086
4,2014-01-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.03935034
5,2014-01-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.006995958
5,2014-02-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.080886774
4,2014-02-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.14438637
2,2014-02-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.20814715
1,2014-02-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.16639392
3,2014-02-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.10733529
0,2014-02-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.13219176
2,2014-03-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.031702094
3,2014-03-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.004597348
4,2014-03-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.011514546
5,2014-03-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.0019610203
1,2014-03-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.016353142
0,2014-03-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.041605435
3,2014-04-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.03265534
5,2014-04-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.032180794
1,2014-04-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.029580554
0,2014-04-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.046446666
2,2014-04-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.03420877
4,2014-04-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.03198218
0,2014-05-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.0022324529
1,2014-05-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.0023393955
2,2014-05-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',0.00318629
3,2014-05-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.00419549
4,2014-05-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.004405628
5,2014-05-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.006388793
0,2014-06-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.007601899
1,2014-06-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',-0.026277004
2,2014-06-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.017552987
4,2014-06-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',-0.025534233
3,2014-06-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',-0.023908224
5,2014-06-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',-0.022036597
0,2014-07-01,Delfzijl,24.0,DELFZL,53.326526,6.933405,b'NWS_NO_TS_MO_Delfzijl\r                                                                                                                                                                                                                                          ',0.00648799
1,2014-07-01,Den Helder,23.0,DENHDR,52.963769,4.7438009999999995,b'NWS_NO_TS_MO_DenHelder\r                                                                                                                                                                                                                                         ',0.0028791062
2,2014-07-01,Harlingen,25.0,HARLGN,53.175689,5.4112729999999996,b'NWS_NO_TS_MO_Harlingen\r                                                                                                                                                                                                                                         ',-0.00031568407
3,2014-07-01,Hoek van Holland,22.0,HOEKVHLD,51.977536,4.119752,b'NWS_NO_TS_MO_HoekVanHolland\r                                                                                                                                                                                                                                    ',0.017649187
4,2014-07-01,IJmuiden,32.0,IJMDBTHVN,52.461978,4.556043,b'NWS_NO_TS_MO_Ijmuiden\r                                                                                                                                                                                                                                          ',0.010967035
5,2014-07-01,Vlissingen,20.0,VLISSGN,51.442904,3.597324,b'NWS_NO_TS_MO_Vlissingen\r                                                                                                                                                                                                                                        ',0.024450826
