,NWS_NO_TS_MO_Harlingen,NWS_NO_TS_MO_Ijmuiden,NWS_NO_TS_MO_Vlissingen,id_obs_delfzijl_del_nl_rws,id_obs_denhelder_hel_nl_rws,id_obs_hoekvanholla_hvh_nl_rws,time,filename,variable
420,0.020396786015782892,0.02616842641469406,0.03057563042576395,0.01206960759533568,0.021559092887226308,0.027435474153830956,1986-04-15 23:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1986-m04.nc,surge
421,0.08054894818211196,0.032230978051605755,-0.002465793559539675,0.08892052998524509,0.04468121098233921,0.014022161690505646,1979-09-15 23:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1979-m09.nc,surge
422,0.11546922017026831,0.09394964818601255,0.07850609863245929,0.20793599795412135,0.0789806067943573,0.08665419552061293,2009-11-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2009-m11.nc,tide
423,-0.06454050371382963,-0.09408043015986042,-0.10452532983312782,-0.027378227189006038,-0.08699280194781253,-0.09854803277077652,2012-02-15 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2012-m02.nc,surge
424,0.15836321568996659,0.11427781387821886,0.09287844814947137,0.23839229221199776,0.09841962829252446,0.09954741285876881,1986-03-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1986-m03.nc,waterlevel
425,0.36358249665430603,0.2660668721194161,0.19636833931555786,0.4531111447843424,0.27175390394935395,0.23166724803082955,2006-11-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2006-m11.nc,waterlevel
426,-0.0006078250418025152,0.02195457497044978,0.03885535538649422,-0.00873147462524241,0.004847032902519214,0.03172404835698973,1992-10-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1992-m10.nc,surge
427,0.022920178683427928,0.015739916900580075,0.027615645880340246,0.137721919671609,-0.006099770146031533,0.021536119949860384,1989-03-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1989-m03.nc,tide
428,-0.17133836199388802,-0.11870888855950477,-0.076425110758975,-0.15077480459831075,-0.13983098027293311,-0.09651070527838787,2010-01-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2010-m01.nc,surge
429,0.2221808816791899,0.15716763362874855,0.1104618223768081,0.3149006859368779,0.15263456699212755,0.13489977291856642,2004-12-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2004-m12.nc,waterlevel
430,-0.015826878916388717,-0.008672061566552603,0.008014470638866199,0.013089996712033692,-0.014621512508016264,0.0003044046988094719,1995-08-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1995-m08.nc,surge
431,0.24778027165261773,0.2331531621442922,0.2262731449694791,0.3412608769127009,0.20780123948525894,0.2326419938154902,2001-09-15 23:54:59.999999872,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2001-m09.nc,waterlevel
432,0.0507629894296691,0.04546305669620316,0.057338854534659936,0.18465733020008104,0.021633925947357042,0.052524068414141235,2010-06-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2010-m06.nc,waterlevel
433,0.031762286951395914,0.011670170841444097,0.002024854170014864,0.04423930164327001,0.017264032791057246,0.006577192234704381,1984-07-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1984-m07.nc,surge
434,0.028235048476629502,0.03326322971229555,0.036532597702360683,0.02555871816803912,0.02938793815675,0.03562433674151542,2016-05-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2016-m05.nc,surge
435,0.14002256937113106,0.11034203151249258,0.10298947193819016,0.27800049501602914,0.0924428573045471,0.10852762305644754,1982-04-15 23:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1982-m04.nc,waterlevel
436,0.07913614408944243,0.06930971166993555,0.07108226664177406,0.17914730524076783,0.04891603544194211,0.06986169404880975,1999-10-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1999-m10.nc,tide
437,0.2768094675341342,0.20931219881192395,0.16736949667245551,0.36779021077916757,0.20215550024521262,0.1866443802608725,2016-02-15 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2016-m02.nc,waterlevel
438,0.16677717479551957,0.11542998169367624,0.07051796612243563,0.1409325867530054,0.12697021637273948,0.08977820972221155,1982-03-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1982-m03.nc,surge
439,-0.02583497861099711,-0.008980111584206262,0.002047608782066751,-0.04666022618253696,-0.016627497439498182,-0.004618435078653317,2002-11-15 23:54:59.999999872,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2002-m11.nc,surge
440,0.1665180231292162,0.1131282702996926,0.078339136606334,0.2540254687022991,0.10482505009636907,0.09422251790742514,1996-10-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1996-m10.nc,waterlevel
441,0.1294658913575665,0.09930345731366369,0.060283323031702904,0.17463860865660194,0.08447161391847814,0.07818786484740876,2014-01-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2014-m01.nc,waterlevel
442,0.09702906795301244,0.08189962770960464,0.07031489381154579,0.08099116262578784,0.08210368585141617,0.0737555685595907,2000-12-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2000-m12.nc,surge
443,0.08579515413137123,0.04880983611672723,0.0425176562254787,0.2140213630485277,0.03495861709719441,0.04462793251256735,1991-08-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1991-m08.nc,waterlevel
444,0.02612303224613703,0.013244598906782614,0.005950811406302389,0.029946306586221515,0.01550540025000305,0.009539372346172347,2005-09-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2005-m09.nc,surge
445,0.001963124950098663,-0.009700128678720818,-0.013557828113469696,0.016791363307411124,-0.006844511190737357,-0.011326560513173956,2014-06-15 23:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2014-m06.nc,surge
446,0.13481352516018563,0.1323634981788358,0.13648253228881008,0.2344067808060265,0.10261196343485103,0.134324816374949,1980-07-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1980-m07.nc,waterlevel
447,0.09395901963919659,0.058556437829675095,0.03674422147377167,0.10681815091662002,0.0677223709579951,0.047222966334895304,1984-06-15 23:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1984-m06.nc,surge
448,0.07841121373467522,0.053568772771741574,0.04466109330656017,0.18741570275034933,0.03607758364179775,0.049103206419911845,2010-07-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2010-m07.nc,waterlevel
449,0.12838567614491236,0.09394077168585002,0.07570929261085184,0.21861777097982424,0.07938385008726002,0.08479672994941082,2001-08-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2001-m08.nc,waterlevel
450,0.10259805621531681,0.08911433773118922,0.07631774898134767,0.0956517615388112,0.08771540294032894,0.08242729093466146,1995-09-15 23:54:59.999999872,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1995-m09.nc,surge
451,0.06665387892396547,0.04626651064909143,0.03705749557317631,0.07196879002137774,0.04820152138295688,0.041587435437148754,1990-12-16 11:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1990-m12.nc,surge
452,0.42885333875862464,0.33143001842002423,0.25525041633049556,0.47500362226714454,0.3256118999673141,0.2893150769733866,1984-01-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1984-m01.nc,waterlevel
453,0.07079033908389863,0.051553496056132846,0.04396216997078487,0.1709988545330744,0.03590467927001771,0.04763547768668523,1989-02-14 23:55:00.000000000,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-1989-m02.nc,tide
454,0.25984016344044314,0.20545752380710605,0.14337581267211397,0.23234926890773092,0.21422248633563462,0.17404709030338314,1992-11-15 23:54:59.999999872,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1992-m11.nc,surge
455,0.2163958109248862,0.1686741930179233,0.134118083702128,0.2895673197414767,0.15506536246322875,0.1515493388170009,2006-10-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-2006-m10.nc,waterlevel
456,-0.2517198876070308,-0.2022004072207134,-0.13065401100257515,-0.08638004156484641,-0.24302227244226324,-0.1641249394954562,1986-02-14 23:55:00.000000064,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-waterlevel-1986-m02.nc,waterlevel
457,-0.0006774516617961805,-0.030825282708563287,-0.04565990647418889,0.0196069233304211,-0.02211071538360063,-0.03895637789133975,2012-03-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-2012-m03.nc,surge
458,0.0698557178466654,0.054810960143052694,0.04080175429487834,0.05900624017485567,0.0573775074261715,0.04680160725388193,1979-08-16 11:54:59.999999936,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-surge-1979-m08.nc,surge
459,0.08199662781958085,0.0671784217639636,0.06417750137253901,0.17467413324609024,0.04994884763567251,0.06598659377798811,2009-10-16 11:54:59.999999744,p:\11200665-c3s-codec\2_Hydro\1_RUNS\9_post_processing\2_ERA5\timeseries\Final_set_fixed\reanalysis-tide-2009-m10.nc,tide
