153165	603810
152740	603705
152390	603600
152110	603515
151815	603430
151385	603325
151010	603215
150680	603105
150335	603005
150055	602940
149755	602855
149510	602780
149265	602790
148905	602625
148570	602590
148320	602595
148045	602525
147815	602445
147490	602410
147155	602315
146870	602295
146675	602295
146495	602260
146315	602190
146000	602125
145785	602095
145535	602065
145260	602015
145030	601965
144830	601945
144640	601915
144485	601855
144275	601800
144120	601805
143925	601805
143740	601785
143455	601690
143220	601590
143015	601585
142730	601570
142495	601530
142365	601470
142205	601370
142100	601225
142070	601140
141940	601030
141855	600885
141755	600695
141680	600630
141535	600495
141450	600310
141460	600130
141450	600000
141375	599865
141260	599640
141155	599440
141005	599120
140830	598920
140675	598750
140495	598560
140285	598365
140100	598205
139915	598075
139755	597925
139575	597745
139535	597695
139465	597500
139435	597320
139430	597075
139515	596865
139590	596590
139605	596410
139650	596280
139820	596085
140000	595850
140125	595675
140320	595480
140535	595305
140800	595190
141055	595100
141315	595100
141525	595240
141790	595440
142020	595645
142140	595800
142255	595950
142325	596100
142430	596290
142500	596415
142595	596590
142685	596690
142765	596790
142840	596845
142915	596875
142990	596905
143095	596930
143240	596975
143380	597040
143480	597090
143510	597205
143540	597310
143590	597450
143620	597560
143645	597695
143665	597800
143805	597980
143945	597970
144085	597990
144235	598015
144405	598020
144560	598020
144630	597985
144710	597945
144790	597900
144870	597860
144955	597845
144935	597885
144910	597940
144975	597985
145085	598005
145398.100000000	597865.900000000
146045	598425
146355	598585
146545	598600
146715	598525
146845	598435
146935	598400
147050	598435
147170	598500
147280	598570
147405	598645
147520	598690
147660	598655
147810	598595
147990	598495
148140	598425
148350	598365
148490	598360
148675	598380
148760	598400
148765	598945
148905	598935
149100	598910
149340	598900
149520	598900
149710	599020
149835	599155
149935	599290
150035	599375
150215	599335
150420	599270
150605	599240
150760	599240
150955	599305
151105	599380
151275	599455
151510	599535
151775	599615
151990	599695
152155	599795
152435	599940
152680	600110
152960	600355
153125	600530
153360	600780
153550	601010
153805	601255
154015	601425
154215	601555
154410	601670
154452.400000000	601698.300000000
154730	601730
154875	601725
155055	601830
155190	601880
155420	601915
155505	601930
155670	602010
155900	602060
156045	602065
156285	602100
156475	602045
156630	602045
156730	602085
156980	602080
157340	602050
157550	602030
157770	602030
157960	602025
158260	602005
158495	601975
158695	601970
158905	601975
158945	601970
158910	602070
158805	602145
158715	602205
158635	602270
158725	602305
158900	602195
159030	602100
159130	602060
159250	602080
159320	602065
159435	602035
159540	602015
159655	602100
159790	602155
159970	602215
160160	602330
160180	602430
160055	602465
159930	602455
159825	602455
159720	602450
159655	602500
159685	602600
159810	602545
159880	602580
160020	602600
160130	602580
160220	602530
160200	602645
160190	602720
160095	602825
159915	602890
159745	602960
159565	603075
159440	603155
159230	603290
159135	603360
159050	603440
158900	603615
158775	603760
158710	603860
158675	603945
158805	603970
158895	603925
158960	603945
158920	604040
158885	604150
158975	604105
159025	604025
159090	603925
159140	603860
159235	603765
159325	603745
159425	603665
159470	603595
159520	603510
159605	603470
159575	603575
159525	603670
159475	603780
159465	603855
159415	604015
159360	604085
159530	603860
159615	603720
159885	603360
159945	603290
160060	603285
160180	603225
160300	603165
160420	603125
160530	603115
160600	603125
160585	603185
160540	603300
160510	603390
160445	603505
160360	603585
160225	603650
160075	603700
159995	603730
159955	603825
160025	603875
160100	603835
160210	603780
160310	603740
160380	603715
160300	603830
160185	603995
160100	604080
160025	604145
159985	604225
160080	604175
160000	604405
160050	604475
159960	604745
159990	604755
160085	604490
160150	604335
160320	604145
160500	603990
160635	603900
160785	603835
160940	603755
161050	603725
161100	603715
161055	603780
161015	603835
160970	603915
160965	603995
161040	603960
161125	603880
161180	603825
161240	603760
161335	603765
161465	603815
161570	603895
161655	603965
161765	604000
161860	603990
161870	604105
161815	604215
161755	604265
161725	604340
161645	604465
161575	604545
161520	604625
161480	604690
161455	604770
161455	604840
161485	604865
161535	604770
161565	604700
161635	604605
161740	604500
161845	604395
161940	604330
161990	604280
162050	604230
162095	604165
162135	604145
162225	604180
162305	604310
162405	604365
162475	604390
162570	604425
162645	604475
162695	604510
162740	604560
162780	604605
162835	604690
162885	604785
162890	604845
162815	604920
162750	604960
162655	605000
162570	605040
162465	605115
162515	605165
162580	605135
162635	605120
162720	605080
162715	605150
162685	605245
162625	605295
162580	605365
162550	605445
162540	605495
162565	605510
162595	605460
162625	605400
162655	605350
162730	605300
162780	605240
162825	605170
162845	605115
162895	605030
162915	605005
162940	604995
162995	604940
163050	604950
163100	604990
163090	605160
163005	605225
162950	605300
162880	605390
162800	605470
162755	605535
162705	605585
162660	605635
162650	605680
162705	605690
162730	605715
162755	605770
162790	605725
162825	605650
162855	605560
162895	605515
162945	605450
163015	605385
163075	605350
163045	605420
163000	605495
162975	605570
162990	605630
163020	605600
163055	605550
163080	605525
163100	605580
163200	605635
163255	605770
163335	605770
163365	605735
163405	605755
163360	605600
163300	605515
163235	605420
163200	605340
163210	605195
163225	605120
163250	605045
163290	604945
163340	604925
163370	604975
163395	605035
163445	605005
163475	604980
163540	604945
163535	604855
163640	604845
163720	604880
163995	604905
164210	604945
164475	605035
164610	605115
164775	605255
164875	605270
164940	605290
164930	605365
164960	605420
164985	605505
164990	605635
164920	605740
164785	605915
164660	605985
164580	606020
164595	606080
164725	606040
164885	605925
165010	605810
165130	605670
165205	605590
165290	605545
165420	605640
165545	605785
165680	605950
165795	606055
165945	606090
166135	606130
166300	606205
166360	606270
166455	606370
166615	606485
166865	606535
167045	606565
167175	606540
167340	606430
167455	606395
167565	606415
167600	606480
167610	606705
167555	606820
167440	606920
167300	607010
167200	607080
166950	607110
166745	607170
166525	607240
166295	607345
166070	607365
165855	607415
165635	607450
165500	607475
165285	607510
165115	607535
165005	607515
164795	607490
164535	607505
164225	607470
164075	607440
163760	607380
163475	607305
163165	607245
162915	607165
162715	607105
162615	607030
162410	606945
162115	606825
161885	606740
161685	606650
161465	606545
161120	606455
160790	606345
